"",BBDE1.M.DE.Y.AEB1.N2C290000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C290000.F.V.I10.A_FLAGS
"","Orders received from the domestic market / At current prices / Germany / 29 Manufacture of motor vehicles, trailers and semi-trailers / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:39,
1991-01,78.9,
1991-02,71.8,
1991-03,79.2,
1991-04,71.7,
1991-05,73.1,
1991-06,73.1,
1991-07,68.3,
1991-08,74.1,
1991-09,74.9,
1991-10,72.4,
1991-11,75.7,
1991-12,75.4,
1992-01,75.8,
1992-02,78.1,
1992-03,74.0,
1992-04,65.5,
1992-05,62.7,
1992-06,62.6,
1992-07,61.4,
1992-08,61.6,
1992-09,64.2,
1992-10,63.2,
1992-11,60.5,
1992-12,67.9,
1993-01,61.7,
1993-02,52.4,
1993-03,50.3,
1993-04,52.8,
1993-05,57.6,
1993-06,55.6,
1993-07,56.6,
1993-08,57.1,
1993-09,59.7,
1993-10,60.0,
1993-11,60.2,
1993-12,62.7,
1994-01,59.6,
1994-02,63.8,
1994-03,64.2,
1994-04,65.6,
1994-05,62.9,
1994-06,64.2,
1994-07,65.2,
1994-08,62.9,
1994-09,62.9,
1994-10,66.7,
1994-11,67.4,
1994-12,66.2,
1995-01,64.3,
1995-02,64.4,
1995-03,63.7,
1995-04,65.1,
1995-05,69.6,
1995-06,64.4,
1995-07,63.2,
1995-08,63.9,
1995-09,63.2,
1995-10,62.8,
1995-11,64.4,
1995-12,71.4,
1996-01,66.9,
1996-02,60.8,
1996-03,70.6,
1996-04,67.2,
1996-05,67.1,
1996-06,70.4,
1996-07,67.3,
1996-08,71.7,
1996-09,68.9,
1996-10,71.9,
1996-11,66.6,
1996-12,66.5,
1997-01,68.8,
1997-02,66.3,
1997-03,74.0,
1997-04,73.2,
1997-05,77.7,
1997-06,72.7,
1997-07,72.7,
1997-08,72.4,
1997-09,72.6,
1997-10,73.7,
1997-11,76.5,
1997-12,75.5,
1998-01,74.2,
1998-02,76.0,
1998-03,80.5,
1998-04,76.2,
1998-05,78.4,
1998-06,78.9,
1998-07,81.1,
1998-08,78.2,
1998-09,83.5,
1998-10,81.2,
1998-11,82.1,
1998-12,80.2,
1999-01,85.6,
1999-02,77.0,
1999-03,77.6,
1999-04,78.8,
1999-05,79.6,
1999-06,82.4,
1999-07,80.9,
1999-08,81.6,
1999-09,79.4,
1999-10,80.4,
1999-11,80.4,
1999-12,84.7,
2000-01,80.1,
2000-02,86.6,
2000-03,83.4,
2000-04,88.7,
2000-05,88.7,
2000-06,87.4,
2000-07,86.5,
2000-08,87.1,
2000-09,84.8,
2000-10,83.9,
2000-11,91.4,
2000-12,86.3,
2001-01,86.4,
2001-02,89.6,
2001-03,85.3,
2001-04,86.5,
2001-05,85.6,
2001-06,90.1,
2001-07,87.6,
2001-08,94.9,
2001-09,86.5,
2001-10,85.3,
2001-11,83.9,
2001-12,86.3,
2002-01,88.8,
2002-02,80.8,
2002-03,84.1,
2002-04,85.3,
2002-05,84.4,
2002-06,87.8,
2002-07,86.7,
2002-08,92.2,
2002-09,88.8,
2002-10,89.2,
2002-11,87.0,
2002-12,85.1,
2003-01,90.7,
2003-02,95.8,
2003-03,85.7,
2003-04,86.8,
2003-05,89.9,
2003-06,84.6,
2003-07,88.0,
2003-08,85.8,
2003-09,91.1,
2003-10,89.9,
2003-11,90.8,
2003-12,90.6,
2004-01,91.2,
2004-02,96.1,
2004-03,91.6,
2004-04,94.8,
2004-05,92.4,
2004-06,93.6,
2004-07,96.0,
2004-08,95.4,
2004-09,96.7,
2004-10,103.3,
2004-11,97.6,
2004-12,97.0,
2005-01,96.5,
2005-02,92.3,
2005-03,96.9,
2005-04,97.4,
2005-05,94.3,
2005-06,98.7,
2005-07,99.9,
2005-08,99.5,
2005-09,98.6,
2005-10,99.4,
2005-11,99.7,
2005-12,99.2,
2006-01,97.5,
2006-02,99.8,
2006-03,99.9,
2006-04,99.5,
2006-05,105.2,
2006-06,100.1,
2006-07,101.9,
2006-08,103.4,
2006-09,111.7,
2006-10,102.0,
2006-11,101.1,
2006-12,101.8,
2007-01,103.6,
2007-02,107.0,
2007-03,110.3,
2007-04,103.4,
2007-05,107.9,
2007-06,108.6,
2007-07,106.4,
2007-08,105.4,
2007-09,108.3,
2007-10,110.4,
2007-11,108.7,
2007-12,118.7,
2008-01,104.0,
2008-02,104.7,
2008-03,102.1,
2008-04,105.0,
2008-05,100.2,
