"",BBK01.OEAH74V,BBK01.OEAH74V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:32:12,
2002-01,1.744,
2002-04,1.862,
2002-07,2.195,
2002-10,2.003,
2003-01,1.396,
2003-04,1.099,
2003-07,1.314,
2003-10,1.839,
2004-01,1.325,
2004-04,1.204,
2004-07,1.080,
2004-10,1.873,
2005-01,1.584,
2005-04,1.823,
2005-07,1.614,
2005-10,1.624,
2006-01,1.457,
2006-04,1.783,
2006-07,1.574,
2006-10,1.680,
2007-01,1.554,
2007-04,1.744,
2007-07,1.442,
2007-10,2.245,
2008-01,2.062,
2008-04,1.936,
2008-07,1.899,
2008-10,1.929,
2009-01,1.052,
2009-04,1.012,
2009-07,0.838,
2009-10,1.110,
2010-01,0.800,
2010-04,1.027,
2010-07,0.960,
2010-10,1.085,
2011-01,1.009,
2011-04,1.009,
2011-07,1.493,
2011-10,1.584,
2012-01,1.607,
2012-04,1.781,
2012-07,1.931,
2012-10,1.954,
2013-01,2.115,
2013-04,1.836,
2013-07,2.276,
2013-10,2.360,
2014-01,1.892,
2014-04,2.403,
2014-07,2.356,
