"",BBK01.QUW396,BBK01.QUW396_FLAGS
"","Foreign branches: Claims on non-residents, total / Remaining countries in Oceania / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:52:45,
2001-12,0.099,
2002-01,0.100,
2002-02,0.099,
2002-03,0.132,
2002-04,0.108,
2002-05,0.115,
2002-06,0.133,
2002-07,0.156,
2002-08,0.154,
2002-09,0.157,
2002-10,0.140,
2002-11,0.070,
2002-12,0.077,
2003-01,0.072,
2003-02,0.076,
2003-03,0.082,
2003-04,0.083,
2003-05,0.077,
2003-06,0.078,
2003-07,0.081,
2003-08,0.087,
2003-09,0.091,
2003-10,0.092,
2003-11,0.122,
2003-12,0.052,
2004-01,0.086,
2004-02,0.093,
2004-03,0.068,
2004-04,0.077,
2004-05,0.098,
2004-06,0.089,
2004-07,0.090,
2004-08,0.126,
2004-09,0.137,
2004-10,0.110,
2004-11,0.099,
2004-12,0.099,
2005-01,0.070,
2005-02,0.074,
2005-03,0.088,
2005-04,0.060,
2005-05,0.076,
2005-06,0.098,
2005-07,0.062,
2005-08,0.101,
2005-09,0.109,
2005-10,0.109,
2005-11,0.119,
2005-12,0.104,
2006-01,0.123,
2006-02,0.130,
2006-03,0.113,
2006-04,0.107,
2006-05,0.104,
2006-06,0.081,
2006-07,0.120,
2006-08,0.111,
2006-09,0.137,
2006-10,0.152,
2006-11,0.125,
2006-12,0.156,
2007-01,0.249,
2007-02,0.278,
2007-03,0.244,
2007-04,0.254,
2007-05,0.276,
2007-06,0.241,
2007-07,0.263,
2007-08,0.278,
2007-09,0.294,
2007-10,0.289,
2007-11,0.274,
2007-12,0.294,
2008-01,0.292,
2008-02,0.298,
2008-03,0.344,
2008-04,0.378,
2008-05,0.354,
2008-06,0.395,
2008-07,0.472,
2008-08,0.474,
2008-09,0.540,
2008-10,0.884,
2008-11,0.823,
2008-12,0.789,
2009-01,0.932,
2009-02,0.929,
2009-03,0.934,
2009-04,1.368,
2009-05,1.277,
2009-06,1.243,
2009-07,1.249,
2009-08,1.264,
2009-09,1.231,
2009-10,1.193,
2009-11,1.087,
2009-12,1.133,
2010-01,1.146,
2010-02,1.302,
2010-03,1.330,
2010-04,1.349,
2010-05,1.205,
2010-06,1.199,
2010-07,1.212,
2010-08,1.285,
2010-09,1.232,
2010-10,1.268,
2010-11,1.344,
2010-12,1.263,
2011-01,1.245,
2011-02,1.237,
2011-03,1.317,
2011-04,1.645,
2011-05,1.726,
2011-06,1.689,
2011-07,1.781,
2011-08,1.791,
2011-09,2.001,
2011-10,1.968,
2011-11,2.005,
2011-12,2.094,
2012-01,2.121,
2012-02,2.142,
2012-03,1.958,
2012-04,1.943,
2012-05,2.035,
2012-06,1.999,
2012-07,2.058,
2012-08,2.019,
2012-09,1.907,
2012-10,1.902,
2012-11,1.893,
2012-12,1.866,
2013-01,1.845,
2013-02,1.913,
2013-03,1.997,
2013-04,1.914,
2013-05,1.934,
2013-06,1.927,
2013-07,2.573,
2013-08,2.612,
2013-09,1.898,
2013-10,1.865,
2013-11,1.856,
2013-12,1.863,
2014-01,1.823,
2014-02,2.646,
2014-03,1.827,
2014-04,1.732,
2014-05,1.723,
2014-06,2.397,
2014-07,2.854,
2014-08,2.691,
2014-09,2.351,
2014-10,1.832,
2014-11,1.802,
