"",BBDE1.M.DE.Y.BAA1.N2C130000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C130000.G.C.I10.A_FLAGS
1999-04,133.9,
1999-05,133.1,
1999-06,130.3,
1999-07,129.5,
1999-08,135.2,
1999-09,128.7,
1999-10,135.1,
1999-11,130.5,
1999-12,130.9,
2000-01,130.8,
2000-02,132.0,
2000-03,133.2,
2000-04,134.5,
2000-05,138.4,
2000-06,134.4,
2000-07,137.0,
2000-08,139.7,
2000-09,135.3,
2000-10,135.4,
2000-11,137.8,
2000-12,139.9,
2001-01,136.3,
2001-02,136.1,
2001-03,138.1,
2001-04,132.8,
2001-05,132.7,
2001-06,134.0,
2001-07,127.9,
2001-08,134.4,
2001-09,131.0,
2001-10,126.4,
2001-11,123.8,
2001-12,126.5,
2002-01,123.6,
2002-02,125.6,
2002-03,128.3,
2002-04,125.6,
2002-05,124.9,
2002-06,127.3,
2002-07,124.3,
2002-08,124.3,
2002-09,123.8,
2002-10,122.0,
2002-11,124.7,
2002-12,125.0,
2003-01,121.2,
2003-02,124.2,
2003-03,123.1,
2003-04,123.5,
2003-05,120.0,
2003-06,119.5,
2003-07,124.2,
2003-08,114.9,
2003-09,115.3,
2003-10,119.7,
2003-11,119.4,
2003-12,117.6,
2004-01,118.8,
2004-02,121.1,
2004-03,117.9,
2004-04,120.5,
2004-05,120.4,
2004-06,120.2,
2004-07,121.9,
2004-08,116.1,
2004-09,119.0,
2004-10,119.6,
2004-11,115.9,
2004-12,114.5,
2005-01,118.5,
2005-02,116.6,
2005-03,116.1,
2005-04,115.8,
2005-05,114.1,
2005-06,114.2,
2005-07,116.5,
2005-08,112.2,
2005-09,113.5,
2005-10,114.9,
2005-11,114.1,
2005-12,115.3,
2006-01,113.3,
2006-02,112.4,
2006-03,110.7,
2006-04,113.5,
2006-05,116.6,
2006-06,114.4,
2006-07,116.6,
2006-08,117.2,
2006-09,117.5,
2006-10,114.6,
2006-11,117.8,
2006-12,116.6,
2007-01,116.1,
2007-02,114.5,
2007-03,116.0,
2007-04,115.0,
2007-05,117.5,
2007-06,118.0,
2007-07,115.6,
2007-08,119.6,
2007-09,117.8,
2007-10,116.7,
2007-11,115.9,
2007-12,115.6,
2008-01,115.5,
2008-02,118.2,
2008-03,116.5,
2008-04,116.0,
2008-05,112.0,
2008-06,113.7,
2008-07,108.8,
2008-08,114.5,
2008-09,108.3,
2008-10,104.4,
2008-11,100.4,
2008-12,96.3,
2009-01,86.0,
2009-02,85.0,
2009-03,84.7,
2009-04,86.1,
2009-05,87.3,
2009-06,88.0,
2009-07,91.0,
2009-08,92.6,
2009-09,93.7,
2009-10,89.2,
2009-11,92.9,
2009-12,93.9,
2010-01,95.3,
2010-02,95.6,
2010-03,96.0,
2010-04,98.3,
2010-05,99.9,
2010-06,101.2,
2010-07,100.2,
2010-08,99.9,
2010-09,101.7,
2010-10,102.2,
2010-11,101.2,
2010-12,103.1,
2011-01,102.2,
2011-02,101.8,
2011-03,103.4,
2011-04,102.6,
2011-05,102.2,
2011-06,101.8,
2011-07,104.9,
2011-08,99.4,
2011-09,100.3,
2011-10,99.5,
2011-11,98.5,
2011-12,96.4,
2012-01,95.8,
2012-02,94.6,
2012-03,93.1,
2012-04,91.0,
2012-05,95.1,
2012-06,98.6,
2012-07,93.6,
2012-08,95.5,
2012-09,92.1,
2012-10,90.9,
2012-11,91.3,
2012-12,96.6,
2013-01,92.0,
2013-02,92.6,
2013-03,93.7,
2013-04,92.5,
2013-05,92.7,
2013-06,92.9,
2013-07,94.5,
2013-08,94.9,
2013-09,94.4,
2013-10,94.3,
2013-11,96.0,
2013-12,94.3,
2014-01,95.5,
2014-02,96.6,
2014-03,96.2,
2014-04,96.8,
2014-05,96.1,
2014-06,95.1,
2014-07,96.5,
2014-08,95.6,
2014-09,94.5,
2014-10,96.2,Provisional value
2014-11,95.2,Provisional value
2014-12,97.9,Provisional value
