"",BBDE1.M.DE.Y.BAA1.N2C130000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C130000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 13 Manufacture of textiles / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:48,
1991-01,207.5,
1991-02,208.0,
1991-03,205.4,
1991-04,198.9,
1991-05,195.2,
1991-06,203.9,
1991-07,203.7,
1991-08,187.1,
1991-09,195.1,
1991-10,194.5,
1991-11,197.8,
1991-12,193.8,
1992-01,192.7,
1992-02,193.6,
1992-03,189.1,
1992-04,189.1,
1992-05,190.3,
1992-06,184.1,
1992-07,178.6,
1992-08,176.9,
1992-09,175.9,
1992-10,173.3,
1992-11,168.9,
1992-12,166.4,
1993-01,166.2,
1993-02,164.9,
1993-03,163.1,
1993-04,163.5,
1993-05,164.2,
1993-06,159.4,
1993-07,149.5,
1993-08,168.9,
1993-09,157.4,
1993-10,158.3,
1993-11,157.2,
1993-12,157.8,
1994-01,158.5,
1994-02,156.3,
1994-03,158.4,
1994-04,159.1,
1994-05,159.0,
1994-06,158.5,
1994-07,151.9,
1994-08,157.2,
1994-09,152.2,
1994-10,152.3,
1994-11,154.5,
1994-12,160.4,
1995-01,154.1,
1995-02,152.9,
1995-03,152.2,
1995-04,151.5,
1995-05,150.7,
1995-06,147.9,
1995-07,150.3,
1995-08,141.3,
1995-09,150.4,
1995-10,147.5,
1995-11,145.7,
1995-12,141.1,
1996-01,143.4,
1996-02,141.3,
1996-03,141.3,
1996-04,141.9,
1996-05,139.3,
1996-06,140.0,
1996-07,136.9,
1996-08,141.5,
1996-09,142.5,
1996-10,140.7,
1996-11,142.5,
1996-12,145.0,
1997-01,143.9,
1997-02,144.9,
1997-03,142.7,
1997-04,141.2,
1997-05,138.4,
1997-06,143.6,
1997-07,145.7,
1997-08,134.5,
1997-09,141.0,
1997-10,142.2,
1997-11,141.9,
1997-12,143.0,
1998-01,149.9,
1998-02,145.9,
1998-03,143.9,
1998-04,144.5,
1998-05,143.4,
1998-06,142.5,
1998-07,145.1,
1998-08,141.2,
1998-09,143.7,
1998-10,141.5,
1998-11,139.6,
1998-12,137.5,
1999-01,138.7,
1999-02,135.1,
1999-03,135.2,
