"",BBK01.OUA322,BBK01.OUA322_FLAGS
"",Time deposits of foreign non-banks / for more than one year up to and including two years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:30,
1999-01,1.683,
1999-02,1.609,
1999-03,2.409,
1999-04,2.497,
1999-05,2.629,
1999-06,2.699,
1999-07,2.701,
1999-08,2.962,
1999-09,3.009,
1999-10,4.174,
1999-11,4.446,
1999-12,4.284,
2000-01,3.756,
2000-02,2.783,
2000-03,2.341,
2000-04,2.162,
2000-05,3.034,
2000-06,3.008,
2000-07,3.764,
2000-08,3.490,
2000-09,3.692,
2000-10,3.634,
2000-11,3.703,
2000-12,3.560,
2001-01,3.776,
2001-02,3.698,
2001-03,3.980,
2001-04,4.084,
2001-05,4.869,
2001-06,4.540,
2001-07,4.208,
2001-08,3.930,
2001-09,3.920,
2001-10,4.044,
2001-11,3.403,
2001-12,3.302,
2002-01,3.166,
2002-02,3.264,
2002-03,2.884,
2002-04,2.528,
2002-05,2.573,
2002-06,2.560,
2002-07,1.617,
2002-08,1.708,
2002-09,1.390,
2002-10,1.389,
2002-11,1.448,
2002-12,1.458,
2003-01,1.494,
2003-02,2.186,
2003-03,2.002,
2003-04,1.904,
2003-05,1.908,
2003-06,1.763,
2003-07,1.634,
2003-08,1.867,
2003-09,1.920,
2003-10,1.888,
2003-11,1.889,
2003-12,2.031,
2004-01,1.769,
2004-02,1.643,
2004-03,2.268,
2004-04,1.660,
2004-05,1.892,
2004-06,1.886,
2004-07,1.800,
2004-08,2.109,
2004-09,2.086,
2004-10,2.205,
2004-11,1.905,
2004-12,1.409,
2005-01,1.600,
2005-02,1.363,
2005-03,1.391,
2005-04,1.515,
2005-05,1.527,
2005-06,1.831,
2005-07,1.749,
2005-08,1.040,
2005-09,0.958,
2005-10,0.818,
2005-11,0.911,
2005-12,0.646,
2006-01,0.676,
2006-02,0.677,
2006-03,3.317,
2006-04,3.111,
2006-05,3.074,
2006-06,3.720,
2006-07,3.669,
2006-08,3.808,
2006-09,3.779,
2006-10,3.975,
2006-11,3.718,
2006-12,3.860,
2007-01,4.003,
2007-02,3.988,
2007-03,1.651,
2007-04,2.027,
2007-05,2.176,
2007-06,2.556,
2007-07,3.362,
2007-08,3.067,
2007-09,3.081,
2007-10,3.167,
2007-11,3.413,
2007-12,3.883,
2008-01,3.637,
2008-02,3.683,
2008-03,3.557,
2008-04,3.678,
2008-05,3.797,
2008-06,3.471,
2008-07,2.906,
2008-08,3.045,
2008-09,3.113,
2008-10,3.353,
2008-11,4.269,
2008-12,3.636,
2009-01,2.741,
2009-02,2.671,
2009-03,2.837,
2009-04,2.669,
2009-05,2.909,
2009-06,2.487,
2009-07,2.453,
2009-08,2.441,
2009-09,2.392,
2009-10,2.373,
2009-11,2.358,
2009-12,2.145,
2010-01,2.035,
2010-02,2.074,
2010-03,1.937,
2010-04,1.381,
2010-05,1.337,
2010-06,1.209,
2010-07,1.163,
2010-08,1.239,
2010-09,1.221,
2010-10,1.224,
2010-11,1.222,
2010-12,1.206,
2011-01,1.347,
2011-02,1.398,
2011-03,1.393,
2011-04,1.351,
2011-05,1.465,
2011-06,1.480,
2011-07,1.509,
2011-08,2.241,
2011-09,2.264,
2011-10,2.285,
2011-11,2.306,
2011-12,2.290,
2012-01,2.378,
2012-02,2.385,
2012-03,2.097,
2012-04,1.968,
2012-05,1.782,
2012-06,1.670,
2012-07,1.650,
2012-08,1.577,
2012-09,1.573,
2012-10,1.555,
2012-11,1.518,
2012-12,1.488,
2013-01,1.439,
2013-02,1.436,
2013-03,1.350,
2013-04,1.195,
2013-05,1.200,
2013-06,1.169,
2013-07,0.965,
2013-08,0.961,
2013-09,0.971,
2013-10,1.246,
2013-11,1.501,
2013-12,1.956,
2014-01,1.964,
2014-02,1.972,
2014-03,2.028,
2014-04,2.115,
2014-05,2.497,
2014-06,2.547,
2014-07,2.378,
2014-08,2.635,
2014-09,4.095,
2014-10,4.164,
2014-11,4.648,
2014-12,4.719,Provisional value
