"",BBK01.PC3294,BBK01.PC3294_FLAGS
"",Housing loans to domestic enterprises and resident individuals / Long-term / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:03,
1999-01,81.093,
1999-04,81.353,
1999-07,82.200,
1999-10,83.495,
2000-01,84.868,
2000-04,86.121,
2000-07,87.487,
2000-10,89.157,
2001-01,89.946,
2001-04,90.660,
2001-07,91.724,
2001-10,92.239,
2002-01,92.509,
2002-04,93.274,
2002-07,94.246,
2002-10,95.087,
2003-01,95.313,
2003-04,95.926,
2003-07,96.862,
2003-10,96.243,
2004-01,96.695,
2004-04,96.311,
2004-07,94.599,
2004-10,94.637,
2005-01,92.399,
2005-04,92.024,
2005-07,91.674,
2005-10,91.246,
2006-01,90.858,
2006-04,90.480,
2006-07,91.098,
2006-10,91.649,
2007-01,91.894,
2007-04,92.491,
2007-07,93.227,
2007-10,93.749,
2008-01,94.180,
2008-04,95.240,
2008-07,96.654,
2008-10,97.579,
2009-01,97.878,
2009-04,98.295,
2009-07,98.999,
2009-10,99.400,
2010-01,99.216,
2010-04,98.981,
2010-07,99.050,
2010-10,98.840,
2011-01,98.857,
2011-04,99.387,
2011-07,100.223,
2011-10,100.703,
2012-01,100.838,
2012-04,101.032,
2012-07,101.473,
2012-10,101.587,
2013-01,101.608,
2013-04,101.753,
2013-07,102.596,
2013-10,103.183,
2014-01,103.731,
2014-04,104.493,
2014-07,105.190,
2014-10,105.734,
