"",BBK01.OEAA21G,BBK01.OEAA21G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:28,
2002-01,75.064,
2002-04,76.102,
2002-07,76.490,
2002-10,77.166,
2003-01,76.538,
2003-04,76.303,
2003-07,76.215,
2003-10,76.912,
2004-01,76.621,
2004-04,77.068,
2004-07,76.461,
2004-10,75.649,
2005-01,69.825,
2005-04,69.900,
2005-07,70.050,
2005-10,70.116,
2006-01,67.873,
2006-04,67.308,
2006-07,68.625,
2006-10,68.372,
2007-01,68.769,
2007-04,69.526,
2007-07,70.229,
2007-10,71.331,
2008-01,70.619,
2008-04,73.035,
2008-07,77.946,
2008-10,80.200,
2009-01,82.931,
2009-04,89.308,
2009-07,90.811,
2009-10,89.389,
2010-01,88.944,
2010-04,88.276,
2010-07,88.436,
2010-10,89.598,
2011-01,89.359,
2011-04,87.861,
2011-07,88.195,
2011-10,90.186,
2012-01,89.952,
2012-04,89.634,
2012-07,90.845,
2012-10,91.632,
2013-01,91.213,
2013-04,91.857,
2013-07,86.996,
2013-10,90.580,
2014-01,90.234,
2014-04,90.396,
2014-07,91.017,
