"",BBK01.SUD232,BBK01.SUD232_FLAGS
"",New business (volumes) of German banks / Extended credit card debt to households,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:52,
2010-06,3108,
2010-07,3158,
2010-08,3236,
2010-09,3233,
2010-10,3254,
2010-11,3241,
2010-12,3266,
2011-01,3263,
2011-02,3250,
2011-03,3251,
2011-04,3281,
2011-05,3315,
2011-06,3362,
2011-07,3425,
2011-08,3455,
2011-09,3506,
2011-10,3974,
2011-11,3957,
2011-12,4004,
2012-01,3956,
2012-02,3919,
2012-03,3998,
2012-04,4000,
2012-05,4275,
2012-06,4305,
2012-07,4349,
2012-08,4392,
2012-09,4422,
2012-10,4531,
2012-11,4581,
2012-12,4615,
2013-01,3708,
2013-02,3698,
2013-03,3774,
2013-04,3846,
2013-05,3891,
2013-06,4127,
2013-07,4136,
2013-08,4183,
2013-09,4254,
2013-10,4258,
2013-11,4288,
2013-12,4358,
2014-01,4288,
2014-02,4259,
2014-03,4313,
2014-04,3587,
2014-05,3566,
2014-06,3657,
2014-07,3630,
2014-08,3721,
2014-09,3783,
2014-10,3770,
2014-11,3788,
2014-12,3816,Provisional value
"",General: New business is collected in the same way as outstanding amounts for the sake of simplicity. This means that all outstanding deposit business at the end of the month has to be incorporated in the calculation of volumes. Data based on monthly balance sheet statistics. p = Provisional,
