"",BBK01.OEAH43G,BBK01.OEAH43G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:22,
2002-01,12.457,
2002-04,12.678,
2002-07,12.794,
2002-10,12.838,
2003-01,12.980,
2003-04,12.680,
2003-07,12.655,
2003-10,12.616,
2004-01,12.855,
2004-04,12.562,
2004-07,12.583,
2004-10,12.813,
2005-01,11.733,
2005-04,11.621,
2005-07,12.127,
2005-10,12.554,
2006-01,12.795,
2006-04,12.610,
2006-07,12.840,
2006-10,13.230,
2007-01,13.570,
2007-04,13.604,
2007-07,14.235,
2007-10,15.582,
2008-01,15.533,
2008-04,15.706,
2008-07,15.964,
2008-10,17.281,
2009-01,16.655,
2009-04,16.748,
2009-07,16.794,
2009-10,16.821,
2010-01,16.517,
2010-04,16.582,
2010-07,16.775,
2010-10,17.729,
2011-01,17.363,
2011-04,17.514,
2011-07,17.911,
2011-10,18.617,
2012-01,18.655,
2012-04,18.611,
2012-07,19.427,
2012-10,19.814,
2013-01,19.523,
2013-04,19.779,
2013-07,20.614,
2013-10,21.381,
2014-01,20.652,
2014-04,20.865,
2014-07,21.603,
