"",BBK01.QUV766,BBK01.QUV766_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Estonia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:09:15,
2001-12,0.106,
2002-01,0.104,
2002-02,0.103,
2002-03,0.095,
2002-04,0.097,
2002-05,0.115,
2002-06,0.109,
2002-07,0.114,
2002-08,0.110,
2002-09,0.112,
2002-10,0.110,
2002-11,0.240,
2002-12,0.229,
2003-01,0.230,
2003-02,0.208,
2003-03,0.204,
2003-04,0.203,
2003-05,0.245,
2003-06,0.245,
2003-07,0.245,
2003-08,0.250,
2003-09,0.251,
2003-10,0.250,
2003-11,0.243,
2003-12,0.237,
2004-01,0.245,
2004-02,0.236,
2004-03,0.249,
2004-04,0.248,
2004-05,0.278,
2004-06,0.244,
2004-07,0.275,
2004-08,0.276,
2004-09,0.270,
2004-10,0.296,
2004-11,0.305,
2004-12,0.307,
2005-01,0.304,
2005-02,0.304,
2005-03,0.302,
2005-04,0.316,
2005-05,0.314,
2005-06,0.318,
2005-07,0.311,
2005-08,0.365,
2005-09,0.359,
2005-10,0.359,
2005-11,0.345,
2005-12,0.328,
2006-01,0.333,
2006-02,0.332,
2006-03,0.324,
2006-04,0.381,
2006-05,0.376,
2006-06,0.381,
2006-07,0.404,
2006-08,0.394,
2006-09,0.387,
2006-10,0.413,
2006-11,0.407,
2006-12,0.405,
2007-01,0.403,
2007-02,0.398,
2007-03,0.339,
2007-04,0.322,
2007-05,0.316,
2007-06,0.329,
2007-07,0.334,
2007-08,0.298,
2007-09,0.291,
2007-10,0.291,
2007-11,0.287,
2007-12,0.261,
2008-01,0.260,
2008-02,0.261,
2008-03,0.258,
2008-04,0.268,
2008-05,0.189,
2008-06,0.152,
2008-07,0.188,
2008-08,0.203,
2008-09,0.204,
2008-10,0.206,
2008-11,0.207,
2008-12,0.218,
2009-01,0.221,
2009-02,0.221,
2009-03,0.215,
2009-04,0.216,
2009-05,0.212,
2009-06,0.215,
2009-07,0.226,
2009-08,0.233,
2009-09,0.221,
2009-10,0.225,
2009-11,0.230,
2009-12,0.232,
2010-01,0.235,
2010-02,0.236,
2010-03,0.228,
2010-04,0.264,
2010-05,0.263,
2010-06,0.265,
2010-07,0.263,
2010-08,0.265,
2010-09,0.256,
2010-10,0.253,
2010-11,0.254,
2010-12,0.253,
2011-01,0.253,
2011-02,0.253,
2011-03,0.268,
2011-04,0.268,
2011-05,0.268,
2011-06,0.273,
2011-07,0.271,
2011-08,0.271,
2011-09,0.259,
2011-10,0.260,
2011-11,0.261,
2011-12,0.259,
2012-01,0.257,
2012-02,0.256,
2012-03,0.250,
2012-04,0.248,
2012-05,0.249,
2012-06,0.247,
2012-07,0.245,
2012-08,0.245,
2012-09,0.233,
2012-10,0.229,
2012-11,0.229,
2012-12,0.263,
2013-01,0.259,
2013-02,0.258,
2013-03,0.247,
2013-04,0.249,
2013-05,0.249,
2013-06,0.225,
2013-07,0.226,
2013-08,0.225,
2013-09,0.216,
2013-10,0.213,
2013-11,0.210,
2013-12,0.209,
2014-01,0.207,
2014-02,0.205,
2014-03,0.195,
2014-04,0.194,
2014-05,0.194,
2014-06,0.190,
2014-07,0.190,
2014-08,0.188,
2014-09,0.181,
2014-10,0.179,
2014-11,0.179,
2014-12,0.177,
