"",BBK01.PQ0149,BBK01.PQ0149_FLAGS
"","Lending to manufacture of wood, paper, wood and paper products; printing and publishing; manufacture of furniture, etc.; recycling / Total / Big banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:30:40,
1968-10,0.496,
1969-01,0.542,
1969-04,0.616,
1969-07,0.645,
1969-10,0.668,
1970-01,0.676,
1970-04,0.775,
1970-07,0.833,
1970-10,0.847,
1971-01,0.856,
1971-04,0.917,
1971-07,0.912,
1971-10,0.928,
1972-01,0.851,
1972-04,0.910,
1972-07,0.934,
1972-10,0.958,
1973-01,1.022,
1973-04,1.005,
1973-07,1.072,
1973-10,1.071,
1974-01,1.056,
1974-04,1.100,
1974-07,1.148,
1974-10,1.116,
1975-01,1.059,
1975-04,1.021,
1975-07,0.968,
1975-10,0.936,
1976-01,0.902,
1976-04,0.956,
1976-07,0.963,
1976-10,0.978,
1977-01,0.958,
1977-04,1.022,
1977-07,1.091,
1977-10,1.050,
1978-01,1.029,
1978-04,1.070,
1978-07,1.077,
1978-10,1.136,
1979-01,1.107,
1979-04,1.255,
1979-07,1.280,
1979-10,1.280,
1980-01,1.262,
1980-04,1.340,
1980-07,1.360,
1980-10,1.390,
1981-01,1.339,
1981-04,1.389,
1981-07,1.433,
1981-10,1.431,
1982-01,1.420,
1982-04,1.442,
1982-07,1.462,
1982-10,1.489,
1983-01,1.421,
1983-04,1.470,
1983-07,1.477,
1983-10,1.513,
1984-01,1.498,
1984-04,1.555,
1984-07,1.626,
1984-10,1.602,
1985-01,1.687,
1985-04,1.690,
1985-07,1.718,
1985-10,1.753,
1986-01,1.807,
1986-04,1.874,
1986-07,1.963,
1986-10,1.970,
1987-01,1.987,
1987-04,2.079,
1987-07,2.130,
1987-10,2.147,
1988-01,2.199,
1988-04,2.418,
1988-07,2.572,
1988-10,2.665,
1989-01,2.789,
1989-04,2.866,
1989-07,2.984,
1989-10,3.094,
1990-01,3.182,
1990-04,3.290,
1990-07,3.443,
1990-10,3.453,
1991-01,3.773,
1991-04,3.888,
1991-07,4.216,
1991-10,4.504,
1992-01,4.331,
1992-04,4.450,
1992-07,4.312,
1992-10,4.105,
1993-01,4.001,
1993-04,3.968,
1993-07,3.961,
1993-10,3.793,
1994-01,3.896,
1994-04,3.934,
1994-07,3.971,
1994-10,3.900,
1995-01,5.013,
1995-04,5.395,
1995-07,5.421,
1995-10,5.113,
1996-01,5.044,
1996-04,5.061,
1996-07,5.106,
1996-10,5.197,
1997-01,4.983,
1997-04,5.295,
1997-07,5.325,
1997-10,5.026,
1998-01,5.122,
1998-04,5.108,
1998-07,4.958,
1998-10,4.959,
1999-01,6.535,
1999-04,6.273,
1999-07,6.055,
1999-10,5.798,
2000-01,5.882,
2000-04,6.083,
2000-07,6.298,
2000-10,6.018,
2001-01,6.086,
2001-04,6.161,
2001-07,5.862,
2001-10,5.989,
2002-01,5.581,
2002-04,5.376,
2002-07,5.422,
2002-10,5.003,
2003-01,4.863,
2003-04,4.865,
2003-07,4.680,
2003-10,4.696,
2004-01,4.646,
2004-04,4.410,
2004-07,4.286,
2004-10,4.163,
2005-01,4.244,
2005-04,4.205,
2005-07,3.994,
2005-10,3.549,
2006-01,3.684,
2006-04,3.747,
2006-07,3.921,
2006-10,3.710,
2007-01,3.584,
2007-04,3.913,
2007-07,3.989,
2007-10,4.064,
2008-01,4.141,
2008-04,4.241,
2008-07,4.334,
2008-10,3.652,
2009-01,3.676,
2009-04,3.716,
2009-07,3.648,
2009-10,3.436,
2010-01,3.436,
2010-04,3.413,
2010-07,3.365,
2010-10,3.283,
2011-01,3.375,
2011-04,3.159,
2011-07,3.231,
2011-10,3.117,
2012-01,3.187,
2012-04,3.204,
2012-07,3.217,
2012-10,3.043,
2013-01,3.150,
2013-04,3.071,
2013-07,3.049,
2013-10,2.959,
2014-01,2.994,
2014-04,3.093,
2014-07,2.965,
2014-10,2.689,
