"",BBK01.OUM298,BBK01.OUM298_FLAGS
"",Time deposits of resident households / for more than two years / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:10,
1999-01,4.021,
1999-02,4.001,
1999-03,4.005,
1999-04,3.936,
1999-05,3.935,
1999-06,3.935,
1999-07,3.934,
1999-08,3.929,
1999-09,3.925,
1999-10,3.836,
1999-11,3.835,
1999-12,3.830,
2000-01,3.827,
2000-02,3.818,
2000-03,3.818,
2000-04,3.751,
2000-05,3.751,
2000-06,3.748,
2000-07,3.747,
2000-08,3.766,
2000-09,3.767,
2000-10,3.700,
2000-11,3.678,
2000-12,3.678,
2001-01,3.677,
2001-02,3.670,
2001-03,3.670,
2001-04,3.606,
2001-05,3.604,
2001-06,3.611,
2001-07,3.611,
2001-08,3.608,
2001-09,3.609,
2001-10,3.443,
2001-11,3.439,
2001-12,3.447,
2002-01,3.440,
2002-02,3.433,
2002-03,3.428,
2002-04,3.305,
2002-05,3.304,
2002-06,3.296,
2002-07,3.298,
2002-08,3.292,
2002-09,3.291,
2002-10,3.255,
2002-11,3.252,
2002-12,3.235,
2003-01,3.245,
2003-02,3.239,
2003-03,3.238,
2003-04,3.145,
2003-05,3.144,
2003-06,3.150,
2003-07,3.150,
2003-08,3.134,
2003-09,3.134,
2003-10,3.104,
2003-11,1.604,
2003-12,1.604,
2004-01,1.607,
2004-02,1.617,
2004-03,1.616,
2004-04,1.547,
2004-05,1.542,
2004-06,1.543,
2004-07,1.539,
2004-08,1.540,
2004-09,1.539,
2004-10,1.544,
2004-11,1.483,
2004-12,1.469,
2005-01,1.450,
2005-02,1.450,
2005-03,1.395,
2005-04,1.461,
2005-05,0.116,
2005-06,0.108,
2005-07,0.108,
2005-08,0.109,
2005-09,0.272,
2005-10,0.258,
2005-11,0.261,
2005-12,0.226,
2006-01,0.224,
2006-02,0.224,
2006-03,0.215,
2006-04,0.205,
2006-05,0.187,
2006-06,0.187,
2006-07,0.176,
2006-08,0.191,
2006-09,0.177,
2006-10,0.175,
2006-11,0.170,
2006-12,0.167,
2007-01,0.164,
2007-02,0.155,
2007-03,0.154,
2007-04,0.152,
2007-05,0.156,
2007-06,0.150,
2007-07,0.169,
2007-08,0.168,
2007-09,0.146,
2007-10,0.141,
2007-11,0.136,
2007-12,0.142,
2008-01,0.127,
2008-02,0.135,
2008-03,0.124,
2008-04,0.147,
2008-05,0.116,
2008-06,0.135,
2008-07,0.137,
2008-08,0.131,
2008-09,0.127,
2008-10,0.128,
2008-11,0.104,
2008-12,0.103,
2009-01,0.100,
2009-02,0.098,
2009-03,0.095,
2009-04,0.108,
2009-05,0.103,
2009-06,0.103,
2009-07,0.111,
2009-08,0.110,
2009-09,0.099,
2009-10,0.210,
2009-11,0.083,
2009-12,0.084,
2010-01,0.092,
2010-02,0.106,
2010-03,0.110,
2010-04,0.113,
2010-05,0.092,
2010-06,0.088,
2010-07,0.083,
2010-08,0.081,
2010-09,0.097,
2010-10,0.078,
2010-11,0.074,
2010-12,0.097,
2011-01,0.099,
2011-02,0.098,
2011-03,0.111,
2011-04,0.111,
2011-05,0.121,
2011-06,0.108,
2011-07,0.114,
2011-08,0.112,
2011-09,0.111,
2011-10,0.108,
2011-11,0.106,
2011-12,0.104,
2012-01,0.102,
2012-02,0.098,
2012-03,0.088,
2012-04,0.088,
2012-05,0.097,
2012-06,0.099,
2012-07,0.101,
2012-08,0.101,
2012-09,0.100,
2012-10,0.097,
2012-11,0.094,
2012-12,0.096,
2013-01,0.087,
2013-02,0.079,
2013-03,0.082,
2013-04,0.090,
2013-05,0.083,
2013-06,0.093,
2013-07,0.115,
2013-08,0.142,
2013-09,0.168,
2013-10,0.190,
2013-11,0.221,
2013-12,0.252,
2014-01,0.320,
2014-02,0.401,
2014-03,0.496,
2014-04,0.551,
2014-05,0.612,
2014-06,0.677,
2014-07,0.696,
2014-08,0.714,
2014-09,0.739,
2014-10,0.763,
2014-11,0.804,
2014-12,0.778,Provisional value
