"",BBK01.QUK794,BBK01.QUK794_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Hungary / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:34,
2002-03,2.132,
2002-04,2.478,
2002-05,2.523,
2002-06,2.443,
2002-07,2.630,
2002-08,2.648,
2002-09,2.815,
2002-10,3.063,
2002-11,3.108,
2002-12,3.367,
2003-01,3.955,
2003-02,3.206,
2003-03,3.559,
2003-04,3.489,
2003-05,3.488,
2003-06,3.546,
2003-07,3.517,
2003-08,3.625,
2003-09,3.552,
2003-10,3.370,
2003-11,3.369,
2003-12,3.146,
2004-01,3.059,
2004-02,3.322,
2004-03,3.234,
2004-04,3.231,
2004-05,3.097,
2004-06,3.403,
2004-07,3.397,
2004-08,3.270,
2004-09,3.353,
2004-10,3.610,
2004-11,3.691,
2004-12,4.004,
2005-01,3.286,
2005-02,3.588,
2005-03,3.856,
2005-04,3.848,
2005-05,4.049,
2005-06,4.305,
2005-07,4.350,
2005-08,4.174,
2005-09,4.391,
2005-10,4.527,
2005-11,4.140,
2005-12,3.417,
2006-01,3.748,
2006-02,3.708,
2006-03,3.704,
2006-04,3.751,
2006-05,3.617,
2006-06,3.909,
2006-07,4.243,
2006-08,3.907,
2006-09,3.886,
2006-10,3.981,
2006-11,4.242,
2006-12,4.015,
2007-01,3.531,
2007-02,3.478,
2007-03,3.547,
2007-04,3.590,
2007-05,3.686,
2007-06,3.893,
2007-07,3.656,
2007-08,3.540,
2007-09,3.494,
2007-10,3.564,
2007-11,3.724,
2007-12,3.673,
2008-01,3.281,
2008-02,3.782,
2008-03,3.562,
2008-04,3.856,
2008-05,3.965,
2008-06,3.550,
2008-07,2.866,
2008-08,3.144,
2008-09,3.458,
2008-10,3.319,
2008-11,3.661,
2008-12,3.966,
2009-01,3.342,
2009-02,2.886,
2009-03,2.832,
2009-04,2.586,
2009-05,2.549,
2009-06,2.590,
2009-07,2.500,
2009-08,2.466,
2009-09,2.651,
2009-10,2.481,
2009-11,2.366,
2009-12,1.685,
2010-01,1.670,
2010-02,1.709,
2010-03,1.813,
2010-04,1.736,
2010-05,1.658,
2010-06,1.942,
2010-07,1.860,
2010-08,1.848,
2010-09,1.600,
2010-10,1.492,
2010-11,2.070,
2010-12,2.074,
2011-01,1.521,
2011-02,1.233,
2011-03,1.386,
2011-04,1.464,
2011-05,1.194,
2011-06,1.448,
2011-07,1.715,
2011-08,1.757,
2011-09,1.996,
2011-10,1.525,
2011-11,1.135,
2011-12,1.350,
2012-01,1.664,
2012-02,1.564,
2012-03,1.480,
2012-04,1.186,
2012-05,1.274,
2012-06,1.068,
2012-07,0.997,
2012-08,1.037,
2012-09,1.337,
2012-10,1.243,
2012-11,1.197,
2012-12,2.165,
2013-01,0.909,
2013-02,1.246,
2013-03,1.165,
2013-04,1.039,
2013-05,0.832,
2013-06,0.705,
2013-07,1.147,
2013-08,1.094,
2013-09,1.139,
2013-10,0.936,
2013-11,1.067,
2013-12,1.178,
2014-01,0.597,
2014-02,0.546,
2014-03,0.792,
2014-04,0.760,
2014-05,0.595,
2014-06,0.765,
2014-07,1.017,
2014-08,1.946,
2014-09,0.974,
2014-10,0.896,
