"",BBK01.SU0500,BBK01.SU0500_FLAGS
"","Lending rates of banks / Current account credit less than EUR 100,000 / Average interest rate",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:28:46,
1996-11,10.10,
1996-12,10.08,
1997-01,10.08,
1997-02,10.05,
1997-03,10.03,
1997-04,10.02,
1997-05,10.06,
1997-06,10.00,
1997-07,9.97,
1997-08,9.97,
1997-09,9.95,
1997-10,9.96,
1997-11,9.98,
1997-12,10.00,
1998-01,9.98,
1998-02,9.98,
1998-03,10.02,
1998-04,10.02,
1998-05,10.02,
1998-06,10.03,
1998-07,10.03,
1998-08,9.99,
1998-09,9.99,
1998-10,9.98,
1998-11,9.97,
1998-12,9.94,
1999-01,9.93,
1999-02,9.92,
1999-03,9.89,
1999-04,9.87,
1999-05,9.78,
1999-06,9.79,
1999-07,9.80,
1999-08,9.84,
1999-09,9.83,
1999-10,9.89,
1999-11,9.93,
1999-12,10.02,
2000-01,10.02,
2000-02,10.08,
2000-03,10.14,
2000-04,10.28,
2000-05,10.41,
2000-06,10.57,
2000-07,10.84,
2000-08,10.88,
2000-09,11.02,
2000-10,11.22,
2000-11,11.29,
2000-12,11.39,
2001-01,11.35,
2001-02,11.13,
2001-03,11.17,
2001-04,11.14,
2001-05,11.12,
2001-06,11.21,
2001-07,11.12,
2001-08,11.11,
2001-09,11.06,
2001-10,10.97,
2001-11,10.87,
2001-12,10.66,
2002-01,10.86,
2002-02,10.84,
2002-03,10.88,
2002-04,10.90,
2002-05,10.93,
2002-06,10.88,
2002-07,10.99,
2002-08,11.00,
2002-09,10.86,
2002-10,10.92,
2002-11,10.97,
2002-12,10.88,
2003-01,10.92,
2003-02,10.84,
2003-03,10.77,
2003-04,10.81,
2003-05,10.74,
2003-06,10.69,
"","General: Most frequently occuring interest rate for new business within the reporting period (the two middle weeks of a given month). The average rates are calculated as unweighted arithmetic means from the interest rates reported to be within the spread. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range. Up to December 2001, loans of less than DM 200,000.",
