"",BBK01.WX0089,BBK01.WX0089_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 17.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:28,
2002-01,5.460,
2002-02,5.549,
2002-03,5.801,
2002-04,5.730,
2002-05,5.735,
2002-06,5.506,
2002-07,5.377,
2002-08,5.193,
2002-09,5.052,
2002-10,5.237,
2002-11,5.202,
2002-12,4.971,
2003-01,4.826,
2003-02,4.795,
2003-03,4.914,
2003-04,4.936,
2003-05,4.602,
2003-06,4.728,
2003-07,5.033,
2003-08,4.919,
2003-09,4.873,
2003-10,5.037,
2003-11,5.133,
2003-12,5.016,
2004-01,5.051,
2004-02,4.904,
2004-03,4.821,
2004-04,4.972,
2004-05,5.126,
2004-06,5.003,
2004-07,4.906,
2004-08,4.740,
2004-09,4.684,
2004-10,4.588,
2004-11,4.426,
2004-12,4.285,
2005-01,4.076,
2005-02,4.249,
2005-03,4.174,
2005-04,4.040,
2005-05,3.881,
2005-06,3.707,
2005-07,3.819,
2005-08,3.647,
2005-09,3.674,
2005-10,3.872,
2005-11,3.901,
2005-12,3.724,
2006-01,3.924,
2006-02,3.918,
2006-03,4.223,
2006-04,4.414,
2006-05,4.500,
2006-06,4.547,
2006-07,4.434,
2006-08,4.237,
2006-09,4.136,
2006-10,4.070,
2006-11,4.042,
2006-12,4.302,
2007-01,4.459,
2007-02,4.317,
2007-03,4.459,
2007-04,4.531,
2007-05,4.779,
2007-06,4.989,
2007-07,4.830,
2007-08,4.824,
2007-09,4.904,
2007-10,4.837,
2007-11,4.880,
2007-12,4.930,
2008-01,4.715,
2008-02,4.676,
2008-03,4.726,
2008-04,4.886,
2008-05,5.047,
2008-06,5.080,
2008-07,4.925,
2008-08,4.759,
2008-09,4.704,
2008-10,4.647,
2008-11,4.137,
2008-12,3.918,
2009-01,4.102,
2009-02,3.947,
2009-03,3.957,
2009-04,3.955,
2009-05,4.255,
2009-06,4.214,
2009-07,4.140,
2009-08,4.028,
2009-09,4.067,
2009-10,4.086,
2009-11,4.024,
2009-12,4.164,
2010-01,3.983,
2010-02,3.920,
2010-03,3.890,
2010-04,3.747,
2010-05,3.439,
2010-06,3.443,
2010-07,3.520,
2010-08,2.709,
2010-09,3.001,
2010-10,3.209,
2010-11,3.513,
2010-12,3.790,
2011-01,3.915,
2011-02,3.879,
2011-03,4.088,
2011-04,3.993,
2011-05,3.829,
2011-06,3.956,
2011-07,3.636,
2011-08,3.380,
2011-09,2.882,
2011-10,2.977,
2011-11,3.098,
2011-12,2.732,
2012-01,2.630,
2012-02,2.658,
2012-03,2.711,
2012-04,2.637,
2012-05,1.955,
2012-06,2.344,
2012-07,2.224,
2012-08,2.180,
2012-09,2.293,
2012-10,2.327,
2012-11,2.251,
2012-12,2.156,
2013-01,2.407,
2013-02,2.342,
2013-03,2.260,
2013-04,2.055,
2013-05,2.358,
2013-06,2.533,
2013-07,2.529,
2013-08,2.752,
2013-09,2.633,
2013-10,2.586,
2013-11,2.618,
2013-12,2.770,
2014-01,2.500,
2014-02,2.479,
2014-03,2.407,
2014-04,2.314,
2014-05,2.191,
2014-06,2.073,
2014-07,1.959,
2014-08,1.584,
2014-09,1.751,
2014-10,1.630,
2014-11,1.422,
2014-12,1.256,
2015-01,0.998,
