"",BBK01.WZ3337,BBK01.WZ3337_FLAGS
"",Term structure of interest rates on Pfandbriefe (method by Svensson) / residual maturity of 14.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:52,
2000-01,6.33,
2000-02,6.19,
2000-03,6.12,
2000-04,6.24,
2000-05,6.13,
2000-06,6.16,
2000-07,6.15,
2000-08,6.21,
2000-09,6.21,
2000-10,6.17,
2000-11,6.02,
2000-12,5.88,
2001-01,5.83,
2001-02,5.80,
2001-03,5.85,
2001-04,6.00,
2001-05,6.02,
2001-06,5.99,
2001-07,5.85,
2001-08,5.87,
2001-09,5.68,
2001-10,5.44,
2001-11,5.59,
2001-12,5.65,
2002-01,5.66,
2002-02,5.78,
2002-03,5.82,
2002-04,5.82,
2002-05,5.74,
2002-06,5.64,
2002-07,5.45,
2002-08,5.33,
2002-09,5.27,
2002-10,5.40,
2002-11,5.24,
2002-12,5.11,
2003-01,4.94,
2003-02,4.93,
2003-03,5.09,
2003-04,4.80,
2003-05,4.58,
2003-06,4.78,
2003-07,4.97,
2003-08,5.00,
2003-09,4.98,
2003-10,5.10,
2003-11,5.09,
2003-12,5.01,
2004-01,5.05,
2004-02,4.86,
2004-03,4.88,
2004-04,5.02,
2004-05,5.08,
2004-06,4.81,
2004-07,5.03,
2004-08,4.90,
2004-09,4.84,
2004-10,4.75,
2004-11,4.64,
2004-12,4.49,
2005-01,4.33,
2005-02,4.38,
2005-03,4.37,
2005-04,4.21,
2005-05,4.14,
2005-06,4.01,
2005-07,4.02,
2005-08,3.94,
2005-09,3.84,
2005-10,4.05,
2005-11,4.09,
2005-12,3.99,
2006-01,4.03,
2006-02,4.05,
2006-03,4.24,
2006-04,4.43,
2006-05,4.40,
2006-06,4.50,
2006-07,4.41,
2006-08,4.36,
2006-09,4.23,
2006-10,4.21,
2006-11,4.15,
2006-12,4.19,
2007-01,4.48,
2007-02,4.34,
2007-03,4.43,
2007-04,4.57,
2007-05,4.73,
2007-06,4.91,
2007-07,4.84,
2007-08,4.75,
2007-09,4.82,
2007-10,4.74,
2007-11,4.81,
2007-12,4.97,
2008-01,4.81,
2008-02,4.87,
2008-03,4.85,
2008-04,4.97,
2008-05,5.07,
2008-06,5.10,
2008-07,5.09,
2008-08,4.95,
2008-09,4.88,
2008-10,4.75,
2008-11,4.56,
2008-12,4.56,
2009-01,4.67,
2009-02,4.56,
2009-03,4.64,
2009-04,4.69,
2009-05,4.89,
2009-06,4.72,
2009-07,4.63,
2009-08,4.54,
2009-09,4.57,
2009-10,4.60,
2009-11,4.54,
2009-12,4.60,
2010-01,4.54,
2010-02,4.35,
2010-03,4.31,
2010-04,4.23,
2010-05,4.12,
2010-06,4.10,
2010-07,4.14,
2010-08,3.53,
2010-09,3.74,
2010-10,3.97,
2010-11,4.19,
2010-12,4.35,
2011-01,4.40,
2011-02,4.47,
2011-03,4.57,
2011-04,4.56,
2011-05,4.31,
2011-06,4.43,
2011-07,4.31,
2011-08,4.15,
2011-09,3.93,
2011-10,4.20,
2011-11,4.22,
2011-12,3.98,
2012-01,3.90,
2012-02,3.81,
2012-03,3.90,
2012-04,3.84,
2012-05,3.13,
2012-06,3.56,
2012-07,3.32,
2012-08,3.17,
2012-09,2.93,
2012-10,3.35,
2012-11,3.32,
2012-12,2.95,
2013-01,3.05,
2013-02,3.16,
2013-03,3.29,
2013-04,2.86,
2013-05,2.97,
2013-06,3.13,
2013-07,2.85,
2013-08,3.25,
2013-09,3.19,
2013-10,3.11,
2013-11,3.14,
2013-12,3.25,
2014-01,3.02,
2014-02,2.84,
2014-03,2.78,
2014-04,2.69,
2014-05,2.42,
2014-06,2.20,
2014-07,2.09,
2014-08,1.76,
2014-09,1.86,
2014-10,1.69,
2014-11,1.47,
2014-12,1.34,
2015-01,1.17,
