"",BBK01.SUD218,BBK01.SUD218_FLAGS
"",New business (volumes) of German banks / Housing loans to households with an initial rate fixation of over 5 years and up to 10 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:02,
2003-01,6402,
2003-02,4859,
2003-03,6252,
2003-04,7423,
2003-05,4755,
2003-06,5062,
2003-07,6864,
2003-08,5441,
2003-09,6143,
2003-10,6201,
2003-11,5368,
2003-12,7473,
2004-01,5978,
2004-02,4262,
2004-03,5417,
2004-04,5106,
2004-05,4497,
2004-06,5292,
2004-07,5963,
2004-08,3844,
2004-09,4139,
2004-10,4077,
2004-11,3961,
2004-12,5217,
2005-01,4631,
2005-02,3504,
2005-03,4901,
2005-04,5023,
2005-05,4412,
2005-06,5527,
2005-07,6315,
2005-08,5789,
2005-09,5388,
2005-10,5674,
2005-11,6669,
2005-12,8514,
2006-01,8266,
2006-02,6081,
2006-03,6849,
2006-04,6204,
2006-05,6381,
2006-06,6108,
2006-07,6106,
2006-08,5777,
2006-09,4855,
2006-10,5609,
2006-11,5434,
2006-12,5664,
2007-01,6651,
2007-02,4898,
2007-03,6003,
2007-04,6525,
2007-05,6281,
2007-06,6144,
2007-07,6855,
2007-08,5578,
2007-09,4717,
2007-10,5796,
2007-11,4964,
2007-12,4842,
2008-01,5863,
2008-02,4520,
2008-03,4701,
2008-04,6576,
2008-05,5480,
2008-06,6229,
2008-07,6747,
2008-08,4920,
2008-09,5610,
2008-10,6336,
2008-11,5064,
2008-12,5566,
2009-01,6197,
2009-02,5336,
2009-03,6831,
2009-04,7455,
2009-05,6547,
2009-06,7491,
2009-07,8321,
2009-08,6269,
2009-09,5904,
2009-10,6512,
2009-11,5363,
2009-12,5547,
2010-01,5293,
2010-02,4389,
2010-03,5889,
2010-04,5485,
2010-05,5238,
2010-06,5495,
2010-07,6802,
2010-08,5932,
2010-09,6342,
2010-10,6464,
2010-11,6393,
2010-12,7049,
2011-01,6692,
2011-02,5832,
2011-03,6742,
2011-04,6626,
2011-05,6594,
2011-06,5334,
2011-07,6067,
2011-08,6041,
2011-09,5951,
2011-10,6261,
2011-11,6429,
2011-12,6571,
2012-01,6480,
2012-02,5408,
2012-03,6512,
2012-04,6398,
2012-05,6267,
2012-06,6297,
2012-07,7782,
2012-08,7073,
2012-09,5885,
2012-10,7027,
2012-11,6400,
2012-12,5776,
2013-01,7138,
2013-02,6100,
2013-03,6235,
2013-04,7590,
2013-05,6498,
2013-06,6758,
2013-07,9161,
2013-08,7027,
2013-09,6594,
2013-10,7044,
2013-11,5686,
2013-12,6169,
2014-01,6752,
2014-02,5540,
2014-03,6455,
2014-04,7202,
2014-05,6506,
2014-06,6359,
2014-07,7957,
2014-08,6422,
2014-09,6907,
2014-10,7383,
2014-11,6376,
2014-12,7778,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. p = Provisional",
