"",BBK01.OUC379,BBK01.OUC379_FLAGS
"",Loans to foreign general government for over five years / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:57,
1999-01,0.947,
1999-02,0.603,
1999-03,0.765,
1999-04,0.769,
1999-05,0.889,
1999-06,0.813,
1999-07,0.896,
1999-08,0.879,
1999-09,0.876,
1999-10,0.854,
1999-11,0.959,
1999-12,1.005,
2000-01,0.831,
2000-02,0.835,
2000-03,0.932,
2000-04,0.923,
2000-05,1.165,
2000-06,1.067,
2000-07,0.896,
2000-08,0.893,
2000-09,0.954,
2000-10,0.899,
2000-11,0.902,
2000-12,1.353,
2001-01,1.081,
2001-02,1.064,
2001-03,1.123,
2001-04,1.179,
2001-05,1.194,
2001-06,1.185,
2001-07,1.165,
2001-08,1.128,
2001-09,1.158,
2001-10,1.155,
2001-11,1.120,
2001-12,1.114,
2002-01,1.150,
2002-02,1.008,
2002-03,1.039,
2002-04,1.044,
2002-05,0.984,
2002-06,0.977,
2002-07,0.949,
2002-08,0.933,
2002-09,0.870,
2002-10,0.825,
2002-11,0.825,
2002-12,0.855,
2003-01,0.806,
2003-02,0.823,
2003-03,0.787,
2003-04,0.851,
2003-05,0.845,
2003-06,0.860,
2003-07,0.875,
2003-08,0.874,
2003-09,0.857,
2003-10,0.854,
2003-11,0.850,
2003-12,0.806,
2004-01,0.801,
2004-02,0.811,
2004-03,0.817,
2004-04,0.831,
2004-05,0.847,
2004-06,0.829,
2004-07,0.942,
2004-08,0.975,
2004-09,1.016,
2004-10,1.349,
2004-11,1.346,
2004-12,3.467,
2005-01,3.011,
2005-02,3.379,
2005-03,3.132,
2005-04,3.153,
2005-05,3.173,
2005-06,3.157,
2005-07,3.160,
2005-08,3.196,
2005-09,4.178,
2005-10,3.751,
2005-11,3.722,
2005-12,3.757,
2006-01,3.995,
2006-02,3.653,
2006-03,3.762,
2006-04,3.337,
2006-05,3.726,
2006-06,3.924,
2006-07,3.589,
2006-08,3.977,
2006-09,3.821,
2006-10,3.565,
2006-11,3.826,
2006-12,4.266,
2007-01,4.270,
2007-02,4.198,
2007-03,4.123,
2007-04,4.250,
2007-05,3.967,
2007-06,4.477,
2007-07,4.343,
2007-08,4.685,
2007-09,4.276,
2007-10,4.540,
2007-11,4.632,
2007-12,4.699,
2008-01,4.715,
2008-02,4.514,
2008-03,4.846,
2008-04,4.665,
2008-05,4.853,
2008-06,4.818,
2008-07,4.758,
2008-08,4.773,
2008-09,4.776,
2008-10,4.792,
2008-11,4.791,
2008-12,4.773,
2009-01,4.513,
2009-02,4.506,
2009-03,4.535,
2009-04,4.422,
2009-05,4.313,
2009-06,4.307,
2009-07,4.288,
2009-08,4.294,
2009-09,4.293,
2009-10,4.324,
2009-11,4.273,
2009-12,4.270,
2010-01,4.368,
2010-02,4.375,
2010-03,4.283,
2010-04,4.241,
2010-05,4.233,
2010-06,2.125,
2010-07,2.091,
2010-08,2.091,
2010-09,2.090,
2010-10,2.086,
2010-11,2.079,
2010-12,1.697,
2011-01,1.682,
2011-02,1.704,
2011-03,1.687,
2011-04,1.768,
2011-05,1.755,
2011-06,1.819,
2011-07,1.772,
2011-08,1.757,
2011-09,1.727,
2011-10,1.718,
2011-11,1.706,
2011-12,1.837,
2012-01,1.847,
2012-02,1.741,
2012-03,1.680,
2012-04,1.693,
2012-05,1.649,
2012-06,1.639,
2012-07,1.607,
2012-08,1.596,
2012-09,1.595,
2012-10,1.604,
2012-11,1.629,
2012-12,1.659,
2013-01,1.697,
2013-02,1.679,
2013-03,1.651,
2013-04,1.642,
2013-05,1.640,
2013-06,1.651,
2013-07,1.616,
2013-08,1.601,
2013-09,1.606,
2013-10,1.617,
2013-11,1.654,
2013-12,1.655,
2014-01,1.637,
2014-02,1.624,
2014-03,1.590,
2014-04,1.586,
2014-05,1.585,
2014-06,1.637,
2014-07,1.612,
2014-08,1.719,
2014-09,1.783,
2014-10,1.784,
2014-11,1.787,
2014-12,1.874,Provisional value
