"",BBK01.OUN175,BBK01.OUN175_FLAGS
"",Deposits and borrowing from resident households / Total / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:27,
1999-01,0.903,
1999-02,0.917,
1999-03,0.936,
1999-04,0.893,
1999-05,0.883,
1999-06,0.912,
1999-07,0.857,
1999-08,0.845,
1999-09,0.847,
1999-10,0.846,
1999-11,0.839,
1999-12,0.836,
2000-01,0.836,
2000-02,0.889,
2000-03,0.892,
2000-04,0.894,
2000-05,0.815,
2000-06,0.817,
2000-07,0.809,
2000-08,0.813,
2000-09,0.812,
2000-10,0.813,
2000-11,0.822,
2000-12,0.807,
2001-01,0.810,
2001-02,0.809,
2001-03,0.802,
2001-04,0.801,
2001-05,0.798,
2001-06,0.799,
2001-07,0.800,
2001-08,0.798,
2001-09,0.798,
2001-10,0.791,
2001-11,0.790,
2001-12,0.811,
2002-01,0.840,
2002-02,0.854,
2002-03,0.811,
2002-04,0.801,
2002-05,0.806,
2002-06,0.822,
2002-07,0.814,
2002-08,0.816,
2002-09,0.800,
2002-10,0.801,
2002-11,0.800,
2002-12,0.801,
2003-01,0.792,
2003-02,0.788,
2003-03,0.796,
2003-04,0.792,
2003-05,0.832,
2003-06,0.805,
2003-07,0.805,
2003-08,0.799,
2003-09,0.807,
2003-10,0.839,
2003-11,0.798,
2003-12,0.792,
2004-01,0.789,
2004-02,0.789,
2004-03,0.800,
2004-04,0.803,
2004-05,0.799,
2004-06,0.799,
2004-07,0.794,
2004-08,0.791,
2004-09,2.913,
2004-10,2.909,
2004-11,1.788,
2004-12,1.953,
2005-01,1.946,
2005-02,1.964,
2005-03,1.962,
2005-04,1.957,
2005-05,1.083,
2005-06,1.089,
2005-07,1.066,
2005-08,1.085,
2005-09,1.080,
2005-10,1.091,
2005-11,1.052,
2005-12,1.049,
2006-01,1.054,
2006-02,1.052,
2006-03,1.068,
2006-04,1.067,
2006-05,1.017,
2006-06,1.014,
2006-07,0.990,
2006-08,0.981,
2006-09,0.983,
2006-10,0.966,
2006-11,0.935,
2006-12,0.892,
2007-01,0.890,
2007-02,0.916,
2007-03,0.939,
2007-04,0.927,
2007-05,0.900,
2007-06,0.874,
2007-07,0.865,
2007-08,0.860,
2007-09,0.847,
2007-10,0.838,
2007-11,0.807,
2007-12,0.672,
2008-01,0.689,
2008-02,0.650,
2008-03,0.667,
2008-04,0.649,
2008-05,0.639,
2008-06,0.629,
2008-07,0.606,
2008-08,0.551,
2008-09,0.554,
2008-10,0.488,
2008-11,0.465,
2008-12,0.279,
2009-01,0.274,
2009-02,0.276,
2009-03,0.295,
2009-04,0.294,
2009-05,0.301,
2009-06,0.302,
2009-07,0.296,
2009-08,0.295,
2009-09,0.312,
2009-10,0.317,
2009-11,0.287,
2009-12,0.293,
2010-01,0.301,
2010-02,0.293,
2010-03,0.304,
2010-04,0.314,
2010-05,0.314,
2010-06,0.130,
2010-07,0.129,
2010-08,0.129,
2010-09,0.128,
2010-10,0.128,
2010-11,0.127,
2010-12,0.147,
2011-01,0.121,
2011-02,0.114,
2011-03,0.144,
2011-04,0.175,
2011-05,0.338,
2011-06,0.487,
2011-07,0.664,
2011-08,0.984,
2011-09,1.275,
2011-10,1.569,
2011-11,1.841,
2011-12,2.141,
2012-01,2.612,
2012-02,3.130,
2012-03,3.273,
2012-04,3.374,
2012-05,3.399,
2012-06,3.354,
2012-07,3.331,
2012-08,3.320,
2012-09,3.377,
2012-10,3.546,
2012-11,3.906,
2012-12,3.861,
2013-01,3.752,
2013-02,3.665,
2013-03,3.672,
2013-04,3.669,
2013-05,3.674,
2013-06,3.668,
2013-07,3.670,
2013-08,3.649,
2013-09,3.668,
2013-10,3.696,
2013-11,3.707,
2013-12,3.742,
2014-01,3.894,
2014-02,3.907,
2014-03,3.921,
2014-04,3.899,
2014-05,3.884,
2014-06,3.869,
2014-07,3.842,
2014-08,3.822,
2014-09,3.770,
2014-10,3.694,
2014-11,3.579,
2014-12,3.417,Provisional value
