"",BBK01.OEAA33O,BBK01.OEAA33O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:37,
2002-01,35.842,
2002-04,35.789,
2002-07,35.995,
2002-10,35.946,
2003-01,35.302,
2003-04,35.581,
2003-07,31.815,
2003-10,32.283,
2004-01,32.034,
2004-04,31.128,
2004-07,27.990,
2004-10,27.216,
2005-01,51.798,
2005-04,52.128,
2005-07,52.647,
2005-10,53.170,
2006-01,53.436,
2006-04,53.666,
2006-07,54.193,
2006-10,54.176,
2007-01,54.287,
2007-04,54.523,
2007-07,54.713,
2007-10,54.159,
2008-01,53.979,
2008-04,54.090,
2008-07,54.290,
2008-10,53.937,
2009-01,53.598,
2009-04,54.221,
2009-07,54.398,
2009-10,54.281,
2010-01,53.996,
2010-04,53.587,
2010-07,53.945,
2010-10,53.805,
2011-01,53.690,
2011-04,53.835,
2011-07,54.135,
2011-10,54.129,
2012-01,54.816,
2012-04,55.100,
2012-07,55.394,
2012-10,55.439,
2013-01,55.235,
2013-04,55.395,
2013-07,55.845,
2013-10,55.627,
2014-01,55.857,
2014-04,56.058,
2014-07,56.474,
