"",BBK01.OUZ502,BBK01.OUZ502_FLAGS
"","Balance sheet, total, Landesbanken and Savings banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:01,
1999-01,2165.428,
1999-02,2160.178,
1999-03,2173.632,
1999-04,2194.342,
1999-05,2194.119,
1999-06,2226.340,
1999-07,2238.700,
1999-08,2261.389,
1999-09,2278.901,
1999-10,2298.768,
1999-11,2333.843,
1999-12,2354.131,
2000-01,2340.708,
2000-02,2339.570,
2000-03,2366.929,
2000-04,2392.216,
2000-05,2399.362,
2000-06,2416.922,
2000-07,2416.551,
2000-08,2447.832,
2000-09,2452.089,
2000-10,2470.445,
2000-11,2465.267,
2000-12,2483.121,
2001-01,2446.420,
2001-02,2468.742,
2001-03,2513.354,
2001-04,2515.270,
2001-05,2542.589,
2001-06,2549.465,
2001-07,2527.378,
2001-08,2521.485,
2001-09,2574.543,
2001-10,2583.149,
2001-11,2605.785,
2001-12,2575.194,
2002-01,2589.240,
2002-02,2590.672,
2002-03,2607.248,
2002-04,2613.527,
2002-05,2591.223,
2002-06,2586.028,
2002-07,2586.036,
2002-08,2607.844,
2002-09,2628.248,
2002-10,2642.739,
2002-11,2669.212,
2002-12,2642.353,
2003-01,2608.792,
2003-02,2635.281,
2003-03,2629.515,
2003-04,2617.372,
2003-05,2607.340,
2003-06,2642.049,
2003-07,2643.545,
2003-08,2624.825,
2003-09,2608.164,
2003-10,2604.403,
2003-11,2632.393,
2003-12,2589.857,
2004-01,2584.401,
2004-02,2602.539,
2004-03,2623.356,
2004-04,2634.776,
2004-05,2634.434,
2004-06,2641.993,
2004-07,2654.280,
2004-08,2645.437,
2004-09,2618.368,
2004-10,2624.902,
2004-11,2640.979,
2004-12,2507.144,
2005-01,2501.764,
2005-02,2515.937,
2005-03,2524.080,
2005-04,2564.304,
2005-05,2558.508,
2005-06,2584.315,
2005-07,2577.254,
2005-08,2581.356,
2005-09,2590.134,
2005-10,2589.569,
2005-11,2603.429,
2005-12,2581.262,
2006-01,2581.790,
2006-02,2607.504,
2006-03,2609.356,
2006-04,2631.598,
2006-05,2612.979,
2006-06,2600.979,
2006-07,2604.116,
2006-08,2596.015,
2006-09,2640.180,
2006-10,2626.681,
2006-11,2649.226,
2006-12,2632.319,
2007-01,2653.604,
2007-02,2650.687,
2007-03,2664.032,
2007-04,2670.888,
2007-05,2677.281,
2007-06,2678.384,
2007-07,2674.725,
2007-08,2681.167,
2007-09,2710.029,
2007-10,2714.238,
2007-11,2723.556,
2007-12,2749.106,
2008-01,2715.392,
2008-02,2731.038,
2008-03,2699.644,
2008-04,2718.403,
2008-05,2726.321,
2008-06,2747.599,
2008-07,2730.494,
2008-08,2758.838,
2008-09,2773.868,
2008-10,2785.087,
2008-11,2764.244,
2008-12,2710.389,
2009-01,2730.083,
2009-02,2709.373,
2009-03,2676.156,
2009-04,2679.373,
2009-05,2646.616,
2009-06,2649.333,
2009-07,2635.535,
2009-08,2634.055,
2009-09,2621.259,
2009-10,2615.136,
2009-11,2594.996,
2009-12,2583.841,
2010-01,2579.543,
2010-02,2582.299,
2010-03,2572.734,
2010-04,2580.844,
2010-05,2582.124,
2010-06,2581.097,
2010-07,2519.268,
2010-08,2522.715,
2010-09,2499.286,
2010-10,2494.988,
2010-11,2499.287,
2010-12,2608.254,
2011-01,2584.528,
2011-02,2557.083,
2011-03,2520.536,
2011-04,2509.467,
2011-05,2510.933,
2011-06,2484.417,
2011-07,2491.118,
2011-08,2525.111,
2011-09,2585.136,
2011-10,2568.324,
2011-11,2569.150,
2011-12,2563.951,
2012-01,2577.733,
2012-02,2586.198,
2012-03,2573.394,
2012-04,2574.661,
2012-05,2615.805,
2012-06,2590.384,
2012-07,2582.919,
2012-08,2576.220,
2012-09,2561.650,
2012-10,2549.665,
2012-11,2559.614,
2012-12,2391.927,
2013-01,2373.060,
2013-02,2352.872,
2013-03,2342.419,
2013-04,2338.464,
2013-05,2312.729,
2013-06,2289.139,
2013-07,2277.754,
2013-08,2257.930,
2013-09,2253.268,
2013-10,2250.010,
2013-11,2254.411,
2013-12,2216.276,
2014-01,2223.059,
2014-02,2223.572,
2014-03,2211.553,
2014-04,2208.539,
2014-05,2223.153,
2014-06,2219.642,
2014-07,2216.306,
2014-08,2223.261,
2014-09,2229.769,
2014-10,2218.245,
2014-11,2233.496,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
