"",BBK01.TUB632,BBK01.TUB632_FLAGS
"",Liabilities to non-euro area residents denominated in euro / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:43:12,
2002-01,7050,
2002-02,7023,
2002-03,7042,
2002-04,6956,
2002-05,7012,
2002-06,6946,
2002-07,7100,
2002-08,7099,
2002-09,7202,
2002-10,7052,
2002-11,7108,
2002-12,7128,
2003-01,7803,
2003-02,7282,
2003-03,7146,
2003-04,7123,
2003-05,7332,
2003-06,7350,
2003-07,7294,
2003-08,7356,
2003-09,7264,
2003-10,7402,
2003-11,7397,
2003-12,7650,
2004-01,7313,
2004-02,6995,
2004-03,6484,
2004-04,6236,
2004-05,5826,
2004-06,5576,
2004-07,5902,
2004-08,5763,
2004-09,5580,
2004-10,5874,
2004-11,5569,
2004-12,5903,
2005-01,3511,
2005-02,3350,
2005-03,3239,
2005-04,3422,
2005-05,3524,
2005-06,3266,
2005-07,3454,
2005-08,3427,
2005-09,3455,
2005-10,3372,
2005-11,3393,
2005-12,3438,
2006-01,3363,
2006-02,3541,
2006-03,3790,
2006-04,3621,
2006-05,3793,
2006-06,3735,
2006-07,3592,
2006-08,3635,
2006-09,3642,
2006-10,3711,
2006-11,3883,
2006-12,3746,
2007-01,3756,
2007-02,3662,
2007-03,3838,
2007-04,3781,
2007-05,3998,
2007-06,3810,
2007-07,4115,
2007-08,4056,
2007-09,5429,
2007-10,7856,
2007-11,11122,
2007-12,14045,
2008-01,18447,
2008-02,19426,
2008-03,21653,
2008-04,21163,
2008-05,21174,
2008-06,19604,
2008-07,22089,
2008-08,24025,
2008-09,24682,
2008-10,21737,
2008-11,16089,
2008-12,9226,
2009-01,6916,
2009-02,7545,
2009-03,7521,
2009-04,8328,
2009-05,8701,
2009-06,9345,
2009-07,6681,
2009-08,8060,
2009-09,8562,
2009-10,8490,
2009-11,9272,
2009-12,9124,
2010-01,9832,
2010-02,9277,
2010-03,9271,
2010-04,11537,
2010-05,12834,
2010-06,10973,
2010-07,11246,
2010-08,10474,
2010-09,10847,
2010-10,12623,
2010-11,11026,
2010-12,14460,
2011-01,12202,
2011-02,11993,
2011-03,13358,
2011-04,11738,
2011-05,11326,
2011-06,10543,
2011-07,11919,
2011-08,15273,
2011-09,13579,
2011-10,12939,
2011-11,13510,
2011-12,46552,
2012-01,11926,
2012-02,11704,
2012-03,15909,
2012-04,14202,
2012-05,51979,
2012-06,83170,
2012-07,90854,
2012-08,89908,
2012-09,86314,
2012-10,82058,
2012-11,81771,
2012-12,83284,
2013-01,82983,
2013-02,74443,
2013-03,70173,
2013-04,67884,
2013-05,63453,
2013-06,61453,
2013-07,59690,
2013-08,58906,
2013-09,54727,
2013-10,54619,
2013-11,52127,
2013-12,52047,
2014-01,45262,
2014-02,33093,
2014-03,26401,
2014-04,27428,
2014-05,28936,
2014-06,25384,
2014-07,3372,
2014-08,2731,
2014-09,3583,
2014-10,3580,
2014-11,2890,
2014-12,12262,
