"",BBK01.OU0272,BBK01.OU0272_FLAGS
"",Sight deposits of the federal government and its special funds / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:23:07,
1968-12,0.121,
1969-01,0.026,
1969-02,0.023,
1969-03,0.042,
1969-04,0.029,
1969-05,0.035,
1969-06,0.071,
1969-07,0.035,
1969-08,0.030,
1969-09,0.101,
1969-10,0.065,
1969-11,0.088,
1969-12,0.070,
1970-01,0.035,
1970-02,0.027,
1970-03,0.044,
1970-04,0.030,
1970-05,0.046,
1970-06,0.040,
1970-07,0.049,
1970-08,0.035,
1970-09,0.049,
1970-10,0.041,
1970-11,0.050,
1970-12,0.050,
1971-01,0.058,
1971-02,0.029,
1971-03,0.059,
1971-04,0.026,
1971-05,0.037,
1971-06,0.031,
1971-07,0.025,
1971-08,0.025,
1971-09,0.062,
1971-10,0.026,
1971-11,0.043,
1971-12,0.042,
1972-01,0.153,
1972-02,0.152,
1972-03,0.103,
1972-04,0.043,
1972-05,0.041,
1972-06,0.043,
1972-07,0.039,
1972-08,0.042,
1972-09,0.112,
1972-10,0.049,
1972-11,0.055,
1972-12,0.072,
1973-01,0.177,
1973-02,0.152,
1973-03,0.184,
1973-04,0.076,
1973-05,0.048,
1973-06,0.048,
1973-07,0.047,
1973-08,0.036,
1973-09,0.076,
1973-10,0.028,
1973-11,0.052,
1973-12,0.128,
1974-01,0.160,
1974-02,0.146,
1974-03,0.145,
1974-04,0.060,
1974-05,0.048,
1974-06,0.075,
1974-07,0.040,
1974-08,0.041,
1974-09,0.083,
1974-10,0.042,
1974-11,0.059,
1974-12,0.076,
1975-01,0.036,
1975-02,0.046,
1975-03,0.096,
1975-04,0.050,
1975-05,0.105,
1975-06,0.059,
1975-07,0.050,
1975-08,0.120,
1975-09,0.114,
1975-10,0.044,
1975-11,1.101,
1975-12,1.840,
1976-01,1.061,
1976-02,2.209,
1976-03,0.134,
1976-04,0.111,
1976-05,0.084,
1976-06,0.076,
1976-07,0.076,
1976-08,0.071,
1976-09,0.108,
1976-10,0.074,
1976-11,0.178,
1976-12,0.140,
1977-01,0.094,
1977-02,0.133,
1977-03,0.105,
1977-04,0.082,
1977-05,0.077,
1977-06,0.105,
1977-07,0.077,
1977-08,0.100,
1977-09,0.131,
1977-10,0.082,
1977-11,0.110,
1977-12,0.161,
1978-01,0.251,
1978-02,0.177,
1978-03,0.111,
1978-04,0.097,
1978-05,0.084,
1978-06,0.126,
1978-07,0.098,
1978-08,0.644,
1978-09,1.298,
1978-10,0.151,
1978-11,0.115,
1978-12,0.126,
1979-01,0.174,
1979-02,0.109,
1979-03,0.138,
1979-04,0.109,
1979-05,0.103,
1979-06,0.179,
1979-07,0.162,
1979-08,0.103,
1979-09,0.133,
1979-10,0.123,
1979-11,0.115,
1979-12,0.223,
1980-01,0.099,
1980-02,0.058,
1980-03,0.080,
1980-04,0.053,
1980-05,0.065,
1980-06,0.501,
1980-07,0.072,
1980-08,0.055,
1980-09,0.074,
1980-10,0.053,
1980-11,0.099,
1980-12,0.153,
1981-01,0.141,
1981-02,0.105,
1981-03,0.077,
1981-04,0.052,
1981-05,0.062,
1981-06,0.109,
1981-07,0.111,
1981-08,0.093,
1981-09,0.080,
1981-10,0.078,
1981-11,0.094,
1981-12,0.172,
1982-01,0.126,
1982-02,0.130,
1982-03,0.219,
1982-04,3.069,
1982-05,0.428,
1982-06,0.264,
1982-07,0.257,
1982-08,0.146,
1982-09,0.933,
1982-10,0.077,
1982-11,0.092,
1982-12,0.268,
1983-01,0.119,
1983-02,0.104,
1983-03,0.161,
1983-04,0.187,
1983-05,0.109,
1983-06,0.192,
1983-07,0.159,
1983-08,0.097,
1983-09,0.153,
1983-10,1.047,
1983-11,0.065,
1983-12,0.219,
1984-01,0.061,
1984-02,0.098,
1984-03,0.161,
1984-04,0.093,
1984-05,0.053,
1984-06,0.208,
1984-07,0.069,
1984-08,0.133,
1984-09,0.138,
1984-10,0.063,
1984-11,0.057,
1984-12,0.331,
1985-01,0.058,
1985-02,0.052,
1985-03,0.139,
1985-04,0.055,
1985-05,0.114,
1985-06,0.379,
1985-07,0.095,
1985-08,0.055,
1985-09,0.750,
1985-10,0.065,
1985-11,0.103,
1985-12,0.469,
1986-01,0.111,
1986-02,0.114,
1986-03,0.172,
1986-04,0.061,
1986-05,0.054,
1986-06,0.457,
1986-07,0.059,
1986-08,0.053,
1986-09,0.172,
1986-10,0.059,
1986-11,0.063,
1986-12,0.435,
1987-01,0.050,
1987-02,0.150,
1987-03,0.207,
1987-04,0.074,
1987-05,0.332,
1987-06,0.253,
1987-07,0.072,
1987-08,0.088,
1987-09,1.079,
1987-10,0.219,
1987-11,0.105,
1987-12,0.439,
1988-01,0.137,
1988-02,0.150,
1988-03,0.207,
1988-04,0.141,
1988-05,0.114,
1988-06,0.403,
1988-07,0.150,
1988-08,0.137,
1988-09,0.203,
