"",BBK01.WZ3410,BBK01.WZ3410_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 11.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:34,
1986-06,6.09,
1986-07,6.04,
1986-08,5.86,
1986-09,6.22,
1986-10,6.47,
1986-11,6.15,
1986-12,6.17,
1987-01,6.09,
1987-02,6.23,
1987-03,5.91,
1987-04,5.89,
1987-05,5.90,
1987-06,6.34,
1987-07,6.52,
1987-08,6.69,
1987-09,6.99,
1987-10,6.64,
1987-11,6.50,
1987-12,6.65,
1988-01,6.72,
1988-02,6.42,
1988-03,6.46,
1988-04,6.71,
1988-05,6.87,
1988-06,6.85,
1988-07,7.02,
1988-08,6.96,
1988-09,6.71,
1988-10,6.44,
1988-11,6.63,
1988-12,6.69,
1989-01,6.79,
1989-02,7.03,
1989-03,7.03,
1989-04,6.90,
1989-05,7.07,
1989-06,6.86,
1989-07,6.67,
1989-08,6.88,
1989-09,7.04,
1989-10,7.18,
1989-11,7.46,
1989-12,7.40,
1990-01,7.89,
1990-02,8.77,
1990-03,8.53,
1990-04,8.96,
1990-05,8.85,
1990-06,8.77,
1990-07,8.58,
1990-08,9.03,
1990-09,9.19,
1990-10,9.01,
1990-11,8.85,
1990-12,9.08,
1991-01,8.64,
1991-02,8.34,
1991-03,8.48,
1991-04,8.29,
1991-05,8.22,
1991-06,8.44,
1991-07,8.65,
1991-08,8.36,
1991-09,8.33,
1991-10,8.29,
1991-11,8.19,
1991-12,7.99,
1992-01,7.75,
1992-02,7.72,
1992-03,7.81,
1992-04,7.93,
1992-05,7.90,
1992-06,8.00,
1992-07,8.05,
1992-08,7.96,
1992-09,7.50,
1992-10,7.25,
1992-11,7.18,
1992-12,7.06,
1993-01,6.96,
1993-02,6.66,
1993-03,6.72,
1993-04,6.79,
1993-05,6.85,
1993-06,6.69,
1993-07,6.55,
1993-08,6.22,
1993-09,6.20,
1993-10,5.98,
1993-11,5.96,
1993-12,5.80,
1994-01,5.87,
1994-02,6.43,
1994-03,6.59,
1994-04,6.88,
1994-05,7.17,
1994-06,7.18,
1994-07,7.15,
1994-08,7.43,
1994-09,7.70,
1994-10,7.68,
1994-11,7.52,
1994-12,7.73,
1995-01,7.53,
1995-02,7.42,
1995-03,7.34,
1995-04,7.18,
1995-05,6.80,
1995-06,7.20,
1995-07,7.03,
1995-08,6.92,
1995-09,6.91,
1995-10,6.70,
1995-11,6.45,
1995-12,6.25,
1996-01,6.09,
1996-02,6.61,
1996-03,6.63,
1996-04,6.49,
1996-05,6.63,
1996-06,6.73,
1996-07,6.55,
1996-08,6.57,
1996-09,6.30,
1996-10,6.23,
1996-11,5.97,
1996-12,6.04,
1997-01,6.00,
1997-02,5.68,
1997-03,6.05,
1997-04,5.99,
1997-05,6.10,
1997-06,5.84,
1997-07,5.67,
1997-08,5.83,
1997-09,5.65,
1997-10,5.74,
1997-11,5.64,
1997-12,5.44,
1998-01,5.19,
1998-02,5.06,
1998-03,5.04,
1998-04,5.22,
1998-05,5.04,
1998-06,4.97,
1998-07,4.81,
1998-08,4.43,
1998-09,4.20,
1998-10,4.37,
1998-11,4.20,
1998-12,4.11,
1999-01,3.86,
1999-02,4.22,
1999-03,4.25,
1999-04,4.06,
1999-05,4.32,
1999-06,4.73,
1999-07,4.92,
1999-08,5.09,
1999-09,5.28,
1999-10,5.32,
1999-11,5.29,
1999-12,5.42,
2000-01,5.67,
2000-02,5.56,
2000-03,5.30,
2000-04,5.45,
2000-05,5.35,
2000-06,5.33,
2000-07,5.32,
2000-08,5.36,
2000-09,5.31,
2000-10,5.31,
2000-11,5.14,
2000-12,4.96,
2001-01,4.90,
2001-02,4.83,
2001-03,4.82,
2001-04,5.15,
2001-05,5.32,
2001-06,5.20,
2001-07,5.06,
2001-08,4.94,
2001-09,4.95,
2001-10,4.59,
2001-11,4.74,
2001-12,5.07,
2002-01,5.05,
2002-02,5.03,
2002-03,5.32,
2002-04,5.19,
2002-05,5.23,
2002-06,5.04,
2002-07,4.94,
2002-08,4.67,
2002-09,4.46,
2002-10,4.67,
2002-11,4.67,
2002-12,4.37,
2003-01,4.19,
2003-02,4.14,
2003-03,4.22,
2003-04,4.32,
2003-05,3.89,
2003-06,4.07,
2003-07,4.23,
2003-08,4.31,
2003-09,4.23,
2003-10,4.49,
2003-11,4.57,
2003-12,4.43,
2004-01,4.44,
2004-02,4.22,
2004-03,4.15,
2004-04,4.36,
2004-05,4.45,
2004-06,4.45,
2004-07,4.36,
2004-08,4.18,
