"",BBK01.PC3293,BBK01.PC3293_FLAGS
"",Housing loans to domestic enterprises and resident individuals / Medium-term / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:53,
1999-01,10.777,
1999-04,10.480,
1999-07,10.387,
1999-10,10.131,
2000-01,9.178,
2000-04,9.003,
2000-07,8.988,
2000-10,8.591,
2001-01,8.310,
2001-04,8.378,
2001-07,8.259,
2001-10,8.273,
2002-01,8.181,
2002-04,8.220,
2002-07,8.324,
2002-10,8.565,
2003-01,8.635,
2003-04,9.125,
2003-07,9.390,
2003-10,9.546,
2004-01,9.505,
2004-04,9.570,
2004-07,9.523,
2004-10,9.583,
2005-01,9.479,
2005-04,9.569,
2005-07,9.572,
2005-10,9.536,
2006-01,9.293,
2006-04,9.508,
2006-07,9.484,
2006-10,9.428,
2007-01,9.247,
2007-04,8.984,
2007-07,8.847,
2007-10,8.657,
2008-01,8.394,
2008-04,8.320,
2008-07,8.150,
2008-10,7.910,
2009-01,7.653,
2009-04,7.834,
2009-07,8.242,
2009-10,8.436,
2010-01,8.432,
2010-04,8.659,
2010-07,8.793,
2010-10,9.002,
2011-01,9.036,
2011-04,9.149,
2011-07,9.218,
2011-10,9.262,
2012-01,9.367,
2012-04,9.530,
2012-07,9.595,
2012-10,9.619,
2013-01,9.424,
2013-04,9.436,
2013-07,9.457,
2013-10,9.341,
2014-01,9.247,
2014-04,9.154,
2014-07,9.136,
2014-10,9.061,
