"",BBK01.QUX010,BBK01.QUX010_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Countries in Asia / US dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:21:15,
2001-12,5.250,
2002-01,5.414,
2002-02,5.304,
2002-03,5.388,
2002-04,4.693,
2002-05,4.357,
2002-06,5.919,
2002-07,4.577,
2002-08,4.038,
2002-09,4.117,
2002-10,4.901,
2002-11,5.119,
2002-12,3.409,
2003-01,4.497,
2003-02,3.819,
2003-03,4.481,
2003-04,3.473,
2003-05,3.147,
2003-06,3.215,
2003-07,3.447,
2003-08,3.029,
2003-09,2.930,
2003-10,2.851,
2003-11,2.855,
2003-12,2.619,
2004-01,3.040,
2004-02,2.974,
2004-03,3.695,
2004-04,3.754,
2004-05,3.140,
2004-06,3.640,
2004-07,3.819,
2004-08,3.403,
2004-09,3.410,
2004-10,3.389,
2004-11,3.300,
2004-12,3.505,
2005-01,3.551,
2005-02,4.412,
2005-03,3.946,
2005-04,4.056,
2005-05,4.335,
2005-06,4.611,
2005-07,4.125,
2005-08,4.213,
2005-09,4.653,
2005-10,4.507,
2005-11,4.599,
2005-12,4.901,
2006-01,5.017,
2006-02,5.906,
2006-03,8.004,
2006-04,5.886,
2006-05,5.461,
2006-06,6.021,
2006-07,6.324,
2006-08,5.353,
2006-09,6.090,
2006-10,6.267,
2006-11,5.700,
2006-12,7.248,
2007-01,6.432,
2007-02,6.478,
2007-03,6.357,
2007-04,6.664,
2007-05,6.329,
2007-06,6.402,
2007-07,6.540,
2007-08,5.820,
2007-09,5.489,
2007-10,5.622,
2007-11,5.589,
2007-12,5.543,
2008-01,5.478,
2008-02,5.822,
2008-03,5.068,
2008-04,5.322,
2008-05,5.263,
2008-06,5.773,
2008-07,5.989,
2008-08,6.775,
2008-09,6.758,
2008-10,6.914,
2008-11,7.170,
2008-12,6.412,
2009-01,6.581,
2009-02,6.789,
2009-03,6.247,
2009-04,6.665,
2009-05,6.069,
2009-06,5.856,
2009-07,5.812,
2009-08,6.004,
2009-09,6.068,
2009-10,5.264,
2009-11,5.316,
2009-12,6.093,
2010-01,5.856,
2010-02,6.833,
2010-03,7.064,
2010-04,6.840,
2010-05,6.407,
2010-06,6.740,
2010-07,6.324,
2010-08,6.556,
2010-09,5.989,
2010-10,5.837,
2010-11,6.097,
2010-12,6.544,
2011-01,5.609,
2011-02,6.074,
2011-03,6.174,
2011-04,7.465,
2011-05,6.557,
2011-06,8.214,
2011-07,7.796,
2011-08,7.432,
2011-09,8.116,
2011-10,6.791,
2011-11,7.372,
2011-12,7.736,
2012-01,7.598,
2012-02,7.700,
2012-03,6.860,
2012-04,7.021,
2012-05,8.005,
2012-06,7.605,
2012-07,7.215,
2012-08,7.051,
2012-09,7.205,
2012-10,6.602,
2012-11,6.777,
2012-12,6.651,
2013-01,5.582,
2013-02,5.571,
2013-03,5.463,
2013-04,5.015,
2013-05,4.903,
2013-06,4.974,
2013-07,4.601,
2013-08,4.080,
2013-09,3.923,
2013-10,3.628,
2013-11,3.964,
2013-12,4.024,
2014-01,4.360,
2014-02,4.085,
2014-03,3.696,
2014-04,3.663,
2014-05,3.788,
2014-06,4.169,
2014-07,4.147,
2014-08,4.038,
2014-09,4.957,
2014-10,4.981,
2014-11,5.131,
