"",BBK01.OEAF05L,BBK01.OEAF05L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:13,
2002-01,20.980,
2002-04,21.043,
2002-07,21.262,
2002-10,19.675,
2003-01,20.753,
2003-04,21.954,
2003-07,22.063,
2003-10,21.990,
2004-01,22.169,
2004-04,28.277,
2004-07,23.063,
2004-10,22.737,
2005-01,22.198,
2005-04,22.351,
2005-07,22.425,
2005-10,21.046,
2006-01,20.802,
2006-04,21.560,
2006-07,21.593,
2006-10,21.142,
2007-01,20.535,
2007-04,21.893,
2007-07,21.140,
2007-10,20.937,
2008-01,20.694,
2008-04,21.025,
2008-07,21.068,
2008-10,19.781,
2009-01,19.776,
2009-04,19.858,
2009-07,20.341,
2009-10,23.163,
2010-01,23.207,
2010-04,23.386,
2010-07,20.732,
2010-10,20.156,
2011-01,20.656,
2011-04,20.759,
2011-07,21.129,
2011-10,21.042,
2012-01,20.061,
2012-04,20.391,
2012-07,21.485,
2012-10,21.229,
2013-01,21.135,
2013-04,21.322,
2013-07,21.515,
2013-10,21.426,
2014-01,21.381,
2014-04,21.597,
2014-07,21.639,
