"",BBK01.TUE380,BBK01.TUE380_FLAGS
"",Deposits of general government / Other general government / With agreed maturities of over 1 year and up to 2 years / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:10,
1997-09,1311,
1997-10,1351,
1997-11,1307,
1997-12,824,
1998-01,905,
1998-02,894,
1998-03,823,
1998-04,831,
1998-05,808,
1998-06,720,
1998-07,801,
1998-08,941,
1998-09,918,
1998-10,1021,
1998-11,1008,
1998-12,1081,
1999-01,1018,
1999-02,1140,
1999-03,932,
1999-04,1096,
1999-05,869,
1999-06,1030,
1999-07,1056,
1999-08,1065,
1999-09,1167,
1999-10,1123,
1999-11,1346,
1999-12,1220,
2000-01,1741,
2000-02,1876,
2000-03,1780,
2000-04,1988,
2000-05,1975,
2000-06,1766,
2000-07,1871,
2000-08,1939,
2000-09,1833,
2000-10,1889,
2000-11,1883,
2000-12,1955,
2001-01,2048,
2001-02,2036,
2001-03,1908,
2001-04,2272,
2001-05,2120,
2001-06,1983,
2001-07,1724,
2001-08,1767,
2001-09,1584,
2001-10,1634,
2001-11,1637,
2001-12,1656,
2002-01,1701,
2002-02,1674,
2002-03,1611,
2002-04,1352,
2002-05,1448,
2002-06,1488,
2002-07,1467,
2002-08,1477,
2002-09,1346,
2002-10,1339,
2002-11,1333,
2002-12,1360,
2003-01,1215,
2003-02,964,
2003-03,944,
2003-04,954,
2003-05,934,
2003-06,905,
2003-07,879,
2003-08,940,
2003-09,1008,
2003-10,909,
2003-11,891,
2003-12,854,
2004-01,860,
2004-02,867,
2004-03,902,
2004-04,1002,
2004-05,1023,
2004-06,1009,
2004-07,1015,
2004-08,1000,
2004-09,994,
2004-10,1220,
2004-11,1167,
2004-12,1339,
2005-01,1382,
2005-02,1370,
2005-03,1384,
2005-04,1461,
2005-05,1475,
2005-06,1507,
2005-07,1606,
2005-08,1544,
2005-09,1477,
2005-10,1292,
2005-11,1317,
2005-12,1122,
2006-01,1167,
2006-02,1159,
2006-03,1209,
2006-04,1269,
2006-05,1321,
2006-06,1306,
2006-07,1247,
2006-08,1324,
2006-09,1636,
2006-10,1716,
2006-11,1669,
2006-12,2103,
2007-01,2417,
2007-02,2403,
2007-03,2458,
2007-04,2528,
2007-05,2600,
2007-06,3540,
2007-07,3630,
2007-08,3701,
2007-09,3699,
2007-10,3737,
2007-11,4035,
2007-12,4410,
2008-01,3901,
2008-02,4069,
2008-03,5094,
2008-04,5201,
2008-05,5312,
2008-06,5846,
2008-07,5808,
2008-08,5915,
2008-09,5863,
2008-10,5770,
2008-11,5678,
2008-12,4936,
2009-01,4984,
2009-02,5230,
2009-03,4607,
2009-04,4811,
2009-05,4897,
2009-06,4628,
2009-07,4890,
2009-08,5114,
2009-09,5204,
2009-10,5180,
2009-11,4984,
2009-12,4816,
2010-01,4761,
2010-02,4746,
2010-03,4588,
2010-04,4509,
2010-05,4428,
2010-06,3864,
2010-07,3583,
2010-08,3338,
2010-09,3348,
2010-10,3415,
2010-11,3379,
2010-12,3430,
2011-01,3444,
2011-02,3355,
2011-03,3415,
2011-04,3550,
2011-05,3665,
2011-06,3806,
2011-07,4563,
2011-08,4590,
2011-09,4705,
2011-10,4775,
2011-11,4887,
2011-12,5176,
2012-01,5259,
2012-02,5512,
2012-03,5660,
2012-04,5634,
2012-05,5857,
2012-06,6589,
2012-07,6219,
2012-08,6276,
2012-09,6228,
2012-10,6012,
2012-11,6125,
2012-12,6035,
2013-01,5988,
2013-02,5960,
2013-03,6596,
2013-04,6894,
2013-05,7274,
2013-06,7574,
2013-07,7248,
2013-08,7456,
2013-09,7468,
2013-10,7863,
2013-11,8165,
2013-12,8543,
2014-01,8595,
2014-02,9084,
2014-03,9078,
2014-04,9340,
2014-05,9376,
2014-06,9432,
2014-07,9192,
2014-08,9336,
2014-09,9102,
2014-10,9299,
2014-11,10069,
2014-12,11451,
2015-01,11338,
