"",BBK01.CEL003,BBK01.CEL003_FLAGS
"",Acquisition of financial assets total                                    debtor: Total            creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:48:29,
1999-01,94.0,
1999-04,110.7,
1999-07,132.1,
1999-10,131.2,
2000-01,124.4,
2000-04,17.7,
2000-07,69.2,
2000-10,191.6,
2001-01,167.7,
2001-04,-16.8,
2001-07,64.4,
2001-10,30.9,
2002-01,-16.9,
2002-04,58.5,
2002-07,89.7,
2002-10,114.8,
2003-01,71.6,
2003-04,60.4,
2003-07,-74.8,
2003-10,71.6,
2004-01,79.5,
2004-04,35.6,
2004-07,72.2,
2004-10,-69.8,
2005-01,92.1,
2005-04,80.6,
2005-07,191.5,
2005-10,109.7,
2006-01,239.3,
2006-04,204.2,
2006-07,145.7,
2006-10,208.2,
2007-01,135.4,
2007-04,119.4,
2007-07,131.3,
2007-10,228.3,
2008-01,58.3,
2008-04,-197.8,
2008-07,60.7,
2008-10,-153.2,
2009-01,124.1,
2009-04,-317.8,
2009-07,-196.6,
2009-10,-77.1,
2010-01,-8.1,
2010-04,355.0,
2010-07,-274.0,
2010-10,-256.5,
2011-01,-240.4,
2011-04,16.3,
2011-07,501.1,
2011-10,-281.5,
2012-01,304.3,
2012-04,197.3,
2012-07,-111.4,
2012-10,-356.2,
2013-01,-157.1,
2013-04,-126.2,
2013-07,-125.3,
2013-10,-116.7,
2014-01,-64.5,
2014-04,68.2,
2014-07,112.2,
