"",BBK01.CEH420,BBK01.CEH420_FLAGS
"",Loans\n debtor: Domestic financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:19,
1991-01,1.6,
1991-04,2.8,
1991-07,0.1,
1991-10,0.5,
1992-01,1.5,
1992-04,2.4,
1992-07,2.3,
1992-10,2.1,
1993-01,1.8,
1993-04,1.7,
1993-07,0.0,
1993-10,1.5,
1994-01,4.9,
1994-04,2.1,
1994-07,0.6,
1994-10,1.5,
1995-01,7.1,
1995-04,2.2,
1995-07,-0.1,
1995-10,2.6,
1996-01,5.3,
1996-04,1.6,
1996-07,0.3,
1996-10,8.7,
1997-01,4.7,
1997-04,8.3,
1997-07,-2.3,
1997-10,3.9,
1998-01,8.1,
1998-04,16.4,
1998-07,-6.2,
1998-10,3.8,
1999-01,2.1,
1999-04,16.9,
1999-07,-7.2,
1999-10,11.8,
2000-01,32.2,
2000-04,18.1,
2000-07,-4.9,
2000-10,44.9,
2001-01,27.3,
2001-04,-0.6,
2001-07,19.7,
2001-10,-5.8,
2002-01,-1.1,
2002-04,13.0,
2002-07,8.3,
2002-10,11.7,
2003-01,17.6,
2003-04,7.7,
2003-07,11.3,
2003-10,-23.8,
2004-01,-13.7,
2004-04,-6.4,
2004-07,-4.4,
2004-10,-10.8,
2005-01,3.3,
2005-04,4.9,
2005-07,21.2,
2005-10,-5.9,
2006-01,42.2,
2006-04,18.6,
2006-07,15.3,
2006-10,-19.0,
2007-01,32.6,
2007-04,18.1,
2007-07,9.7,
2007-10,-33.3,
2008-01,44.3,
2008-04,13.7,
2008-07,1.4,
2008-10,17.2,
2009-01,26.1,
2009-04,16.4,
2009-07,-4.6,
2009-10,18.7,
2010-01,-14.6,
2010-04,42.2,
2010-07,5.1,
2010-10,10.8,
2011-01,4.3,
2011-04,42.6,
2011-07,53.3,
2011-10,-27.6,
2012-01,36.7,
2012-04,39.6,
2012-07,-18.4,
2012-10,-20.8,
2013-01,36.9,
2013-04,53.0,
2013-07,-44.0,
2013-10,-15.6,
2014-01,17.9,
