"",BBDR1.A.DEK.N.BBK.BRWHBBGK.P.I11.A,BBDR1.A.DEK.N.BBK.BRWHBBGK.P.I11.A_FLAGS
"","Residential property price index Deutsche Bundesbank / Terraced housing, owner-occupied apartments and single-family detached homes (all); housing-stock-based property and regional weighting. / Germany: Administrative districts / Unadjusted figure",
unit,2011=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 09:12:45,
2004,100.9,
2005,99.8,
2006,99.2,
2007,98.9,
2008,98.5,
2009,97.2,
2010,98.0,
2011,100.0,
2012,103.4,
2013,107.6,
