"",BBK01.QUY883,BBK01.QUY883_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Mexico / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:56,
2002-03,1.533,
2002-04,1.270,
2002-05,2.040,
2002-06,1.196,
2002-07,1.172,
2002-08,1.568,
2002-09,1.342,
2002-10,1.532,
2002-11,1.652,
2002-12,1.256,
2003-01,1.355,
2003-02,1.347,
2003-03,1.530,
2003-04,1.651,
2003-05,1.048,
2003-06,1.320,
2003-07,1.174,
2003-08,1.291,
2003-09,1.386,
2003-10,1.385,
2003-11,1.398,
2003-12,1.399,
2004-01,1.230,
2004-02,1.786,
2004-03,1.638,
2004-04,3.076,
2004-05,1.411,
2004-06,1.477,
2004-07,1.341,
2004-08,1.374,
2004-09,1.283,
2004-10,1.597,
2004-11,2.090,
2004-12,1.969,
2005-01,1.528,
2005-02,1.332,
2005-03,1.498,
2005-04,1.374,
2005-05,1.394,
2005-06,1.640,
2005-07,1.444,
2005-08,1.323,
2005-09,1.396,
2005-10,1.372,
2005-11,1.480,
2005-12,1.431,
2006-01,1.158,
2006-02,1.144,
2006-03,1.198,
2006-04,1.189,
2006-05,1.164,
2006-06,1.240,
2006-07,1.099,
2006-08,1.038,
2006-09,1.064,
2006-10,0.998,
2006-11,1.040,
2006-12,1.029,
2007-01,0.978,
2007-02,0.917,
2007-03,0.867,
2007-04,0.870,
2007-05,0.866,
2007-06,0.897,
2007-07,0.849,
2007-08,0.826,
2007-09,0.790,
2007-10,0.731,
2007-11,0.785,
2007-12,0.784,
2008-01,0.799,
2008-02,0.817,
2008-03,0.618,
2008-04,0.900,
2008-05,0.854,
2008-06,0.766,
2008-07,0.615,
2008-08,0.615,
2008-09,0.592,
2008-10,0.477,
2008-11,0.479,
2008-12,0.467,
2009-01,0.458,
2009-02,0.304,
2009-03,0.310,
2009-04,0.326,
2009-05,0.331,
2009-06,0.322,
2009-07,0.322,
2009-08,0.334,
2009-09,0.345,
2009-10,0.346,
2009-11,0.344,
2009-12,0.348,
2010-01,0.619,
2010-02,0.676,
2010-03,0.759,
2010-04,1.775,
2010-05,0.764,
2010-06,0.316,
2010-07,0.581,
2010-08,0.868,
2010-09,0.401,
2010-10,1.805,
2010-11,1.323,
2010-12,0.572,
2011-01,0.899,
2011-02,0.696,
2011-03,0.462,
2011-04,0.729,
2011-05,1.019,
2011-06,0.220,
2011-07,0.913,
2011-08,0.827,
2011-09,0.369,
2011-10,0.486,
2011-11,0.283,
2011-12,0.320,
2012-01,0.307,
2012-02,0.295,
2012-03,0.255,
2012-04,0.247,
2012-05,0.258,
2012-06,0.250,
2012-07,0.248,
2012-08,0.259,
2012-09,0.245,
2012-10,0.273,
2012-11,0.330,
2012-12,0.214,
2013-01,0.204,
2013-02,0.242,
2013-03,0.187,
2013-04,0.208,
2013-05,0.207,
2013-06,0.136,
2013-07,0.070,
2013-08,0.108,
2013-09,0.115,
2013-10,0.101,
2013-11,0.163,
2013-12,0.182,
2014-01,0.134,
2014-02,0.109,
2014-03,0.127,
2014-04,0.181,
2014-05,0.191,
2014-06,0.191,
2014-07,0.241,
2014-08,0.303,
2014-09,0.191,
2014-10,0.676,
