"",BBFB1.Q.N.DE.S6.S1.S1.T.B.S._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S6.S1.S1.T.B.S._Z._Z._Z._T._X.N_FLAGS
"",Current account / Services / Balance / Other Asian countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:33:50,
1991-01,-581.284,
1991-04,-404.066,
1991-07,-360.220,
1991-10,-448.291,
1992-01,-646.077,
1992-04,-498.675,
1992-07,-837.660,
1992-10,-724.894,
1993-01,-732.756,
1993-04,-502.654,
1993-07,-721.355,
1993-10,-721.350,
1994-01,-951.692,
1994-04,-697.325,
1994-07,-966.297,
1994-10,-963.012,
1995-01,-885.574,
1995-04,-624.468,
1995-07,-827.576,
1995-10,-759.505,
1996-01,-994.315,
1996-04,-785.019,
1996-07,-921.918,
1996-10,-827.599,
1997-01,-1011.153,
1997-04,-782.859,
1997-07,-524.163,
1997-10,-863.342,
1998-01,-881.543,
1998-04,-592.034,
1998-07,-577.899,
1998-10,-807.343,
1999-01,-918.530,
1999-04,-625.303,
1999-07,-621.434,
1999-10,-797.875,
2000-01,-1120.582,
2000-04,-824.449,
2000-07,-829.898,
2000-10,-913.220,
2001-01,-1392.249,
2001-04,-795.918,
2001-07,-798.317,
2001-10,-775.570,
2002-01,-1025.164,
2002-04,-549.509,
2002-07,-481.187,
2002-10,-624.843,
2003-01,-841.397,
2003-04,-398.115,
2003-07,-476.580,
2003-10,-617.716,
2004-01,-1184.221,
2004-04,-458.001,
2004-07,-425.780,
2004-10,-601.181,
2005-01,-1073.833,
2005-04,-790.756,
2005-07,-582.116,
2005-10,-725.548,
2006-01,-1082.704,
2006-04,-358.450,
2006-07,-456.446,
2006-10,-679.581,
2007-01,-884.248,
2007-04,-473.889,
2007-07,-876.694,
2007-10,-1205.832,
2008-01,-945.039,
2008-04,-686.744,
2008-07,-549.964,
2008-10,-385.279,
2009-01,39.940,
2009-04,504.749,
2009-07,191.850,
2009-10,207.036,
2010-01,-428.768,
2010-04,-241.172,
2010-07,-137.335,
2010-10,-60.328,
2011-01,-765.281,
2011-04,-231.289,
2011-07,89.421,
2011-10,-290.372,
2012-01,-960.401,
2012-04,-569.619,
2012-07,-308.123,
2012-10,-434.145,
2013-01,-1657.283,
2013-04,-669.223,
2013-07,-764.200,
2013-10,-517.207,
2014-01,-758.888,Provisional value
2014-04,-30.579,Provisional value
2014-07,-599.058,Provisional value
