"",BBK01.OEAC01O,BBK01.OEAC01O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:30,
2002-01,42.532,
2002-04,43.177,
2002-07,43.881,
2002-10,43.641,
2003-01,43.153,
2003-04,42.368,
2003-07,40.910,
2003-10,43.690,
2004-01,43.711,
2004-04,43.525,
2004-07,43.445,
2004-10,43.441,
2005-01,43.612,
2005-04,44.025,
2005-07,44.089,
2005-10,43.413,
2006-01,43.667,
2006-04,43.676,
2006-07,43.749,
2006-10,43.621,
2007-01,43.404,
2007-04,43.884,
2007-07,44.788,
2007-10,44.083,
2008-01,44.222,
2008-04,44.497,
2008-07,42.128,
2008-10,41.037,
2009-01,41.138,
2009-04,40.951,
2009-07,41.095,
2009-10,42.615,
2010-01,42.933,
2010-04,43.830,
2010-07,43.774,
2010-10,43.694,
2011-01,43.034,
2011-04,43.301,
2011-07,43.383,
2011-10,43.075,
2012-01,43.939,
2012-04,45.094,
2012-07,44.566,
2012-10,44.715,
2013-01,44.708,
2013-04,44.366,
2013-07,49.024,
2013-10,49.686,
2014-01,50.594,
2014-04,50.511,
2014-07,50.126,
