"",BBK01.OUC351,BBK01.OUC351_FLAGS
"",Lending to the federal states / Total / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:22,
1999-01,13.283,
1999-02,12.848,
1999-03,13.116,
1999-04,12.978,
1999-05,13.948,
1999-06,13.189,
1999-07,14.123,
1999-08,14.375,
1999-09,13.985,
1999-10,15.129,
1999-11,17.750,
1999-12,19.699,
2000-01,18.239,
2000-02,17.301,
2000-03,16.958,
2000-04,17.411,
2000-05,17.920,
2000-06,15.958,
2000-07,17.724,
2000-08,17.361,
2000-09,16.680,
2000-10,17.937,
2000-11,19.055,
2000-12,18.306,
2001-01,18.760,
2001-02,18.304,
2001-03,17.316,
2001-04,16.561,
2001-05,16.984,
2001-06,18.123,
2001-07,18.946,
2001-08,19.467,
2001-09,19.741,
2001-10,19.022,
2001-11,19.361,
2001-12,19.482,
2002-01,18.062,
2002-02,18.266,
2002-03,18.744,
2002-04,19.063,
2002-05,19.911,
2002-06,18.073,
2002-07,18.352,
2002-08,17.227,
2002-09,17.550,
2002-10,18.604,
2002-11,16.654,
2002-12,17.961,
2003-01,18.336,
2003-02,18.791,
2003-03,18.606,
2003-04,20.257,
2003-05,19.916,
2003-06,18.725,
2003-07,17.959,
2003-08,18.519,
2003-09,17.014,
2003-10,18.797,
2003-11,18.686,
2003-12,18.670,
2004-01,17.261,
2004-02,17.747,
2004-03,18.400,
2004-04,18.990,
2004-05,18.138,
2004-06,18.516,
2004-07,18.693,
2004-08,18.563,
2004-09,20.885,
2004-10,20.127,
2004-11,20.330,
2004-12,25.322,
2005-01,25.337,
2005-02,24.737,
2005-03,24.621,
2005-04,25.082,
2005-05,25.383,
2005-06,26.088,
2005-07,25.706,
2005-08,25.241,
2005-09,24.929,
2005-10,24.366,
2005-11,24.612,
2005-12,25.037,
2006-01,24.930,
2006-02,24.577,
2006-03,24.339,
2006-04,23.755,
2006-05,24.661,
2006-06,23.380,
2006-07,23.441,
2006-08,22.972,
2006-09,23.195,
2006-10,22.171,
2006-11,24.329,
2006-12,24.187,
2007-01,24.470,
2007-02,24.233,
2007-03,24.963,
2007-04,24.129,
2007-05,24.037,
2007-06,23.867,
2007-07,22.530,
2007-08,22.603,
2007-09,22.172,
2007-10,22.816,
2007-11,24.059,
2007-12,24.034,
2008-01,23.790,
2008-02,25.694,
2008-03,26.301,
2008-04,27.830,
2008-05,26.549,
2008-06,26.206,
2008-07,27.551,
2008-08,28.156,
2008-09,27.787,
2008-10,28.177,
2008-11,27.854,
2008-12,27.511,
2009-01,27.002,
2009-02,27.381,
2009-03,26.799,
2009-04,26.328,
2009-05,25.414,
2009-06,24.793,
2009-07,25.299,
2009-08,25.317,
2009-09,24.971,
2009-10,25.949,
2009-11,27.385,
2009-12,26.513,
2010-01,27.052,
2010-02,26.255,
2010-03,26.570,
2010-04,26.496,
2010-05,26.548,
2010-06,26.993,
2010-07,27.566,
2010-08,29.617,
2010-09,30.261,
2010-10,31.238,
2010-11,31.191,
2010-12,32.280,
2011-01,32.704,
2011-02,31.666,
2011-03,32.075,
2011-04,32.527,
2011-05,33.340,
2011-06,32.692,
2011-07,33.489,
2011-08,33.903,
2011-09,32.813,
2011-10,31.861,
2011-11,31.782,
2011-12,31.733,
2012-01,30.678,
2012-02,30.292,
2012-03,31.042,
2012-04,30.982,
2012-05,31.642,
2012-06,32.521,
2012-07,31.609,
2012-08,31.671,
2012-09,31.339,
2012-10,32.188,
2012-11,32.531,
2012-12,32.339,
2013-01,32.345,
2013-02,32.733,
2013-03,31.561,
2013-04,33.134,
2013-05,32.500,
2013-06,33.434,
2013-07,33.398,
2013-08,33.714,
2013-09,33.718,
2013-10,34.342,
2013-11,34.332,
2013-12,34.516,
2014-01,33.257,
2014-02,33.395,
2014-03,36.049,
2014-04,36.768,
2014-05,36.468,
2014-06,34.847,
2014-07,34.815,
2014-08,35.433,
2014-09,35.521,
2014-10,36.756,
2014-11,36.534,
2014-12,37.682,Provisional value
