"",BBK01.OUP396,BBK01.OUP396_FLAGS
"",Deposits and borrowing from foreign banks (MFIs) / total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:52,
1999-01,84.385,
1999-02,71.492,
1999-03,69.842,
1999-04,75.025,
1999-05,72.335,
1999-06,71.202,
1999-07,71.610,
1999-08,71.636,
1999-09,70.907,
1999-10,74.614,
1999-11,75.649,
1999-12,76.321,
2000-01,77.328,
2000-02,80.243,
2000-03,84.883,
2000-04,85.530,
2000-05,84.705,
2000-06,78.826,
2000-07,79.534,
2000-08,83.073,
2000-09,84.070,
2000-10,84.504,
2000-11,85.135,
2000-12,84.092,
2001-01,93.455,
2001-02,96.661,
2001-03,95.789,
2001-04,103.105,
2001-05,102.306,
2001-06,98.265,
2001-07,95.325,
2001-08,92.112,
2001-09,95.072,
2001-10,95.171,
2001-11,95.824,
2001-12,89.542,
2002-01,86.818,
2002-02,80.574,
2002-03,88.941,
2002-04,95.516,
2002-05,99.688,
2002-06,84.972,
2002-07,86.090,
2002-08,84.223,
2002-09,89.167,
2002-10,89.307,
2002-11,88.320,
2002-12,89.167,
2003-01,86.488,
2003-02,92.521,
2003-03,93.501,
2003-04,96.567,
2003-05,94.879,
2003-06,92.826,
2003-07,87.982,
2003-08,87.486,
2003-09,82.506,
2003-10,81.686,
2003-11,77.433,
2003-12,78.533,
2004-01,74.759,
2004-02,72.554,
2004-03,79.934,
2004-04,84.635,
2004-05,81.112,
2004-06,77.681,
2004-07,75.047,
2004-08,76.171,
2004-09,77.368,
2004-10,77.981,
2004-11,84.067,
2004-12,80.531,
2005-01,91.467,
2005-02,89.649,
2005-03,93.300,
2005-04,102.383,
2005-05,103.503,
2005-06,96.093,
2005-07,95.338,
2005-08,89.897,
2005-09,99.060,
2005-10,99.633,
2005-11,99.734,
2005-12,144.303,
2006-01,141.138,
2006-02,134.376,
2006-03,134.989,
2006-04,142.648,
2006-05,156.143,
2006-06,142.236,
2006-07,144.226,
2006-08,145.546,
2006-09,146.425,
2006-10,155.890,
2006-11,157.502,
2006-12,159.530,
2007-01,156.079,
2007-02,159.304,
2007-03,159.012,
2007-04,170.154,
2007-05,178.127,
2007-06,182.514,
2007-07,173.958,
2007-08,178.114,
2007-09,183.371,
2007-10,189.454,
2007-11,188.953,
2007-12,198.732,
2008-01,204.565,
2008-02,201.992,
2008-03,206.453,
2008-04,222.618,
2008-05,213.389,
2008-06,210.817,
2008-07,208.293,
2008-08,199.151,
2008-09,230.100,
2008-10,229.710,
2008-11,230.029,
2008-12,228.119,
2009-01,235.371,
2009-02,232.928,
2009-03,221.312,
2009-04,220.405,
2009-05,213.053,
2009-06,245.953,
2009-07,215.381,
2009-08,206.827,
2009-09,198.441,
2009-10,190.837,
2009-11,188.982,
2009-12,190.940,
2010-01,192.386,
2010-02,196.408,
2010-03,216.906,
2010-04,231.916,
2010-05,276.152,
2010-06,266.171,
2010-07,247.482,
2010-08,240.985,
2010-09,228.078,
2010-10,216.843,
2010-11,222.956,
2010-12,220.399,
2011-01,220.820,
2011-02,220.181,
2011-03,212.273,
2011-04,214.846,
2011-05,201.597,
2011-06,198.598,
2011-07,197.431,
2011-08,215.299,
2011-09,255.488,
2011-10,253.568,
2011-11,271.645,
2011-12,215.175,
2012-01,306.640,
2012-02,332.610,
2012-03,372.773,
2012-04,370.195,
2012-05,367.551,
2012-06,361.428,
2012-07,350.169,
2012-08,369.341,
2012-09,340.732,
2012-10,317.812,
2012-11,296.302,
2012-12,261.497,
2013-01,240.434,
2013-02,224.846,
2013-03,219.606,
2013-04,212.594,
2013-05,186.689,
2013-06,197.088,
2013-07,187.877,
2013-08,171.270,
2013-09,154.114,
2013-10,155.959,
2013-11,160.995,
2013-12,143.779,
2014-01,156.682,
2014-02,150.816,
2014-03,145.500,
2014-04,151.577,
2014-05,150.097,
2014-06,138.928,
2014-07,144.358,
2014-08,148.899,
2014-09,146.825,
2014-10,151.935,
2014-11,153.126,
2014-12,157.193,Provisional value
