"",BBK01.OUN149,BBK01.OUN149_FLAGS
"",Domestic securities / Corporate debt securities (non-MFIs) / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:40,
1965-01,0.101,
1965-02,0.111,
1965-03,0.122,
1965-04,0.130,
1965-05,0.191,
1965-06,0.171,
1965-07,0.168,
1965-08,0.170,
1965-09,0.170,
1965-10,0.162,
1965-11,0.145,
1965-12,0.133,
1966-01,0.127,
1966-02,0.124,
1966-03,0.177,
1966-04,0.188,
1966-05,0.173,
1966-06,0.178,
1966-07,0.177,
1966-08,0.177,
1966-09,0.177,
1966-10,0.179,
1966-11,0.187,
1966-12,0.118,
1967-01,0.193,
1967-02,0.180,
1967-03,0.183,
1967-04,0.139,
1967-05,0.129,
1967-06,0.137,
1967-07,0.147,
1967-08,0.187,
1967-09,0.189,
1967-10,0.192,
1967-11,0.164,
1967-12,0.130,
1968-01,0.186,
1968-02,0.242,
1968-03,0.170,
1968-04,0.173,
1968-05,0.129,
1968-06,0.131,
1968-07,0.134,
1968-08,0.151,
1968-09,0.150,
1968-10,0.150,
1968-11,0.140,
1968-12,0.155,
1969-01,0.244,
1969-02,0.275,
1969-03,0.334,
1969-04,0.307,
1969-05,0.316,
1969-06,0.357,
1969-07,0.318,
1969-08,0.323,
1969-09,0.327,
1969-10,0.333,
1969-11,0.343,
1969-12,0.300,
1970-01,0.303,
1970-02,0.282,
1970-03,0.284,
1970-04,0.279,
1970-05,0.281,
1970-06,0.272,
1970-07,0.266,
1970-08,0.249,
1970-09,0.238,
1970-10,0.235,
1970-11,0.226,
1970-12,0.252,
1971-01,0.250,
1971-02,0.248,
1971-03,0.239,
1971-04,0.242,
1971-05,0.242,
1971-06,0.244,
1971-07,0.239,
1971-08,0.232,
1971-09,0.227,
1971-10,0.243,
1971-11,0.293,
1971-12,0.278,
1972-01,0.316,
1972-02,0.302,
1972-03,0.295,
1972-04,0.291,
1972-05,0.312,
1972-06,0.231,
1972-07,0.217,
1972-08,0.215,
1972-09,0.216,
1972-10,0.255,
1972-11,0.324,
1972-12,0.350,
1973-01,0.321,
1973-02,0.311,
1973-03,0.319,
1973-04,0.275,
1973-05,0.262,
1973-06,0.250,
