"",BBK01.CEBH01,BBK01.CEBH01_FLAGS
"",Shares debtor: All sectors                    creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:39,
1991-01,287.3,
1991-04,302.3,
1991-07,309.1,
1991-10,277.0,
1992-01,299.6,
1992-04,312.6,
1992-07,271.6,
1992-10,268.2,
1993-01,293.5,
1993-04,296.7,
1993-07,314.6,
1993-10,362.3,
1994-01,382.6,
1994-04,374.1,
1994-07,379.8,
1994-10,398.0,
1995-01,400.0,
1995-04,431.9,
1995-07,456.1,
1995-10,461.7,
1996-01,488.7,
1996-04,502.5,
1996-07,527.0,
1996-10,533.2,
1997-01,609.1,
1997-04,661.1,
1997-07,722.4,
1997-10,649.5,
1998-01,797.1,
1998-04,874.7,
1998-07,709.7,
1998-10,814.8,
1999-01,958.1,
1999-04,921.9,
1999-07,858.8,
1999-10,1016.9,
2000-01,1039.0,
2000-04,993.7,
2000-07,1001.8,
2000-10,1020.5,
2001-01,895.6,
2001-04,916.7,
2001-07,813.3,
2001-10,971.2,
2002-01,1017.2,
2002-04,939.4,
2002-07,574.8,
2002-10,536.4,
2003-01,474.0,
2003-04,565.3,
2003-07,568.9,
2003-10,647.8,
2004-01,636.8,
2004-04,698.8,
2004-07,690.3,
2004-10,708.9,
2005-01,741.8,
2005-04,766.4,
2005-07,796.1,
2005-10,850.5,
2006-01,772.8,
2006-04,754.7,
2006-07,807.5,
2006-10,870.9,
2007-01,917.3,
2007-04,955.0,
2007-07,949.4,
2007-10,970.9,
2008-01,874.0,
2008-04,857.5,
2008-07,813.4,
2008-10,772.9,
2009-01,722.5,
2009-04,790.5,
2009-07,830.7,
2009-10,834.9,
2010-01,864.1,
2010-04,835.7,
2010-07,858.6,
2010-10,916.9,
2011-01,929.1,
2011-04,942.1,
2011-07,781.1,
2011-10,811.4,
2012-01,904.7,
2012-04,838.6,
2012-07,894.1,
2012-10,946.7,
2013-01,981.1,
2013-04,945.4,
2013-07,1002.3,
2013-10,1077.2,
2014-01,1074.8,
