"",BBK01.AU1727,BBK01.AU1727_FLAGS
"","Longer-term refinancing operations / Bundesbank Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 15:18:32,
1999-02,18173,
1999-03,26110,
1999-04,27700,
1999-05,25491,
1999-06,25031,
1999-07,26497,
1999-08,29167,
1999-09,28255,
1999-10,25563,
1999-11,28573,
1999-12,34701,
2000-01,32745,
2000-02,33525,
2000-03,34431,
2000-04,43210,
2000-05,39492,
2000-06,35367,
2000-07,33337,
2000-08,34925,
2000-09,33783,
2000-10,30708,
2000-11,30694,
2000-12,31145,
2001-01,28448,
2001-02,28331,
2001-03,33154,
2001-04,37427,
2001-05,37754,
2001-06,37474,
2001-07,36952,
2001-08,38190,
2001-09,38925,
2001-10,40198,
2001-11,38459,
2001-12,40122,
2002-01,41134,
2002-02,42446,
2002-03,40742,
2002-04,40424,
2002-05,39675,
2002-06,38816,
2002-07,37092,
2002-08,36412,
2002-09,32722,
2002-10,31712,
2002-11,31585,
2002-12,33786,
2003-01,36144,
2003-02,36549,
2003-03,34948,
2003-04,32329,
2003-05,32382,
2003-06,32854,
2003-07,32446,
2003-08,29623,
2003-09,29094,
2003-10,29655,
2003-11,30832,
2003-12,30862,
2004-01,32279,
2004-02,.,No value available
2004-03,41275,
2004-04,48715,
2004-05,51829,
2004-06,49447,
2004-07,49582,
2004-08,50321,
2004-09,50260,
2004-10,48110,
2004-11,46149,
2004-12,46528,
2005-01,46865,
2005-02,49443,
2005-03,52025,
2005-04,52960,
2005-05,52746,
2005-06,52528,
2005-07,52990,
2005-08,53881,
2005-09,52589,
2005-10,55058,
2005-11,54540,
2005-12,54396,
2006-01,55703,
2006-02,61558,
2006-03,68304,
2006-04,74305,
2006-05,76271,
2006-06,73681,
2006-07,71585,
2006-08,72071,
2006-09,73410,
2006-10,76729,
2006-11,78852,
2006-12,78354,
2007-01,81049,
2007-02,86589,
2007-03,95715,
2007-04,103892,
2007-05,107098,
2007-06,108722,
2007-07,108768,
2007-08,104882,
2007-09,114223,
2007-10,142877,
2007-11,139040,
2007-12,133564,
2008-01,134577,
2008-02,130553,
2008-03,122475,
2008-04,109936,
2008-05,112664,
2008-06,112763,
2008-07,107162,
2008-08,111854,
2008-09,105160,
2008-10,118612,
2008-11,163186,
2008-12,158541,
2009-01,198051,
2009-02,178513,
2009-03,147818,
2009-04,122762,
2009-05,111887,
2009-06,103365,
2009-07,141477,
2009-08,189066,
2009-09,177951,
2009-10,175851,
2009-11,178828,
2009-12,171102,
2010-01,168877,
2010-02,168581,
2010-03,157939,
2010-04,164921,
2010-05,164737,
2010-06,166446,
2010-07,112831,
2010-08,52846,
2010-09,50332,
2010-10,40511,
2010-11,28930,
2010-12,32542,
2011-01,34089,
2011-02,43986,
2011-03,44674,
2011-04,45539,
2011-05,47740,
2011-06,41485,
2011-07,35758,
2011-08,36479,
2011-09,33570,
2011-10,20807,
2011-11,18045,
2011-12,17628,
2012-01,40315,
2012-02,46728,
2012-03,59446,
2012-04,73801,
2012-05,73428,
2012-06,74573,
2012-07,76513,
2012-08,76338,
2012-09,75427,
2012-10,74537,
2012-11,72936,
2012-12,70493,
2013-01,69651,
2013-02,58864,
2013-03,34923,
2013-04,21794,
2013-05,16206,
2013-06,12985,
2013-07,11735,
2013-08,11282,
2013-09,10603,
2013-10,10071,
2013-11,8764,
2013-12,8546,
2014-01,13243,
2014-02,10702,
2014-03,10960,
2014-04,11637,
2014-05,13802,
2014-06,18105,
2014-07,16080,
2014-08,11306,
2014-09,10011,
2014-10,12208,
2014-11,14932,
2014-12,16601,
2015-01,30707,
