"",BBK01.QUV888,BBK01.QUV888_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / Countries in Asia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:43,
2001-12,12.841,
2002-01,12.969,
2002-02,13.034,
2002-03,13.174,
2002-04,13.186,
2002-05,12.974,
2002-06,13.060,
2002-07,13.228,
2002-08,13.105,
2002-09,13.353,
2002-10,13.320,
2002-11,13.130,
2002-12,12.900,
2003-01,12.607,
2003-02,12.746,
2003-03,12.612,
2003-04,12.547,
2003-05,12.305,
2003-06,12.161,
2003-07,12.010,
2003-08,11.985,
2003-09,11.716,
2003-10,11.930,
2003-11,11.939,
2003-12,12.452,
2004-01,12.880,
2004-02,12.862,
2004-03,13.000,
2004-04,12.989,
2004-05,11.995,
2004-06,12.057,
2004-07,11.509,
2004-08,11.273,
2004-09,11.001,
2004-10,10.672,
2004-11,10.405,
2004-12,10.188,
2005-01,10.563,
2005-02,10.311,
2005-03,10.078,
2005-04,10.157,
2005-05,10.295,
2005-06,10.557,
2005-07,10.775,
2005-08,10.882,
2005-09,11.131,
2005-10,11.160,
2005-11,11.078,
2005-12,11.896,
2006-01,11.643,
2006-02,12.493,
2006-03,13.085,
2006-04,13.357,
2006-05,13.785,
2006-06,14.237,
2006-07,14.818,
2006-08,14.921,
2006-09,15.239,
2006-10,15.613,
2006-11,15.855,
2006-12,15.786,
2007-01,16.407,
2007-02,16.409,
2007-03,16.661,
2007-04,17.086,
2007-05,17.214,
2007-06,17.216,
2007-07,17.389,
2007-08,17.810,
2007-09,18.095,
2007-10,21.516,
2007-11,22.331,
2007-12,22.498,
2008-01,22.496,
2008-02,22.231,
2008-03,22.100,
2008-04,22.675,
2008-05,23.622,
2008-06,23.520,
2008-07,23.963,
2008-08,25.014,
2008-09,26.092,
2008-10,28.424,
2008-11,28.040,
2008-12,26.334,
2009-01,28.415,
2009-02,27.839,
2009-03,26.572,
2009-04,26.255,
2009-05,24.893,
2009-06,25.394,
2009-07,24.966,
2009-08,24.053,
2009-09,23.166,
2009-10,22.366,
2009-11,22.242,
2009-12,22.980,
2010-01,23.503,
2010-02,24.247,
2010-03,24.523,
2010-04,24.608,
2010-05,25.975,
2010-06,25.763,
2010-07,23.681,
2010-08,23.910,
2010-09,22.512,
2010-10,20.603,
2010-11,20.358,
2010-12,19.635,
2011-01,18.056,
2011-02,18.004,
2011-03,18.043,
2011-04,17.858,
2011-05,17.926,
2011-06,18.042,
2011-07,18.524,
2011-08,18.653,
2011-09,19.629,
2011-10,19.052,
2011-11,19.598,
2011-12,19.899,
2012-01,19.505,
2012-02,19.637,
2012-03,19.236,
2012-04,19.259,
2012-05,19.680,
2012-06,19.009,
2012-07,18.905,
2012-08,18.112,
2012-09,17.580,
2012-10,17.887,
2012-11,17.475,
2012-12,16.494,
2013-01,16.132,
2013-02,15.744,
2013-03,15.695,
2013-04,15.672,
2013-05,15.425,
2013-06,15.259,
2013-07,14.919,
2013-08,14.974,
2013-09,14.820,
2013-10,14.620,
2013-11,14.788,
2013-12,14.639,
2014-01,14.732,
2014-02,14.722,
2014-03,15.020,
2014-04,14.905,
2014-05,15.323,
2014-06,15.435,
2014-07,15.150,
2014-08,15.367,
2014-09,15.353,
2014-10,15.471,
2014-11,15.163,
2014-12,14.511,
