"",BBK01.AY4969,BBK01.AY4969_FLAGS
"",Monetary capital formation / Deposits / With an agreed maturity of over 2 years / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:22,
1995-01,58.93325,
1995-02,59.57398,
1995-03,60.33906,
1995-04,60.89157,
1995-05,61.52664,
1995-06,62.29341,
1995-07,62.81054,
1995-08,63.39295,
1995-09,63.70691,
1995-10,63.96089,
1995-11,64.62529,
1995-12,65.94756,
1996-01,66.49084,
1996-02,67.26198,
1996-03,67.68042,
1996-04,68.25332,
1996-05,68.92757,
1996-06,69.50477,
1996-07,70.22272,
1996-08,70.67095,
1996-09,71.28817,
1996-10,71.78609,
1996-11,72.41328,
1996-12,72.99888,
1997-01,73.69329,
1997-02,74.01901,
1997-03,74.52117,
1997-04,75.13807,
1997-05,75.52468,
1997-06,75.94151,
1997-07,76.51894,
1997-08,76.77382,
1997-09,76.98177,
1997-10,77.65288,
1997-11,78.14895,
1997-12,78.44943,
1998-01,78.93616,
1998-02,79.50461,
1998-03,79.59915,
1998-04,80.30594,
1998-05,80.74394,
1998-06,80.86208,
1998-07,81.23701,
1998-08,81.71095,
1998-09,81.73588,
1998-10,81.49675,
1998-11,81.27401,
1998-12,80.68909,
1999-01,81.27940,
1999-02,81.45908,
1999-03,81.80018,
1999-04,81.84352,
1999-05,81.64083,
1999-06,82.04324,
1999-07,82.34431,
1999-08,82.73004,
1999-09,83.15306,
1999-10,83.46854,
1999-11,83.95852,
1999-12,84.23576,
2000-01,84.57698,
2000-02,84.60295,
2000-03,84.52824,
2000-04,84.62133,
2000-05,84.66976,
2000-06,84.84646,
2000-07,84.85743,
2000-08,85.01645,
2000-09,85.02896,
2000-10,85.12445,
2000-11,84.98262,
2000-12,85.06926,
2001-01,85.02058,
2001-02,84.72729,
2001-03,84.85821,
2001-04,84.75675,
2001-05,85.16075,
2001-06,85.16395,
2001-07,84.86790,
2001-08,84.82451,
2001-09,85.06541,
2001-10,85.04386,
2001-11,84.90218,
2001-12,84.87971,
2002-01,85.18080,
2002-02,85.14745,
2002-03,85.57531,
2002-04,85.42338,
2002-05,85.41537,
2002-06,85.36087,
2002-07,85.39195,
2002-08,85.34719,
2002-09,85.43073,
2002-10,85.77957,
2002-11,86.36441,
2002-12,86.52818,
2003-01,86.39784,
2003-02,86.97235,
2003-03,87.50661,
2003-04,87.05822,
2003-05,87.01296,
2003-06,86.92691,
2003-07,87.42028,
2003-08,87.80002,
2003-09,87.79045,
2003-10,87.96803,
2003-11,88.00808,
2003-12,88.02256,
2004-01,88.08410,
2004-02,87.94694,
2004-03,88.22343,
2004-04,88.61934,
2004-05,89.33423,
2004-06,89.75566,
2004-07,89.84495,
2004-08,90.05766,
2004-09,90.35480,
2004-10,90.86237,
2004-11,91.20308,
2004-12,91.48073,
2005-01,91.65942,
2005-02,91.98125,
2005-03,92.55277,
2005-04,92.04549,
2005-05,91.68287,
2005-06,91.52074,
2005-07,91.63526,
2005-08,91.60910,
2005-09,91.70492,
2005-10,91.79040,
2005-11,92.05164,
2005-12,92.36606,
2006-01,92.58268,
2006-02,93.08856,
2006-03,93.28478,
2006-04,93.71311,
2006-05,94.08798,
2006-06,94.15654,
2006-07,94.34439,
2006-08,94.66025,
2006-09,94.87053,
2006-10,95.05964,
2006-11,95.22155,
2006-12,95.50068,
2007-01,95.59145,
2007-02,95.52887,
2007-03,95.59905,
2007-04,95.86425,
2007-05,95.99535,
2007-06,96.14560,
2007-07,96.23510,
2007-08,96.14992,
2007-09,96.76813,
2007-10,96.61116,
2007-11,96.50497,
2007-12,96.93686,
2008-01,97.19500,
2008-02,96.96607,
2008-03,97.03168,
2008-04,96.98306,
2008-05,97.10381,
2008-06,96.94738,
2008-07,96.83436,
2008-08,96.61155,
2008-09,96.37908,
2008-10,96.19740,
2008-11,96.28007,
2008-12,99.93111,
2009-01,100.52618,
2009-02,101.32421,
2009-03,101.75843,
2009-04,102.20287,
2009-05,102.61654,
2009-06,104.25748,
2009-07,104.34869,
2009-08,104.48407,
2009-09,105.01381,
2009-10,105.14741,
2009-11,105.40119,
2009-12,105.25986,
2010-01,105.66008,
2010-02,105.68811,
2010-03,105.88185,
2010-04,105.85783,
2010-05,105.22159,
2010-06,105.17904,
2010-07,105.14296,
2010-08,105.35536,
2010-09,105.35353,
2010-10,105.34102,
2010-11,105.27057,
2010-12,105.06121,
2011-01,104.79660,
2011-02,104.56810,
2011-03,104.36786,
2011-04,104.20191,
2011-05,104.19663,
2011-06,104.09609,
2011-07,104.07316,
2011-08,103.97671,
2011-09,103.60147,
2011-10,103.60360,
2011-11,103.37887,
2011-12,103.19996,
2012-01,102.78750,
2012-02,102.45660,
2012-03,101.83340,
2012-04,101.68017,
2012-05,101.31744,
2012-06,100.81219,
2012-07,100.21757,
2012-08,99.90182,
2012-09,99.57358,
2012-10,98.69480,
2012-11,97.95381,
2012-12,97.73795,
2013-01,97.46521,
2013-02,96.93987,
2013-03,96.80693,
2013-04,96.28024,
2013-05,96.16501,
2013-06,95.92243,
2013-07,95.33345,
2013-08,94.73392,
2013-09,94.30091,
2013-10,94.08428,
2013-11,93.93780,
2013-12,93.69563,
2014-01,93.47702,
2014-02,93.08527,
2014-03,92.70299,
2014-04,92.26021,
2014-05,91.92052,
2014-06,91.43792,
2014-07,90.93207,
2014-08,90.71861,
2014-09,90.67992,
2014-10,90.52489,
2014-11,90.12020,
2014-12,89.18274,Provisional value
2015-01,88.74580,
"",General: 1 Statistical changes have been eliminated.,
