"",BBK01.PC3299,BBK01.PC3299_FLAGS
"",Other housing loans to domestic enterprises and resident individuals / Total / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:22,
1999-01,24.361,
1999-04,24.008,
1999-07,23.959,
1999-10,23.872,
2000-01,22.889,
2000-04,22.937,
2000-07,23.109,
2000-10,22.646,
2001-01,22.454,
2001-04,22.712,
2001-07,22.756,
2001-10,22.858,
2002-01,22.688,
2002-04,22.873,
2002-07,23.121,
2002-10,23.421,
2003-01,23.377,
2003-04,23.911,
2003-07,24.398,
2003-10,24.458,
2004-01,24.397,
2004-04,24.412,
2004-07,24.076,
2004-10,24.131,
2005-01,23.559,
2005-04,23.613,
2005-07,23.556,
2005-10,23.410,
2006-01,23.043,
2006-04,23.194,
2006-07,23.278,
2006-10,23.446,
2007-01,23.322,
2007-04,23.210,
2007-07,23.312,
2007-10,23.040,
2008-01,22.816,
2008-04,22.756,
2008-07,22.849,
2008-10,22.749,
2009-01,22.416,
2009-04,22.723,
2009-07,23.263,
2009-10,23.510,
2010-01,23.411,
2010-04,23.800,
2010-07,23.952,
2010-10,24.039,
2011-01,23.989,
2011-04,24.176,
2011-07,24.384,
2011-10,24.477,
2012-01,24.534,
2012-04,24.724,
2012-07,24.840,
2012-10,24.874,
2013-01,24.649,
2013-04,24.712,
2013-07,24.858,
2013-10,24.816,
2014-01,24.780,
2014-04,24.836,
2014-07,24.947,
2014-10,24.401,
