"",BBK01.QUJ381,BBK01.QUJ381_FLAGS
"",Banks in Germany: Claims on non-residents / Croatia / US dollar,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:40,
1994-01,0.032,
1994-02,0.033,
1994-03,0.030,
1994-04,0.021,
1994-05,0.022,
1994-06,0.024,
1994-07,0.030,
1994-08,0.028,
1994-09,0.029,
1994-10,0.028,
1994-11,0.027,
1994-12,0.029,
1995-01,0.030,
1995-02,0.029,
1995-03,0.025,
1995-04,0.028,
1995-05,0.030,
1995-06,0.055,
1995-07,0.056,
1995-08,0.055,
1995-09,0.072,
1995-10,0.061,
1995-11,0.062,
1995-12,0.073,
1996-01,0.071,
1996-02,0.072,
1996-03,0.074,
1996-04,0.044,
1996-05,0.044,
1996-06,0.035,
1996-07,0.057,
1996-08,0.069,
1996-09,0.089,
1996-10,0.092,
1996-11,0.085,
1996-12,0.076,
1997-01,0.081,
1997-02,0.085,
1997-03,0.082,
1997-04,0.099,
1997-05,0.104,
1997-06,0.118,
1997-07,0.130,
1997-08,0.156,
1997-09,0.165,
1997-10,0.164,
1997-11,0.177,
1997-12,0.185,
1998-01,0.188,
1998-02,0.195,
1998-03,0.195,
1998-04,0.206,
1998-05,0.198,
1998-06,0.205,
1998-07,0.194,
1998-08,0.195,
1998-09,0.194,
1998-10,0.180,
1998-11,0.183,
1998-12,0.182,
1999-01,0.173,
1999-02,0.182,
1999-03,0.181,
1999-04,0.186,
1999-05,0.191,
1999-06,0.167,
1999-07,0.166,
1999-08,0.170,
1999-09,0.164,
1999-10,0.157,
1999-11,0.165,
1999-12,0.159,
2000-01,0.175,
2000-02,0.158,
2000-03,0.168,
2000-04,0.207,
2000-05,0.181,
2000-06,0.156,
2000-07,0.159,
2000-08,0.158,
2000-09,0.161,
2000-10,0.256,
2000-11,0.281,
2000-12,0.278,
2001-01,0.282,
2001-02,0.280,
2001-03,0.335,
2001-04,0.319,
2001-05,0.337,
2001-06,0.344,
2001-07,0.335,
2001-08,0.322,
2001-09,0.316,
2001-10,0.262,
2001-11,0.238,
2001-12,0.232,
2002-01,0.250,
2002-02,0.216,
2002-03,0.196,
2002-04,0.197,
2002-05,0.174,
2002-06,0.171,
2002-07,0.209,
2002-08,0.177,
2002-09,0.177,
2002-10,0.190,
2002-11,0.355,
2002-12,0.322,
2003-01,0.311,
2003-02,0.298,
2003-03,0.286,
2003-04,0.274,
2003-05,0.261,
2003-06,0.243,
2003-07,0.245,
2003-08,0.236,
2003-09,0.223,
2003-10,0.249,
2003-11,0.247,
2003-12,0.236,
2004-01,0.244,
2004-02,0.261,
2004-03,0.254,
2004-04,0.251,
2004-05,0.242,
2004-06,0.238,
2004-07,0.237,
2004-08,0.225,
2004-09,0.216,
2004-10,0.203,
2004-11,0.231,
2004-12,0.197,
2005-01,0.204,
2005-02,0.200,
2005-03,0.206,
2005-04,0.202,
2005-05,0.210,
2005-06,0.235,
2005-07,0.229,
2005-08,0.250,
2005-09,0.220,
2005-10,0.213,
2005-11,0.214,
2005-12,0.221,
2006-01,0.199,
2006-02,0.190,
2006-03,0.191,
2006-04,0.177,
2006-05,0.174,
2006-06,0.194,
2006-07,0.175,
2006-08,0.174,
2006-09,0.175,
2006-10,0.182,
2006-11,0.172,
2006-12,0.167,
2007-01,0.165,
2007-02,0.193,
2007-03,0.184,
2007-04,0.173,
2007-05,0.201,
2007-06,0.209,
2007-07,0.218,
2007-08,0.216,
2007-09,0.208,
2007-10,0.203,
2007-11,0.195,
2007-12,0.175,
2008-01,0.173,
2008-02,0.168,
2008-03,0.166,
2008-04,0.172,
2008-05,0.170,
2008-06,0.166,
2008-07,0.196,
2008-08,0.210,
2008-09,0.235,
2008-10,0.265,
2008-11,0.266,
2008-12,0.240,
2009-01,0.258,
2009-02,0.268,
2009-03,0.262,
2009-04,0.253,
2009-05,0.219,
2009-06,0.211,
2009-07,0.210,
2009-08,0.205,
2009-09,0.200,
2009-10,0.194,
2009-11,0.193,
2009-12,0.196,
2010-01,0.205,
2010-02,0.207,
2010-03,0.202,
2010-04,0.203,
2010-05,0.224,
2010-06,0.262,
2010-07,0.245,
2010-08,0.256,
2010-09,0.239,
2010-10,0.225,
2010-11,0.172,
2010-12,0.159,
2011-01,0.151,
2011-02,0.151,
2011-03,0.168,
2011-04,0.167,
2011-05,0.144,
2011-06,0.113,
2011-07,0.140,
2011-08,0.146,
2011-09,0.134,
2011-10,0.095,
2011-11,0.085,
2011-12,0.082,
2012-01,0.114,
2012-02,0.066,
2012-03,0.078,
2012-04,0.062,
2012-05,0.106,
2012-06,0.053,
2012-07,0.071,
2012-08,0.069,
2012-09,0.057,
2012-10,0.092,
2012-11,0.066,
2012-12,0.058,
2013-01,0.051,
2013-02,0.061,
2013-03,0.056,
2013-04,0.012,
2013-05,0.025,
2013-06,0.012,
2013-07,.,No value available
2013-08,.,No value available
2013-09,.,No value available
2013-10,.,No value available
2013-11,.,No value available
2013-12,.,No value available
2014-01,0.038,
2014-02,0.004,
2014-03,0.007,
2014-04,0.008,
2014-05,0.002,
2014-06,0.007,
2014-07,0.004,
2014-08,0.009,
2014-09,0.014,
2014-10,0.009,
2014-11,0.012,
2014-12,0.010,
