"",BBK01.QUV855,BBK01.QUV855_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Sri Lanka / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:26:57,
2001-12,0.407,
2002-01,0.406,
2002-02,0.406,
2002-03,0.405,
2002-04,0.405,
2002-05,0.406,
2002-06,0.399,
2002-07,0.401,
2002-08,0.401,
2002-09,0.400,
2002-10,0.400,
2002-11,0.402,
2002-12,0.395,
2003-01,0.395,
2003-02,0.396,
2003-03,0.396,
2003-04,0.396,
2003-05,0.397,
2003-06,0.391,
2003-07,0.392,
2003-08,0.392,
2003-09,0.392,
2003-10,0.393,
2003-11,0.396,
2003-12,0.391,
2004-01,0.391,
2004-02,0.392,
2004-03,0.394,
2004-04,0.394,
2004-05,0.395,
2004-06,0.390,
2004-07,0.390,
2004-08,0.394,
2004-09,0.394,
2004-10,0.395,
2004-11,0.398,
2004-12,0.402,
2005-01,0.403,
2005-02,0.403,
2005-03,0.404,
2005-04,0.404,
2005-05,0.405,
2005-06,0.402,
2005-07,0.403,
2005-08,0.403,
2005-09,0.405,
2005-10,0.407,
2005-11,0.417,
2005-12,0.412,
2006-01,0.438,
2006-02,0.439,
2006-03,0.449,
2006-04,0.449,
2006-05,0.452,
2006-06,0.439,
2006-07,0.441,
2006-08,0.441,
2006-09,0.443,
2006-10,0.443,
2006-11,0.446,
2006-12,0.434,
2007-01,0.437,
2007-02,0.438,
2007-03,0.439,
2007-04,0.440,
2007-05,0.447,
2007-06,0.433,
2007-07,0.433,
2007-08,0.431,
2007-09,0.431,
2007-10,0.440,
2007-11,0.441,
2007-12,0.426,
2008-01,0.426,
2008-02,0.429,
2008-03,0.429,
2008-04,0.424,
2008-05,0.427,
2008-06,0.412,
2008-07,0.412,
2008-08,0.413,
2008-09,0.414,
2008-10,0.417,
2008-11,0.417,
2008-12,0.402,
2009-01,0.403,
2009-02,0.403,
2009-03,0.405,
2009-04,0.405,
2009-05,0.405,
2009-06,0.389,
2009-07,0.395,
2009-08,0.078,
2009-09,0.083,
2009-10,0.082,
2009-11,0.087,
2009-12,0.078,
2010-01,0.079,
2010-02,0.080,
2010-03,0.079,
2010-04,0.079,
2010-05,0.081,
2010-06,0.076,
2010-07,0.075,
2010-08,0.077,
2010-09,0.075,
2010-10,0.075,
2010-11,0.076,
2010-12,0.068,
2011-01,0.068,
2011-02,0.067,
2011-03,0.067,
2011-04,0.065,
2011-05,0.066,
2011-06,0.060,
2011-07,0.061,
2011-08,0.062,
2011-09,0.062,
2011-10,0.062,
2011-11,0.061,
2011-12,0.060,
2012-01,0.060,
2012-02,0.058,
2012-03,0.057,
2012-04,0.056,
2012-05,0.057,
2012-06,0.055,
2012-07,0.053,
2012-08,0.052,
2012-09,0.053,
2012-10,0.053,
2012-11,0.052,
2012-12,0.047,
2013-01,0.046,
2013-02,0.047,
2013-03,0.047,
2013-04,0.047,
2013-05,0.047,
2013-06,0.044,
2013-07,0.043,
2013-08,0.043,
2013-09,0.043,
2013-10,0.043,
2013-11,0.043,
2013-12,0.039,
2014-01,0.039,
2014-02,0.039,
2014-03,0.039,
2014-04,0.039,
2014-05,0.039,
2014-06,0.037,
2014-07,0.037,
2014-08,0.037,
2014-09,0.039,
2014-10,0.040,
2014-11,0.040,
2014-12,0.036,
