"",BBK01.QUV813,BBK01.QUV813_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Bahamas / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:22,
2001-12,0.428,
2002-01,0.406,
2002-02,0.410,
2002-03,0.349,
2002-04,0.344,
2002-05,0.328,
2002-06,0.304,
2002-07,0.301,
2002-08,0.310,
2002-09,0.315,
2002-10,0.300,
2002-11,0.259,
2002-12,0.239,
2003-01,0.260,
2003-02,0.257,
2003-03,0.252,
2003-04,0.244,
2003-05,0.229,
2003-06,0.378,
2003-07,0.344,
2003-08,0.348,
2003-09,0.346,
2003-10,0.343,
2003-11,0.337,
2003-12,0.339,
2004-01,0.415,
2004-02,0.415,
2004-03,0.463,
2004-04,0.520,
2004-05,0.533,
2004-06,0.524,
2004-07,0.498,
2004-08,0.491,
2004-09,0.472,
2004-10,0.451,
2004-11,0.430,
2004-12,0.423,
2005-01,0.426,
2005-02,0.446,
2005-03,0.475,
2005-04,0.481,
2005-05,0.501,
2005-06,0.503,
2005-07,0.500,
2005-08,0.510,
2005-09,0.469,
2005-10,0.474,
2005-11,0.483,
2005-12,0.525,
2006-01,0.509,
2006-02,0.602,
2006-03,0.438,
2006-04,0.422,
2006-05,0.401,
2006-06,0.379,
2006-07,0.436,
2006-08,0.492,
2006-09,0.482,
2006-10,0.493,
2006-11,0.488,
2006-12,0.509,
2007-01,0.544,
2007-02,0.620,
2007-03,0.662,
2007-04,0.647,
2007-05,0.623,
2007-06,0.641,
2007-07,0.625,
2007-08,0.605,
2007-09,0.628,
2007-10,0.613,
2007-11,0.577,
2007-12,0.523,
2008-01,0.521,
2008-02,0.512,
2008-03,0.508,
2008-04,0.524,
2008-05,0.534,
2008-06,0.457,
2008-07,0.477,
2008-08,0.604,
2008-09,0.622,
2008-10,0.681,
2008-11,0.583,
2008-12,0.555,
2009-01,0.589,
2009-02,0.550,
2009-03,0.528,
2009-04,0.531,
2009-05,0.521,
2009-06,0.512,
2009-07,0.469,
2009-08,0.490,
2009-09,0.475,
2009-10,0.464,
2009-11,0.453,
2009-12,0.489,
2010-01,0.502,
2010-02,0.503,
2010-03,0.504,
2010-04,0.546,
2010-05,0.587,
2010-06,0.597,
2010-07,0.568,
2010-08,0.563,
2010-09,0.524,
2010-10,0.518,
2010-11,0.567,
2010-12,0.536,
2011-01,0.533,
2011-02,0.531,
2011-03,0.488,
2011-04,0.481,
2011-05,0.498,
2011-06,0.517,
2011-07,0.520,
2011-08,0.534,
2011-09,0.558,
2011-10,0.544,
2011-11,0.578,
2011-12,0.614,
2012-01,0.668,
2012-02,0.683,
2012-03,0.677,
2012-04,0.635,
2012-05,0.680,
2012-06,0.706,
2012-07,0.801,
2012-08,0.776,
2012-09,0.763,
2012-10,0.704,
2012-11,0.688,
2012-12,0.671,
2013-01,0.664,
2013-02,0.678,
2013-03,0.664,
2013-04,0.722,
2013-05,0.718,
2013-06,0.807,
2013-07,0.801,
2013-08,0.937,
2013-09,0.895,
2013-10,0.884,
2013-11,0.881,
2013-12,0.892,
2014-01,0.781,
2014-02,0.776,
2014-03,0.774,
2014-04,0.914,
2014-05,0.920,
2014-06,0.897,
2014-07,0.906,
2014-08,0.911,
2014-09,1.008,
2014-10,1.004,
2014-11,0.999,
2014-12,1.023,
