"",BBEX3.D.JPY.USD.CA.AA.000,BBEX3.D.JPY.USD.CA.AA.000_FLAGS
2002-10-21,124.50,
2002-10-22,124.00,
2002-10-23,124.05,
2002-10-24,123.50,
2002-10-25,123.40,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,123.45,
2002-10-29,122.55,
2002-10-30,121.90,
2002-10-31,122.20,
2002-11-01,121.70,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,.,No value available
2002-11-05,121.05,
2002-11-06,121.20,
2002-11-07,120.65,
2002-11-08,120.35,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,118.95,
2002-11-12,118.70,
2002-11-13,118.85,
2002-11-14,119.25,
2002-11-15,119.70,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,119.45,
2002-11-19,119.85,
2002-11-20,121.40,
2002-11-21,121.65,
2002-11-22,121.85,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,122.20,
2002-11-26,120.95,
2002-11-27,120.70,
2002-11-28,121.35,
2002-11-29,121.40,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,121.85,
2002-12-03,123.50,
2002-12-04,123.25,
2002-12-05,123.70,
2002-12-06,124.10,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,122.30,
2002-12-10,122.40,
2002-12-11,122.95,
2002-12-12,122.65,
2002-12-13,121.45,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,119.60,
2002-12-17,120.35,
2002-12-18,120.40,
2002-12-19,120.05,
2002-12-20,119.80,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,.,No value available
2002-12-24,119.35,
2002-12-25,119.35,
2002-12-26,119.35,
2002-12-27,119.25,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,118.90,
2002-12-31,.,No value available
2003-01-01,.,No value available
2003-01-02,.,No value available
2003-01-03,.,No value available
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,118.85,
2003-01-07,118.40,
2003-01-08,119.25,
2003-01-09,117.90,
2003-01-10,118.65,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,.,No value available
2003-01-14,118.00,
2003-01-15,117.05,
2003-01-16,117.25,
2003-01-17,117.00,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,117.05,
2003-01-21,117.50,
2003-01-22,117.20,
2003-01-23,117.60,
2003-01-24,117.05,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,116.90,
2003-01-28,117.50,
2003-01-29,117.55,
2003-01-30,117.70,
2003-01-31,118.05,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,118.95,
2003-02-04,119.30,
2003-02-05,118.75,
2003-02-06,119.20,
2003-02-07,118.75,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,119.45,
2003-02-11,.,No value available
2003-02-12,120.10,
2003-02-13,120.25,
2003-02-14,119.45,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,119.75,
2003-02-18,118.85,
2003-02-19,118.00,
2003-02-20,117.90,
2003-02-21,117.45,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,117.50,
2003-02-25,117.15,
2003-02-26,116.45,
2003-02-27,116.10,
2003-02-28,116.75,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,117.25,
2003-03-04,116.55,
2003-03-05,116.40,
2003-03-06,116.40,
2003-03-07,116.50,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,115.90,
2003-03-11,116.00,
2003-03-12,116.20,
2003-03-13,116.95,
2003-03-14,117.45,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,116.95,
2003-03-18,117.65,
2003-03-19,117.70,
2003-03-20,119.40,
2003-03-21,.,No value available
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,120.25,
2003-03-25,119.65,
2003-03-26,119.00,
2003-03-27,118.90,
2003-03-28,119.10,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,119.20,
2003-04-01,117.30,
2003-04-02,116.90,
2003-04-03,118.00,
2003-04-04,118.40,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,119.50,
2003-04-08,118.90,
2003-04-09,119.05,
2003-04-10,119.15,
2003-04-11,118.70,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,119.80,
2003-04-15,119.45,
2003-04-16,119.40,
2003-04-17,118.60,
2003-04-18,118.75,
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,118.70,
2003-04-22,119.65,
2003-04-23,119.15,
2003-04-24,119.50,
2003-04-25,119.10,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,119.00,
2003-04-29,.,No value available
2003-04-30,118.65,
2003-05-01,117.95,
2003-05-02,117.65,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,.,No value available
2003-05-06,117.60,
2003-05-07,116.70,
2003-05-08,115.60,
2003-05-09,116.25,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,116.00,
2003-05-13,116.40,
2003-05-14,115.80,
2003-05-15,115.30,
2003-05-16,115.50,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,114.60,
2003-05-20,116.10,
2003-05-21,115.70,
2003-05-22,116.50,
2003-05-23,116.40,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,115.90,
2003-05-27,115.65,
2003-05-28,116.25,
2003-05-29,117.50,
2003-05-30,117.30,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,118.25,
2003-06-03,117.55,
2003-06-04,118.30,
2003-06-05,117.65,
2003-06-06,116.80,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,117.55,
2003-06-10,117.20,
2003-06-11,116.80,
2003-06-12,116.90,
2003-06-13,116.75,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,116.30,
2003-06-17,116.55,
2003-06-18,117.20,
2003-06-19,117.30,
2003-06-20,117.50,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,117.50,
2003-06-24,116.70,
2003-06-25,116.90,
2003-06-26,117.20,
2003-06-27,118.40,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,118.80,
2003-07-01,118.50,
2003-07-02,118.50,
2003-07-03,117.30,
2003-07-04,117.40,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,117.20,
2003-07-08,117.20,
2003-07-09,117.45,
2003-07-10,116.90,
2003-07-11,116.80,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,116.75,
2003-07-15,116.75,
2003-07-16,117.45,
2003-07-17,117.20,
2003-07-18,117.95,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,.,No value available
2003-07-22,117.90,
2003-07-23,117.90,
2003-07-24,117.90,
2003-07-25,118.30,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,118.10,
2003-07-29,118.50,
2003-07-30,118.95,
2003-07-31,119.20,
2003-08-01,119.55,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,118.80,
2003-08-05,119.45,
2003-08-06,119.10,
2003-08-07,119.15,
2003-08-08,118.25,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,118.10,
2003-08-12,117.70,
2003-08-13,117.65,
2003-08-14,118.35,
2003-08-15,117.85,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,118.20,
2003-08-19,118.35,
2003-08-20,117.75,
2003-08-21,117.05,
2003-08-22,116.90,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,116.65,
2003-08-26,116.40,
2003-08-27,116.45,
2003-08-28,116.50,
2003-08-29,116.15,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,115.60,
2003-09-02,115.80,
2003-09-03,115.45,
2003-09-04,114.95,
2003-09-05,115.95,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,116.30,
2003-09-09,115.70,
2003-09-10,115.95,
2003-09-11,116.15,
2003-09-12,116.20,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,.,No value available
2003-09-16,116.35,
2003-09-17,115.25,
2003-09-18,115.15,
2003-09-19,114.45,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,111.45,
2003-09-23,.,No value available
2003-09-24,111.25,
2003-09-25,110.80,
2003-09-26,111.05,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,110.60,
2003-09-30,110.25,
2003-10-01,110.35,
2003-10-02,109.95,
2003-10-03,.,No value available
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,110.15,
2003-10-07,110.15,
2003-10-08,108.70,
2003-10-09,108.60,
2003-10-10,108.30,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,.,No value available
2003-10-14,108.10,
2003-10-15,107.90,
2003-10-16,108.65,
2003-10-17,108.80,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,108.20,
2003-10-21,108.85,
2003-10-22,108.55,
2003-10-23,108.05,
2003-10-24,108.65,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,107.90,
2003-10-28,107.40,
2003-10-29,107.15,
2003-10-30,107.35,
2003-10-31,107.80,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,.,No value available
2003-11-04,109.60,
2003-11-05,108.80,
2003-11-06,108.95,
2003-11-07,109.20,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,108.60,
2003-11-11,107.80,
2003-11-12,107.85,
2003-11-13,107.65,
2003-11-14,107.20,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,107.70,
2003-11-18,107.90,
2003-11-19,107.15,
2003-11-20,108.10,
2003-11-21,108.25,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,.,No value available
2003-11-25,108.45,
2003-11-26,108.45,
2003-11-27,107.95,
2003-11-28,108.45,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,109.00,
2003-12-02,108.35,
2003-12-03,107.80,
2003-12-04,107.15,
2003-12-05,107.35,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,106.70,
2003-12-09,106.40,
2003-12-10,106.25,
2003-12-11,107.35,
2003-12-12,107.10,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,107.05,
2003-12-16,106.85,
2003-12-17,106.45,
2003-12-18,106.45,
2003-12-19,106.70,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,106.95,
2003-12-23,.,No value available
2003-12-24,.,No value available
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,106.39,
2003-12-30,106.13,
2003-12-31,.,No value available
2004-01-01,.,No value available
2004-01-02,.,No value available
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,105.93,
2004-01-06,105.17,
2004-01-07,105.25,
2004-01-08,105.20,
2004-01-09,105.24,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,.,No value available
2004-01-13,105.58,
2004-01-14,105.30,
2004-01-15,105.37,
2004-01-16,105.24,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,105.51,
2004-01-20,106.34,
2004-01-21,106.20,
2004-01-22,105.92,
2004-01-23,105.30,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,105.48,
2004-01-27,105.15,
2004-01-28,104.70,
2004-01-29,105.16,
2004-01-30,105.08,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,104.69,
2004-02-03,104.59,
2004-02-04,104.56,
2004-02-05,104.60,
2004-02-06,104.77,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,104.74,
2004-02-10,104.89,
2004-02-11,.,No value available
2004-02-12,104.37,
2004-02-13,104.41,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,104.49,
2004-02-17,104.50,
2004-02-18,104.68,
2004-02-19,105.47,
2004-02-20,106.15,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,108.29,
2004-02-24,107.48,
2004-02-25,107.21,
2004-02-26,108.08,
2004-02-27,108.62,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,108.29,
2004-03-02,107.98,
2004-03-03,109.17,
2004-03-04,109.18,
2004-03-05,110.37,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,111.12,
2004-03-09,110.33,
2004-03-10,110.32,
2004-03-11,109.93,
2004-03-12,109.92,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,109.87,
2004-03-16,109.29,
2004-03-17,107.81,
2004-03-18,107.19,
2004-03-19,105.86,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,106.21,
2004-03-23,105.80,
2004-03-24,105.97,
2004-03-25,105.08,
2004-03-26,104.89,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,104.65,
2004-03-30,104.56,
2004-03-31,104.69,
2004-04-01,103.03,
2004-04-02,102.96,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,103.46,
2004-04-06,104.63,
2004-04-07,105.00,
2004-04-08,104.62,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,104.23,
2004-04-14,105.84,
2004-04-15,107.70,
2004-04-16,107.66,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,106.91,
2004-04-20,107.80,
2004-04-21,107.84,
2004-04-22,108.39,
2004-04-23,108.71,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,108.30,
2004-04-27,107.74,
2004-04-28,108.54,
2004-04-29,.,No value available
2004-04-30,109.35,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,.,No value available
2004-05-04,.,No value available
2004-05-05,.,No value available
2004-05-06,107.81,
2004-05-07,109.21,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,111.76,
2004-05-11,112.47,
2004-05-12,111.75,
2004-05-13,112.18,
2004-05-14,113.50,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,113.00,
2004-05-18,113.29,
2004-05-19,113.06,
2004-05-20,.,No value available
2004-05-21,111.79,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,111.29,
2004-05-25,112.06,
2004-05-26,110.77,
2004-05-27,111.10,
2004-05-28,109.82,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,.,No value available
2004-06-01,108.89,
2004-06-02,109.62,
2004-06-03,108.95,
2004-06-04,110.11,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,109.79,
2004-06-08,108.68,
2004-06-09,108.74,
2004-06-10,.,No value available
2004-06-11,108.44,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,109.25,
2004-06-15,110.11,
2004-06-16,108.39,
2004-06-17,109.24,
2004-06-18,108.72,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,107.91,
2004-06-22,107.65,
2004-06-23,107.89,
2004-06-24,107.30,
2004-06-25,106.17,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,106.59,
2004-06-29,107.34,
2004-06-30,107.43,
2004-07-01,107.30,
2004-07-02,107.80,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,107.56,
2004-07-06,108.33,
2004-07-07,108.22,
2004-07-08,107.62,
2004-07-09,107.71,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,106.81,
2004-07-13,107.74,
2004-07-14,107.81,
2004-07-15,108.37,
2004-07-16,108.81,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,.,No value available
2004-07-20,107.51,
2004-07-21,107.51,
2004-07-22,108.81,
2004-07-23,108.89,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,108.92,
2004-07-27,108.85,
2004-07-28,110.02,
2004-07-29,110.69,
2004-07-30,111.12,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,110.31,
2004-08-03,109.59,
2004-08-04,109.65,
2004-08-05,110.24,
2004-08-06,110.82,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,109.35,
2004-08-10,109.70,
2004-08-11,110.24,
2004-08-12,109.65,
2004-08-13,110.70,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,109.64,
2004-08-17,109.55,
2004-08-18,109.00,
2004-08-19,108.46,
2004-08-20,108.47,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,108.41,
2004-08-24,108.90,
2004-08-25,108.60,
2004-08-26,109.08,
2004-08-27,108.68,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,108.87,
2004-08-31,108.88,
2004-09-01,108.13,
2004-09-02,108.58,
2004-09-03,108.62,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,109.56,
2004-09-07,109.10,
2004-09-08,108.46,
2004-09-09,108.35,
2004-09-10,109.02,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,108.49,
2004-09-14,109.11,
2004-09-15,108.67,
2004-09-16,108.97,
2004-09-17,108.58,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,.,No value available
2004-09-21,109.02,
2004-09-22,108.85,
2004-09-23,.,No value available
2004-09-24,109.61,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,109.64,
2004-09-28,110.20,
2004-09-29,110.40,
2004-09-30,110.05,
2004-10-01,109.13,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,109.90,
2004-10-05,109.91,
2004-10-06,110.21,
2004-10-07,110.37,
2004-10-08,110.23,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,.,No value available
2004-10-12,108.69,
2004-10-13,108.62,
2004-10-14,108.83,
2004-10-15,108.68,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,108.28,
2004-10-19,108.42,
2004-10-20,107.52,
2004-10-21,107.27,
2004-10-22,106.65,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,105.96,
2004-10-26,105.81,
2004-10-27,105.78,
2004-10-28,105.70,
2004-10-29,105.18,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,105.02,
2004-11-02,105.44,
2004-11-03,.,No value available
2004-11-04,105.22,
2004-11-05,105.16,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,104.70,
2004-11-09,104.67,
2004-11-10,104.91,
2004-11-11,105.88,
2004-11-12,105.71,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,104.37,
2004-11-16,104.49,
2004-11-17,104.47,
2004-11-18,103.12,
2004-11-19,103.30,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,102.26,
2004-11-23,.,No value available
2004-11-24,102.42,
2004-11-25,101.90,
2004-11-26,101.61,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,101.73,
2004-11-30,102.18,
2004-12-01,101.82,
2004-12-02,101.55,
2004-12-03,102.25,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,101.22,
2004-12-07,102.21,
2004-12-08,102.06,
2004-12-09,103.06,
2004-12-10,103.85,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,104.11,
2004-12-14,103.72,
2004-12-15,104.30,
2004-12-16,103.43,
2004-12-17,103.65,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,103.40,
2004-12-21,102.89,
2004-12-22,103.42,
2004-12-23,.,No value available
2004-12-24,.,No value available
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,102.92,
