"",BBK01.OUM302,BBK01.OUM302_FLAGS
"",Time deposits of local government and local government associations / for more than two years / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:46,
1999-01,0.190,
1999-02,0.096,
1999-03,0.116,
1999-04,0.110,
1999-05,0.110,
1999-06,0.103,
1999-07,0.103,
1999-08,0.110,
1999-09,0.107,
1999-10,0.102,
1999-11,0.108,
1999-12,0.120,
2000-01,0.116,
2000-02,0.116,
2000-03,0.118,
2000-04,0.102,
2000-05,0.103,
2000-06,0.102,
2000-07,0.101,
2000-08,0.091,
2000-09,0.089,
2000-10,0.091,
2000-11,0.093,
2000-12,0.089,
2001-01,0.097,
2001-02,0.098,
2001-03,0.101,
2001-04,0.100,
2001-05,0.100,
2001-06,0.096,
2001-07,0.097,
2001-08,0.097,
2001-09,0.096,
2001-10,0.100,
2001-11,0.134,
2001-12,0.131,
2002-01,0.129,
2002-02,0.109,
2002-03,0.102,
2002-04,0.099,
2002-05,0.099,
2002-06,0.099,
2002-07,0.092,
2002-08,0.093,
2002-09,0.098,
2002-10,0.098,
2002-11,0.078,
2002-12,0.084,
2003-01,0.081,
2003-02,0.078,
2003-03,0.083,
2003-04,0.085,
2003-05,0.085,
2003-06,0.085,
2003-07,0.090,
2003-08,0.110,
2003-09,0.113,
2003-10,0.118,
2003-11,0.115,
2003-12,0.127,
2004-01,0.180,
2004-02,0.180,
2004-03,0.195,
2004-04,0.198,
2004-05,0.214,
2004-06,0.219,
2004-07,0.233,
2004-08,0.244,
2004-09,0.247,
2004-10,0.222,
2004-11,0.222,
2004-12,0.227,
2005-01,0.231,
2005-02,0.249,
2005-03,0.269,
2005-04,0.263,
2005-05,0.273,
2005-06,0.285,
2005-07,0.298,
2005-08,0.316,
2005-09,0.348,
2005-10,0.353,
2005-11,0.365,
2005-12,0.362,
2006-01,0.364,
2006-02,0.364,
2006-03,0.337,
2006-04,0.343,
2006-05,0.386,
2006-06,0.393,
2006-07,0.402,
2006-08,0.425,
2006-09,0.475,
2006-10,0.508,
2006-11,0.529,
2006-12,0.516,
2007-01,0.552,
2007-02,0.570,
2007-03,0.558,
2007-04,0.560,
2007-05,0.564,
2007-06,0.564,
2007-07,0.547,
2007-08,0.538,
2007-09,0.536,
2007-10,0.537,
2007-11,0.552,
2007-12,0.543,
2008-01,0.535,
2008-02,0.543,
2008-03,0.534,
2008-04,0.540,
2008-05,0.526,
2008-06,0.532,
2008-07,0.526,
2008-08,0.558,
2008-09,0.544,
2008-10,0.541,
2008-11,0.532,
2008-12,0.455,
2009-01,0.437,
2009-02,0.433,
2009-03,0.491,
2009-04,0.477,
2009-05,0.473,
2009-06,0.457,
2009-07,0.471,
2009-08,0.471,
2009-09,0.468,
2009-10,0.475,
2009-11,0.485,
2009-12,0.469,
2010-01,0.479,
2010-02,0.471,
2010-03,0.478,
2010-04,0.483,
2010-05,0.482,
2010-06,0.451,
2010-07,0.456,
2010-08,0.462,
2010-09,0.442,
2010-10,0.442,
2010-11,0.463,
2010-12,0.465,
2011-01,0.464,
2011-02,0.458,
2011-03,0.455,
2011-04,0.449,
2011-05,0.452,
2011-06,0.449,
2011-07,0.456,
2011-08,0.433,
2011-09,0.433,
2011-10,0.400,
2011-11,0.400,
2011-12,0.390,
2012-01,0.410,
2012-02,0.414,
2012-03,0.415,
2012-04,0.611,
2012-05,0.583,
2012-06,0.582,
2012-07,0.576,
2012-08,0.576,
2012-09,0.580,
2012-10,0.583,
2012-11,0.596,
2012-12,0.578,
2013-01,0.571,
2013-02,0.561,
2013-03,0.560,
2013-04,0.580,
2013-05,0.610,
2013-06,0.607,
2013-07,0.679,
2013-08,0.712,
2013-09,0.712,
2013-10,0.710,
2013-11,0.707,
2013-12,0.718,
2014-01,0.729,
2014-02,0.729,
2014-03,0.748,
2014-04,0.744,
2014-05,0.723,
2014-06,0.717,
2014-07,0.735,
2014-08,0.784,
2014-09,0.774,
2014-10,0.774,
2014-11,0.756,
2014-12,0.712,Provisional value
