"",BBK01.OEAH91G,BBK01.OEAH91G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:39,
2002-01,38.502,
2002-04,35.581,
2002-07,35.509,
2002-10,33.643,
2003-01,31.460,
2003-04,30.716,
2003-07,29.046,
2003-10,26.838,
2004-01,22.800,
2004-04,22.344,
2004-07,21.617,
2004-10,20.837,
2005-01,16.806,
2005-04,16.268,
2005-07,15.736,
2005-10,16.380,
2006-01,13.671,
2006-04,13.243,
2006-07,13.223,
2006-10,12.647,
2007-01,12.403,
2007-04,12.410,
2007-07,12.253,
2007-10,11.472,
2008-01,9.306,
2008-04,9.363,
2008-07,8.470,
2008-10,8.671,
2009-01,8.231,
2009-04,6.096,
2009-07,5.450,
2009-10,3.388,
2010-01,3.800,
2010-04,4.007,
2010-07,3.927,
2010-10,3.067,
2011-01,3.033,
2011-04,3.155,
2011-07,2.944,
2011-10,3.083,
2012-01,3.084,
2012-04,3.110,
2012-07,2.635,
2012-10,2.731,
2013-01,2.065,
2013-04,2.031,
2013-07,1.934,
2013-10,2.797,
2014-01,2.563,
2014-04,2.305,
2014-07,2.164,
