"",BBK01.OUC401,BBK01.OUC401_FLAGS
"",Balances and loans to banks (MFIs) / medium-term / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:06,
1999-01,11.282,
1999-02,11.500,
1999-03,12.787,
1999-04,12.905,
1999-05,13.824,
1999-06,14.137,
1999-07,14.063,
1999-08,14.045,
1999-09,13.535,
1999-10,13.270,
1999-11,13.590,
1999-12,14.991,
2000-01,14.728,
2000-02,15.619,
2000-03,17.097,
2000-04,17.293,
2000-05,15.245,
2000-06,15.667,
2000-07,16.736,
2000-08,17.041,
2000-09,18.188,
2000-10,18.339,
2000-11,17.721,
2000-12,16.225,
2001-01,14.867,
2001-02,14.394,
2001-03,14.259,
2001-04,13.150,
2001-05,10.998,
2001-06,12.809,
2001-07,12.314,
2001-08,12.226,
2001-09,12.352,
2001-10,12.337,
2001-11,13.116,
2001-12,14.200,
2002-01,14.774,
2002-02,16.628,
2002-03,15.912,
2002-04,16.421,
2002-05,15.685,
2002-06,15.333,
2002-07,15.991,
2002-08,18.213,
2002-09,18.097,
2002-10,18.488,
2002-11,21.240,
2002-12,21.144,
2003-01,21.035,
2003-02,19.032,
2003-03,20.277,
2003-04,20.759,
2003-05,20.652,
2003-06,19.997,
2003-07,19.376,
2003-08,20.967,
2003-09,21.476,
2003-10,21.429,
2003-11,20.858,
2003-12,22.066,
2004-01,21.358,
2004-02,21.478,
2004-03,20.458,
2004-04,20.937,
2004-05,18.721,
2004-06,18.909,
2004-07,21.707,
2004-08,21.576,
2004-09,21.000,
2004-10,19.972,
2004-11,19.604,
2004-12,22.516,
2005-01,23.864,
2005-02,26.598,
2005-03,28.255,
2005-04,30.621,
2005-05,31.177,
2005-06,31.668,
2005-07,32.072,
2005-08,32.961,
2005-09,35.146,
2005-10,34.821,
2005-11,31.518,
2005-12,31.823,
2006-01,31.410,
2006-02,32.270,
2006-03,36.421,
2006-04,35.926,
2006-05,38.134,
2006-06,39.958,
2006-07,41.805,
2006-08,41.608,
2006-09,43.521,
2006-10,45.077,
2006-11,46.411,
2006-12,50.953,
2007-01,51.931,
2007-02,51.391,
2007-03,52.782,
2007-04,54.727,
2007-05,53.708,
2007-06,55.236,
2007-07,54.968,
2007-08,56.466,
2007-09,59.316,
2007-10,62.794,
2007-11,62.833,
2007-12,59.923,
2008-01,59.384,
2008-02,60.019,
2008-03,62.080,
2008-04,61.209,
2008-05,63.748,
2008-06,69.202,
2008-07,73.181,
2008-08,80.464,
2008-09,91.169,
2008-10,98.579,
2008-11,110.168,
2008-12,105.498,
2009-01,113.623,
2009-02,113.251,
2009-03,98.986,
2009-04,100.084,
2009-05,96.979,
2009-06,98.811,
2009-07,93.347,
2009-08,90.970,
2009-09,83.824,
2009-10,86.442,
2009-11,92.360,
2009-12,91.658,
2010-01,88.314,
2010-02,88.502,
2010-03,90.877,
2010-04,89.191,
2010-05,91.050,
2010-06,87.253,
2010-07,86.048,
2010-08,85.550,
2010-09,79.267,
2010-10,77.407,
2010-11,79.811,
2010-12,81.884,
2011-01,80.849,
2011-02,80.703,
2011-03,75.646,
2011-04,72.828,
2011-05,70.173,
2011-06,68.540,
2011-07,70.508,
2011-08,76.506,
2011-09,77.550,
2011-10,78.369,
2011-11,79.520,
2011-12,81.201,
2012-01,78.016,
2012-02,77.445,
2012-03,73.069,
2012-04,73.045,
2012-05,71.473,
2012-06,69.482,
2012-07,69.766,
2012-08,68.279,
2012-09,64.166,
2012-10,63.661,
2012-11,65.016,
2012-12,64.048,
2013-01,64.634,
2013-02,65.884,
2013-03,67.825,
2013-04,69.096,
2013-05,70.164,
2013-06,71.264,
2013-07,71.021,
2013-08,74.923,
2013-09,74.702,
2013-10,74.787,
2013-11,74.526,
2013-12,65.099,
2014-01,65.674,
2014-02,63.711,
2014-03,69.733,
2014-04,67.346,
2014-05,72.414,
2014-06,72.616,
2014-07,70.144,
2014-08,72.942,
2014-09,80.408,
2014-10,84.195,
2014-11,84.413,
2014-12,93.887,Provisional value
