"",BBK01.WZ3471,BBK01.WZ3471_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 7 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:12,
2006-12,4.40,
2007-01,4.38,
2007-02,4.37,
2007-03,4.35,
2007-04,4.33,
2007-05,4.32,
2007-06,4.31,
2007-07,4.30,
2007-08,4.28,
2007-09,4.27,
2007-10,4.26,
2007-11,4.25,
2007-12,4.24,
2008-01,4.23,
2008-02,4.22,
2008-03,4.21,
2008-04,4.20,
2008-05,4.19,
2008-06,4.19,
2008-07,4.19,
2008-08,4.19,
2008-09,4.19,
2008-10,4.19,
2008-11,4.18,
2008-12,4.16,
2009-01,4.15,
2009-02,4.13,
2009-03,4.12,
2009-04,4.10,
2009-05,4.09,
2009-06,4.07,
2009-07,4.06,
2009-08,4.05,
2009-09,4.04,
2009-10,4.03,
2009-11,4.02,
2009-12,4.01,
2010-01,4.01,
2010-02,4.00,
2010-03,3.99,
2010-04,3.98,
2010-05,3.97,
2010-06,3.96,
2010-07,3.94,
2010-08,3.92,
2010-09,3.90,
2010-10,3.88,
2010-11,3.87,
2010-12,3.86,
2011-01,3.85,
2011-02,3.84,
2011-03,3.84,
2011-04,3.84,
2011-05,3.83,
2011-06,3.82,
2011-07,3.81,
2011-08,3.79,
2011-09,3.78,
2011-10,3.77,
2011-11,3.76,
2011-12,3.74,
2012-01,3.73,
2012-02,3.72,
2012-03,3.70,
2012-04,3.69,
2012-05,3.68,
2012-06,3.66,
2012-07,3.65,
2012-08,3.63,
2012-09,3.61,
2012-10,3.59,
2012-11,3.57,
2012-12,3.55,
2013-01,3.53,
2013-02,3.50,
2013-03,3.47,
2013-04,3.44,
2013-05,3.41,
2013-06,3.38,
2013-07,3.35,
2013-08,3.33,
2013-09,3.30,
2013-10,3.28,
2013-11,3.25,
2013-12,3.22,
2014-01,3.19,
2014-02,3.16,
2014-03,3.13,
2014-04,3.09,
2014-05,3.05,
2014-06,3.01,
2014-07,2.97,
2014-08,2.92,
2014-09,2.88,
2014-10,2.83,
2014-11,2.79,
2014-12,2.74,
2015-01,2.70,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
