"",BBNZ1.Q.DE.N.G.0336.A,BBNZ1.Q.DE.N.G.0336.A_FLAGS
"",Germany / National accounts / Households' income / Monetary social benefits received (net),
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:21:05,
1991-01,53.979,
1991-04,52.921,
1991-07,55.201,
1991-10,56.626,
1992-01,60.131,
1992-04,58.598,
1992-07,61.178,
1992-10,64.079,
1993-01,65.104,
1993-04,63.353,
1993-07,66.316,
1993-10,68.020,
1994-01,68.529,
1994-04,66.908,
1994-07,68.660,
1994-10,67.959,
1995-01,70.024,
1995-04,68.919,
1995-07,70.243,
1995-10,71.077,
1996-01,74.624,
1996-04,73.277,
1996-07,73.102,
1996-10,72.792,
1997-01,76.582,
1997-04,74.585,
1997-07,74.373,
1997-10,74.947,
1998-01,76.616,
1998-04,76.552,
1998-07,76.167,
1998-10,76.276,
1999-01,80.606,
1999-04,79.096,
1999-07,79.607,
1999-10,80.259,
2000-01,81.519,
2000-04,79.929,
2000-07,79.876,
2000-10,81.332,
2001-01,84.784,
2001-04,83.430,
2001-07,83.977,
2001-10,84.767,
2002-01,87.562,
2002-04,85.860,
2002-07,87.318,
2002-10,86.771,
2003-01,90.177,
2003-04,88.811,
2003-07,89.180,
2003-10,90.064,
2004-01,91.655,
2004-04,89.020,
2004-07,88.795,
2004-10,89.033,
2005-01,91.199,
2005-04,90.475,
2005-07,89.579,
2005-10,89.332,
2006-01,91.311,
2006-04,90.244,
2006-07,89.179,
2006-10,88.150,
2007-01,90.250,
2007-04,88.782,
2007-07,88.981,
2007-10,88.375,
2008-01,90.652,
2008-04,89.285,
2008-07,89.331,
2008-10,89.116,
2009-01,94.935,
2009-04,95.833,
2009-07,96.986,
2009-10,95.733,
2010-01,99.410,
2010-04,96.881,
2010-07,96.296,
2010-10,95.372,
2011-01,98.256,
2011-04,94.984,
2011-07,95.777,
2011-10,94.143,
2012-01,98.968,
2012-04,96.558,
2012-07,97.600,
2012-10,96.243,
2013-01,101.526,
2013-04,98.974,
2013-07,99.876,
2013-10,97.970,
2014-01,103.818,
2014-04,100.238,
2014-07,102.354,
2014-10,103.117,
