"",BBK01.PQK350,BBK01.PQK350_FLAGS
"",Lending to domestic enterprises and resident individuals / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:40,
1958-10,0.759,
1959-01,-,Nothing exists
1959-04,0.715,
1959-07,-,Nothing exists
1959-10,0.969,
1960-01,-,Nothing exists
1960-04,0.914,
1960-07,-,Nothing exists
1960-10,1.018,
1961-01,-,Nothing exists
1961-04,0.937,
1961-07,-,Nothing exists
1961-10,1.042,
1962-01,-,Nothing exists
1962-04,1.006,
1962-07,-,Nothing exists
1962-10,1.158,
1963-01,-,Nothing exists
1963-04,1.067,
1963-07,-,Nothing exists
1963-10,1.229,
1964-01,-,Nothing exists
1964-04,1.138,
1964-07,-,Nothing exists
1964-10,1.349,
1965-01,1.307,
1965-04,1.265,
1965-07,1.342,
1965-10,1.434,
1966-01,1.470,
1966-04,1.421,
1966-07,1.577,
1966-10,1.613,
1967-01,1.554,
1967-04,1.476,
1967-07,1.511,
1967-10,1.592,
1968-01,1.532,
1968-04,1.467,
1968-07,1.559,
1968-10,1.684,
1969-01,1.659,
1969-04,1.650,
1969-07,1.807,
1969-10,2.095,
1970-01,2.066,
1970-04,1.983,
1970-07,2.224,
1970-10,2.359,
1971-01,2.329,
1971-04,2.472,
1971-07,2.873,
1971-10,3.014,
1972-01,2.900,
1972-04,2.917,
1972-07,3.167,
1972-10,3.449,
1973-01,3.381,
1973-04,3.407,
1973-07,3.303,
1973-10,3.806,
1974-01,3.769,
1974-04,3.992,
1974-07,4.557,
1974-10,4.897,
1975-01,4.622,
1975-04,4.489,
1975-07,4.561,
1975-10,4.549,
1976-01,4.525,
1976-04,4.692,
1976-07,5.034,
1976-10,5.128,
1977-01,5.239,
1977-04,5.408,
1977-07,5.324,
1977-10,5.587,
1978-01,5.590,
1978-04,5.924,
1978-07,6.413,
1978-10,6.942,
1979-01,7.097,
1979-04,7.550,
1979-07,7.922,
1979-10,8.206,
1980-01,7.355,
1980-04,7.801,
1980-07,7.873,
1980-10,9.087,
1981-01,8.785,
1981-04,8.789,
1981-07,9.048,
1981-10,9.317,
1982-01,8.987,
1982-04,8.994,
1982-07,9.435,
1982-10,9.459,
1983-01,9.014,
1983-04,9.422,
1983-07,9.971,
1983-10,10.075,
1984-01,10.076,
1984-04,10.071,
1984-07,10.851,
1984-10,11.482,
1985-01,11.201,
1985-04,11.649,
1985-07,11.354,
1985-10,12.422,
1986-01,11.825,
1986-04,11.883,
1986-07,11.721,
1986-10,12.006,
1987-01,11.222,
1987-04,11.136,
1987-07,11.234,
1987-10,11.670,
1988-01,11.232,
1988-04,11.662,
1988-07,11.720,
1988-10,12.139,
1989-01,11.857,
1989-04,12.238,
1989-07,12.416,
1989-10,12.827,
1990-01,12.896,
1990-04,21.597,
1990-07,19.037,
1990-10,20.588,
1991-01,16.411,
1991-04,17.383,
1991-07,17.477,
1991-10,17.662,
1992-01,17.071,
1992-04,17.199,
1992-07,17.399,
1992-10,18.216,
1993-01,16.344,
1993-04,16.380,
1993-07,16.941,
1993-10,18.108,
1994-01,17.386,
1994-04,17.232,
1994-07,17.094,
1994-10,17.231,
1995-01,16.418,
1995-04,16.900,
1995-07,16.978,
1995-10,18.298,
1996-01,18.988,
1996-04,19.321,
1996-07,19.560,
1996-10,20.322,
1997-01,20.015,
1997-04,20.782,
1997-07,20.963,
1997-10,23.626,
1998-01,23.581,
1998-04,23.792,
1998-07,24.386,
1998-10,28.244,
1999-01,29.100,
1999-04,30.841,
1999-07,31.912,
1999-10,32.465,
2000-01,33.828,
2000-04,34.239,
2000-07,35.501,
2000-10,33.958,
2001-01,33.517,
2001-04,33.913,
2001-07,31.298,
2001-10,30.587,
2002-01,30.413,
2002-04,28.119,
2002-07,28.152,
2002-10,27.235,
2003-01,26.330,
2003-04,25.934,
2003-07,24.328,
2003-10,24.888,
2004-01,22.728,
2004-04,22.891,
2004-07,21.095,
2004-10,19.934,
2005-01,21.136,
2005-04,19.818,
2005-07,19.649,
2005-10,18.201,
2006-01,19.046,
2006-04,18.222,
2006-07,18.503,
2006-10,17.723,
2007-01,17.979,
2007-04,18.709,
2007-07,18.625,
2007-10,19.845,
2008-01,22.837,
2008-04,22.957,
2008-07,22.296,
2008-10,22.964,
2009-01,24.305,
2009-04,24.997,
2009-07,22.208,
2009-10,23.238,
2010-01,23.679,
2010-04,21.381,
2010-07,24.329,
2010-10,21.147,
2011-01,24.128,
2011-04,22.060,
2011-07,24.564,
2011-10,22.502,
2012-01,25.446,
2012-04,24.143,
2012-07,24.293,
2012-10,26.144,
2013-01,27.102,
2013-04,26.301,
2013-07,22.750,
2013-10,22.575,
2014-01,22.526,
2014-04,22.812,
2014-07,23.169,
2014-10,23.395,
