"",BBK01.PQ8980,BBK01.PQ8980_FLAGS
"",Lending to hotels and restaurants / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:18,
1989-01,-,Nothing exists
1989-04,.,No value available
1989-07,3.959,
1989-10,4.176,
1990-01,4.260,
1990-04,4.318,
1990-07,4.362,
1990-10,4.519,
1991-01,4.605,
1991-04,4.685,
1991-07,4.710,
1991-10,4.958,
1992-01,5.081,
1992-04,5.181,
1992-07,5.225,
1992-10,5.476,
1993-01,5.585,
1993-04,5.664,
1993-07,5.691,
1993-10,5.934,
1994-01,6.043,
1994-04,6.140,
1994-07,6.211,
1994-10,6.426,
1995-01,6.416,
1995-04,6.482,
1995-07,6.519,
1995-10,6.735,
1996-01,6.804,
1996-04,6.893,
1996-07,6.951,
1996-10,7.152,
1997-01,7.220,
1997-04,7.228,
1997-07,7.179,
1997-10,7.329,
1998-01,7.365,
1998-04,7.415,
1998-07,7.386,
1998-10,7.513,
1999-01,7.461,
1999-04,7.337,
1999-07,7.233,
1999-10,7.280,
2000-01,7.250,
2000-04,7.224,
2000-07,7.153,
2000-10,7.230,
2001-01,7.310,
2001-04,7.304,
2001-07,7.246,
2001-10,7.269,
2002-01,7.284,
2002-04,7.232,
2002-07,7.133,
2002-10,7.171,
2003-01,7.097,
2003-04,6.989,
2003-07,6.954,
2003-10,6.956,
2004-01,6.884,
2004-04,6.811,
2004-07,6.725,
2004-10,6.688,
2005-01,6.659,
2005-04,6.574,
2005-07,6.469,
2005-10,6.446,
2006-01,6.508,
2006-04,6.474,
2006-07,6.390,
2006-10,6.401,
2007-01,6.427,
2007-04,6.386,
2007-07,6.311,
2007-10,6.356,
2008-01,6.393,
2008-04,6.358,
2008-07,6.310,
2008-10,6.340,
2009-01,6.412,
2009-04,6.380,
2009-07,6.305,
2009-10,6.346,
2010-01,6.403,
2010-04,6.363,
2010-07,6.313,
2010-10,6.325,
2011-01,6.370,
2011-04,6.386,
2011-07,6.274,
2011-10,6.295,
2012-01,6.391,
2012-04,6.402,
2012-07,6.367,
2012-10,6.406,
2013-01,6.514,
2013-04,6.541,
2013-07,6.474,
2013-10,6.530,
2014-01,6.631,
2014-04,6.669,
2014-07,6.602,
2014-10,6.641,
