"",BBK01.OUB108,BBK01.OUB108_FLAGS
"",Domestic securities / Shares (including participation certificates) / Issued by banks (MFIs) / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:56,
1968-12,0.133,
1969-01,0.136,
1969-02,0.142,
1969-03,0.155,
1969-04,0.163,
1969-05,0.181,
1969-06,0.240,
1969-07,0.210,
1969-08,0.182,
1969-09,0.159,
1969-10,0.191,
1969-11,0.163,
1969-12,0.160,
1970-01,0.181,
1970-02,0.199,
1970-03,0.191,
1970-04,0.172,
1970-05,0.189,
1970-06,0.168,
1970-07,0.169,
1970-08,0.166,
1970-09,0.167,
1970-10,0.167,
1970-11,0.192,
1970-12,0.109,
1971-01,0.112,
1971-02,0.114,
1971-03,0.127,
1971-04,0.104,
1971-05,0.125,
1971-06,0.101,
1971-07,0.102,
1971-08,0.096,
1971-09,0.138,
1971-10,0.099,
1971-11,0.107,
1971-12,0.118,
1972-01,0.090,
1972-02,0.090,
1972-03,0.095,
1972-04,0.102,
1972-05,0.107,
1972-06,0.137,
1972-07,0.162,
1972-08,0.226,
1972-09,0.136,
1972-10,0.123,
1972-11,0.115,
1972-12,0.196,
1973-01,0.120,
1973-02,0.116,
1973-03,0.116,
1973-04,0.117,
1973-05,0.201,
1973-06,0.149,
1973-07,0.125,
1973-08,0.132,
1973-09,0.125,
1973-10,0.138,
1973-11,0.130,
1973-12,0.142,
1974-01,0.150,
1974-02,0.141,
1974-03,0.146,
1974-04,0.152,
1974-05,0.160,
1974-06,0.245,
1974-07,0.158,
1974-08,0.180,
1974-09,0.187,
1974-10,0.191,
1974-11,0.163,
1974-12,0.143,
1975-01,0.166,
1975-02,0.209,
1975-03,0.147,
1975-04,0.173,
1975-05,0.280,
1975-06,0.124,
1975-07,0.120,
1975-08,0.133,
1975-09,0.124,
1975-10,0.139,
1975-11,0.180,
1975-12,0.159,
1976-01,0.135,
1976-02,0.139,
1976-03,0.402,
1976-04,0.192,
1976-05,0.177,
1976-06,0.181,
1976-07,0.172,
1976-08,0.232,
1976-09,0.174,
1976-10,0.215,
1976-11,0.199,
1976-12,0.211,
1977-01,0.207,
1977-02,0.203,
1977-03,0.203,
1977-04,0.208,
1977-05,0.203,
1977-06,0.211,
1977-07,0.207,
1977-08,0.209,
1977-09,0.199,
1977-10,0.223,
1977-11,0.350,
1977-12,0.375,
1978-01,0.260,
1978-02,0.214,
1978-03,0.264,
1978-04,0.272,
1978-05,0.276,
1978-06,0.271,
1978-07,0.359,
1978-08,0.273,
1978-09,0.341,
1978-10,0.364,
1978-11,0.348,
1978-12,0.389,
1979-01,0.292,
1979-02,0.295,
1979-03,0.298,
1979-04,0.301,
1979-05,0.302,
1979-06,0.316,
1979-07,0.311,
1979-08,0.311,
1979-09,0.381,
1979-10,0.372,
1979-11,0.293,
1979-12,0.434,
1980-01,0.262,
1980-02,0.255,
1980-03,0.255,
1980-04,0.254,
1980-05,0.253,
1980-06,0.263,
1980-07,0.260,
1980-08,0.262,
1980-09,0.279,
1980-10,0.268,
1980-11,0.335,
1980-12,0.322,
1981-01,0.257,
1981-02,0.396,
1981-03,0.374,
1981-04,0.522,
1981-05,0.303,
1981-06,0.292,
1981-07,0.287,
1981-08,0.286,
1981-09,0.289,
1981-10,0.284,
1981-11,0.282,
1981-12,0.265,
1982-01,0.255,
