"",BBK01.QUY046,BBK01.QUY046_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Bahrain / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:37,
2002-03,0.806,
2002-04,0.836,
2002-05,0.762,
2002-06,0.740,
2002-07,0.808,
2002-08,0.861,
2002-09,0.773,
2002-10,0.842,
2002-11,0.776,
2002-12,0.682,
2003-01,0.684,
2003-02,0.776,
2003-03,0.720,
2003-04,0.802,
2003-05,0.698,
2003-06,0.790,
2003-07,0.852,
2003-08,0.899,
2003-09,0.867,
2003-10,0.921,
2003-11,1.200,
2003-12,0.962,
2004-01,1.009,
2004-02,1.202,
2004-03,1.213,
2004-04,1.240,
2004-05,1.244,
2004-06,1.285,
2004-07,1.526,
2004-08,1.355,
2004-09,1.640,
2004-10,1.790,
2004-11,1.849,
2004-12,1.983,
2005-01,2.101,
2005-02,2.200,
2005-03,2.252,
2005-04,2.411,
2005-05,2.448,
2005-06,2.981,
2005-07,3.164,
2005-08,3.118,
2005-09,3.168,
2005-10,3.118,
2005-11,3.215,
2005-12,3.299,
2006-01,3.138,
2006-02,3.111,
2006-03,3.655,
2006-04,3.667,
2006-05,3.560,
2006-06,3.824,
2006-07,3.855,
2006-08,3.928,
2006-09,4.064,
2006-10,4.814,
2006-11,4.801,
2006-12,5.161,
2007-01,5.627,
2007-02,4.450,
2007-03,4.932,
2007-04,4.973,
2007-05,5.187,
2007-06,4.991,
2007-07,4.921,
2007-08,5.186,
2007-09,5.085,
2007-10,4.684,
2007-11,5.224,
2007-12,5.055,
2008-01,4.741,
2008-02,4.956,
2008-03,5.106,
2008-04,4.973,
2008-05,5.271,
2008-06,5.634,
2008-07,6.070,
2008-08,6.082,
2008-09,6.295,
2008-10,6.285,
2008-11,5.393,
2008-12,4.368,
2009-01,4.237,
2009-02,3.800,
2009-03,2.654,
2009-04,2.561,
2009-05,2.457,
2009-06,2.351,
2009-07,2.025,
2009-08,1.959,
2009-09,1.980,
2009-10,1.843,
2009-11,1.981,
2009-12,2.220,
2010-01,2.133,
2010-02,1.862,
2010-03,2.081,
2010-04,2.182,
2010-05,2.309,
2010-06,2.418,
2010-07,2.247,
2010-08,2.240,
2010-09,2.737,
2010-10,2.310,
2010-11,2.295,
2010-12,2.370,
2011-01,2.105,
2011-02,1.859,
2011-03,1.596,
2011-04,1.561,
2011-05,1.597,
2011-06,1.643,
2011-07,1.586,
2011-08,1.499,
2011-09,1.535,
2011-10,1.434,
2011-11,1.490,
2011-12,1.412,
2012-01,1.291,
2012-02,1.340,
2012-03,1.399,
2012-04,1.188,
2012-05,1.113,
2012-06,0.973,
2012-07,1.045,
2012-08,0.985,
2012-09,0.926,
2012-10,1.013,
2012-11,1.072,
2012-12,1.061,
2013-01,1.004,
2013-02,0.886,
2013-03,0.742,
2013-04,0.696,
2013-05,0.685,
2013-06,0.526,
2013-07,0.564,
2013-08,0.624,
2013-09,0.687,
2013-10,0.623,
2013-11,0.646,
2013-12,0.615,
2014-01,0.773,
2014-02,0.738,
2014-03,0.605,
2014-04,0.818,
2014-05,0.821,
2014-06,0.630,
2014-07,0.684,
2014-08,0.677,
2014-09,0.618,
2014-10,0.569,
