"",BBK01.QUV596,BBK01.QUV596_FLAGS
"",Banks in Germany: Short-term loans and advances to non- residents / Iran / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:24:12,
2001-12,0.586,
2002-01,0.594,
2002-02,0.566,
2002-03,0.572,
2002-04,0.581,
2002-05,0.564,
2002-06,0.606,
2002-07,0.617,
2002-08,0.630,
2002-09,0.655,
2002-10,0.664,
2002-11,0.705,
2002-12,0.715,
2003-01,0.735,
2003-02,0.698,
2003-03,0.727,
2003-04,0.710,
2003-05,0.728,
2003-06,0.733,
2003-07,0.811,
2003-08,0.755,
2003-09,0.715,
2003-10,0.724,
2003-11,0.711,
2003-12,0.685,
2004-01,0.726,
2004-02,0.802,
2004-03,0.864,
2004-04,0.966,
2004-05,0.981,
2004-06,1.135,
2004-07,1.233,
2004-08,1.250,
2004-09,1.389,
2004-10,1.477,
2004-11,1.500,
2004-12,1.610,
2005-01,1.754,
2005-02,1.731,
2005-03,1.798,
2005-04,1.791,
2005-05,1.867,
2005-06,1.886,
2005-07,1.932,
2005-08,1.912,
2005-09,1.868,
2005-10,1.845,
2005-11,1.832,
2005-12,1.864,
2006-01,1.834,
2006-02,1.855,
2006-03,1.800,
2006-04,1.711,
2006-05,1.672,
2006-06,1.679,
2006-07,1.624,
2006-08,1.565,
2006-09,1.526,
2006-10,1.477,
2006-11,1.408,
2006-12,1.370,
2007-01,1.354,
2007-02,1.346,
2007-03,1.325,
2007-04,1.334,
2007-05,1.308,
2007-06,1.263,
2007-07,1.319,
2007-08,1.468,
2007-09,1.312,
2007-10,1.379,
2007-11,1.382,
2007-12,1.304,
2008-01,1.311,
2008-02,1.248,
2008-03,1.242,
2008-04,1.295,
2008-05,1.206,
2008-06,1.267,
2008-07,1.252,
2008-08,1.212,
2008-09,1.183,
2008-10,1.220,
2008-11,1.190,
2008-12,1.126,
2009-01,1.126,
2009-02,1.067,
2009-03,1.010,
2009-04,0.967,
2009-05,0.893,
2009-06,0.998,
2009-07,1.047,
2009-08,1.049,
2009-09,1.166,
2009-10,1.151,
2009-11,1.219,
2009-12,1.217,
2010-01,1.352,
2010-02,1.381,
2010-03,1.373,
2010-04,1.484,
2010-05,1.514,
2010-06,1.651,
2010-07,1.726,
2010-08,1.728,
2010-09,1.740,
2010-10,1.776,
2010-11,1.751,
2010-12,1.851,
2011-01,1.884,
2011-02,1.758,
2011-03,1.396,
2011-04,1.305,
2011-05,1.063,
2011-06,0.859,
2011-07,0.712,
2011-08,0.643,
2011-09,0.585,
2011-10,0.479,
2011-11,0.407,
2011-12,0.315,
2012-01,0.250,
2012-02,0.207,
2012-03,0.181,
2012-04,0.157,
2012-05,0.221,
2012-06,0.193,
2012-07,0.192,
2012-08,0.219,
2012-09,0.224,
2012-10,0.216,
2012-11,0.236,
2012-12,0.230,
2013-01,0.242,
2013-02,0.252,
2013-03,0.253,
2013-04,0.251,
2013-05,0.266,
2013-06,0.206,
2013-07,0.211,
2013-08,0.231,
2013-09,0.208,
2013-10,0.210,
2013-11,0.209,
2013-12,0.243,
2014-01,0.235,
2014-02,0.212,
2014-03,0.202,
2014-04,0.193,
2014-05,0.190,
2014-06,0.197,
2014-07,0.194,
2014-08,0.179,
2014-09,0.149,
2014-10,0.138,
2014-11,0.165,
2014-12,0.149,
