"",BBK01.OUM103,BBK01.OUM103_FLAGS
"",Balances and loans to domestic banks (MFIs) / long-term / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:55,
1958-12,0.092,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.096,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.079,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.082,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.110,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.125,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.145,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.163,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.167,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.246,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.261,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.360,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.396,
1965-01,0.397,
1965-02,0.415,
1965-03,0.423,
1965-04,0.433,
1965-05,0.439,
1965-06,0.465,
1965-07,0.483,
1965-08,0.493,
1965-09,0.514,
1965-10,0.515,
1965-11,0.545,
1965-12,0.507,
1966-01,0.509,
1966-02,0.518,
1966-03,0.524,
1966-04,0.525,
1966-05,0.530,
1966-06,0.529,
1966-07,0.540,
1966-08,0.559,
1966-09,0.570,
1966-10,0.574,
1966-11,0.582,
1966-12,0.611,
1967-01,0.615,
1967-02,0.616,
1967-03,0.631,
1967-04,0.633,
1967-05,0.628,
1967-06,0.646,
1967-07,0.645,
1967-08,0.644,
1967-09,0.672,
1967-10,0.691,
1967-11,0.709,
1967-12,0.732,
1968-01,0.763,
1968-02,0.753,
1968-03,0.761,
1968-04,0.759,
1968-05,0.757,
1968-06,0.780,
1968-07,0.827,
1968-08,0.811,
1968-09,0.819,
1968-10,0.828,
1968-11,0.877,
1968-12,1.069,
1969-01,1.116,
1969-02,1.166,
1969-03,1.183,
1969-04,1.192,
1969-05,1.249,
1969-06,1.257,
1969-07,1.314,
1969-08,1.351,
1969-09,1.365,
1969-10,1.386,
1969-11,1.393,
1969-12,1.402,
1970-01,1.409,
1970-02,1.429,
1970-03,1.439,
1970-04,1.464,
1970-05,1.466,
1970-06,1.481,
1970-07,1.538,
1970-08,1.527,
1970-09,1.536,
1970-10,1.543,
1970-11,1.567,
1970-12,1.618,
1971-01,1.629,
1971-02,1.634,
1971-03,1.656,
1971-04,1.661,
1971-05,1.674,
1971-06,1.658,
1971-07,1.674,
1971-08,1.701,
1971-09,1.702,
1971-10,1.713,
1971-11,1.724,
1971-12,1.716,
1972-01,1.739,
1972-02,1.770,
1972-03,1.797,
1972-04,1.787,
1972-05,1.778,
1972-06,1.755,
1972-07,1.454,
1972-08,1.466,
1972-09,1.502,
1972-10,1.573,
1972-11,1.596,
1972-12,1.619,
1973-01,1.645,
1973-02,1.678,
1973-03,1.725,
1973-04,1.734,
1973-05,1.755,
1973-06,1.785,
1973-07,1.804,
1973-08,1.865,
1973-09,1.941,
1973-10,1.929,
1973-11,2.002,
1973-12,2.048,
1974-01,2.046,
1974-02,2.080,
1974-03,1.989,
1974-04,2.036,
1974-05,2.027,
1974-06,2.062,
1974-07,2.049,
1974-08,2.068,
1974-09,2.082,
1974-10,2.098,
1974-11,2.122,
1974-12,2.235,
1975-01,2.406,
1975-02,2.521,
1975-03,2.554,
1975-04,2.705,
1975-05,2.847,
1975-06,2.926,
1975-07,2.971,
1975-08,2.993,
1975-09,3.126,
1975-10,3.196,
1975-11,3.279,
1975-12,3.412,
1976-01,3.551,
1976-02,3.641,
1976-03,3.840,
1976-04,3.888,
1976-05,3.906,
1976-06,3.939,
1976-07,3.987,
1976-08,4.025,
1976-09,4.086,
1976-10,4.199,
1976-11,4.398,
1976-12,4.814,
1977-01,5.163,
1977-02,5.326,
1977-03,5.455,
1977-04,5.983,
1977-05,6.559,
1977-06,6.793,
1977-07,7.038,
1977-08,7.463,
1977-09,7.545,
1977-10,7.916,
1977-11,7.959,
1977-12,8.215,
1978-01,8.877,
1978-02,9.180,
1978-03,9.475,
1978-04,9.700,
1978-05,9.808,
1978-06,9.875,
1978-07,10.064,
1978-08,10.132,
1978-09,10.358,
1978-10,10.773,
1978-11,11.061,
1978-12,11.350,
1979-01,11.659,
1979-02,11.830,
1979-03,12.129,
1979-04,12.272,
1979-05,12.558,
1979-06,12.696,
1979-07,12.852,
1979-08,13.033,
1979-09,13.153,
1979-10,13.284,
1979-11,13.249,
1979-12,13.437,
1980-01,13.874,
1980-02,13.934,
1980-03,14.008,
1980-04,14.329,
1980-05,14.523,
1980-06,14.892,
1980-07,15.142,
1980-08,15.554,
1980-09,15.630,
1980-10,15.730,
1980-11,15.817,
1980-12,16.045,
1981-01,16.419,
1981-02,16.599,
1981-03,16.814,
1981-04,17.023,
1981-05,17.187,
1981-06,17.186,
1981-07,17.273,
1981-08,17.301,
1981-09,17.456,
1981-10,17.607,
1981-11,17.616,
1981-12,17.768,
1982-01,17.779,
1982-02,17.639,
1982-03,17.609,
1982-04,17.476,
1982-05,17.373,
1982-06,17.301,
1982-07,17.320,
1982-08,17.280,
1982-09,17.364,
1982-10,17.521,
1982-11,17.567,
1982-12,17.691,
1983-01,18.157,
1983-02,18.392,
1983-03,18.877,
1983-04,18.568,
1983-05,18.629,
1983-06,18.634,
1983-07,18.543,
1983-08,18.680,
1983-09,18.863,
1983-10,18.929,
1983-11,18.902,
1983-12,18.935,
1984-01,19.055,
1984-02,19.726,
1984-03,19.895,
1984-04,19.808,
1984-05,19.800,
1984-06,19.733,
1984-07,20.022,
1984-08,20.403,
1984-09,20.975,
1984-10,21.583,
1984-11,21.839,
1984-12,21.751,
1985-01,21.755,
1985-02,21.796,
1985-03,21.718,
1985-04,21.690,
1985-05,22.003,
1985-06,22.293,
1985-07,23.189,
1985-08,24.421,
1985-09,24.460,
1985-10,24.433,
1985-11,24.538,
1985-12,24.892,
1986-01,25.864,
1986-02,26.521,
1986-03,27.755,
1986-04,28.352,
1986-05,28.664,
1986-06,28.776,
1986-07,29.217,
1986-08,29.893,
1986-09,30.166,
1986-10,30.972,
1986-11,31.221,
1986-12,31.482,
1987-01,32.040,
1987-02,32.916,
1987-03,33.585,
1987-04,33.807,
1987-05,34.552,
1987-06,34.655,
1987-07,35.033,
1987-08,35.434,
1987-09,35.930,
1987-10,36.178,
1987-11,36.759,
1987-12,37.699,
1988-01,38.265,
1988-02,39.011,
1988-03,39.858,
1988-04,40.214,
1988-05,40.587,
1988-06,41.144,
1988-07,41.436,
1988-08,41.743,
1988-09,42.362,
1988-10,42.831,
1988-11,43.179,
1988-12,43.992,
1989-01,44.553,
1989-02,45.023,
1989-03,45.430,
1989-04,45.654,
1989-05,45.896,
1989-06,46.275,
1989-07,46.583,
1989-08,46.392,
1989-09,46.723,
1989-10,47.123,
1989-11,47.877,
1989-12,48.037,
1990-01,48.275,
1990-02,48.936,
1990-03,49.164,
1990-04,49.157,
1990-05,49.304,
1990-06,49.682,
1990-07,49.711,
1990-08,49.732,
1990-09,49.899,
1990-10,50.119,
1990-11,50.123,
1990-12,49.979,
1991-01,49.787,
1991-02,49.704,
1991-03,49.638,
1991-04,49.689,
1991-05,49.573,
1991-06,49.693,
1991-07,49.778,
1991-08,49.574,
1991-09,49.619,
1991-10,49.323,
1991-11,49.450,
1991-12,49.447,
1992-01,49.384,
1992-02,49.272,
1992-03,49.291,
1992-04,49.492,
1992-05,49.354,
1992-06,49.618,
1992-07,49.556,
1992-08,49.592,
1992-09,49.772,
1992-10,50.151,
1992-11,50.271,
1992-12,49.812,
1993-01,44.119,
1993-02,44.472,
1993-03,44.946,
1993-04,45.130,
1993-05,44.916,
1993-06,44.860,
1993-07,45.044,
1993-08,45.880,
1993-09,46.631,
1993-10,47.953,
1993-11,48.697,
1993-12,49.345,
1994-01,51.220,
1994-02,51.994,
1994-03,52.169,
1994-04,52.734,
1994-05,52.844,
1994-06,53.167,
1994-07,53.717,
1994-08,53.667,
1994-09,54.345,
1994-10,54.595,
1994-11,55.320,
1994-12,55.443,
1995-01,55.657,
1995-02,55.446,
1995-03,55.884,
1995-04,56.403,
1995-05,57.186,
1995-06,57.498,
1995-07,57.555,
1995-08,58.270,
1995-09,59.444,
1995-10,59.730,
1995-11,60.481,
1995-12,60.680,
1996-01,62.588,
1996-02,63.893,
1996-03,64.573,
1996-04,64.600,
1996-05,65.273,
1996-06,74.251,
1996-07,74.738,
1996-08,75.796,
1996-09,77.467,
1996-10,78.771,
1996-11,79.440,
1996-12,80.257,
1997-01,83.400,
1997-02,85.028,
1997-03,86.074,
1997-04,87.355,
1997-05,88.004,
1997-06,88.980,
1997-07,90.641,
1997-08,92.708,
1997-09,95.720,
1997-10,96.917,
1997-11,97.453,
1997-12,98.136,
1998-01,101.991,
1998-02,103.925,
1998-03,105.386,
1998-04,106.463,
1998-05,107.442,
1998-06,108.767,
1998-07,110.490,
1998-08,113.904,
1998-09,117.450,
1998-10,118.146,
1998-11,119.137,
1998-12,119.805,
1999-01,86.313,
1999-02,86.861,
1999-03,88.643,
1999-04,91.703,
1999-05,92.515,
1999-06,94.036,
1999-07,96.039,
1999-08,95.576,
1999-09,96.847,
1999-10,96.847,
1999-11,97.648,
1999-12,97.437,
2000-01,99.578,
2000-02,100.812,
2000-03,102.656,
2000-04,103.502,
2000-05,103.493,
2000-06,103.849,
2000-07,104.678,
2000-08,104.619,
2000-09,104.644,
2000-10,104.888,
2000-11,105.578,
2000-12,105.555,
2001-01,106.738,
2001-02,106.977,
2001-03,107.256,
2001-04,106.557,
2001-05,105.990,
2001-06,105.858,
2001-07,105.374,
2001-08,105.335,
2001-09,105.073,
2001-10,104.645,
2001-11,103.261,
2001-12,102.390,
2002-01,101.234,
2002-02,101.572,
2002-03,100.053,
2002-04,99.416,
2002-05,99.006,
2002-06,98.757,
2002-07,97.520,
2002-08,92.621,
2002-09,91.935,
2002-10,90.689,
2002-11,88.571,
2002-12,86.807,
2003-01,83.260,
2003-02,82.993,
2003-03,82.864,
2003-04,83.100,
2003-05,83.405,
2003-06,83.046,
2003-07,82.581,
2003-08,82.678,
2003-09,81.442,
2003-10,80.873,
2003-11,80.037,
2003-12,77.471,
2004-01,78.701,
2004-02,78.237,
2004-03,77.264,
2004-04,77.010,
2004-05,76.694,
2004-06,76.199,
2004-07,75.182,
2004-08,73.744,
2004-09,73.947,
2004-10,73.696,
2004-11,74.266,
2004-12,73.575,
2005-01,73.393,
2005-02,73.161,
2005-03,72.663,
2005-04,76.523,
2005-05,75.744,
2005-06,74.982,
2005-07,75.276,
2005-08,75.043,
2005-09,73.237,
2005-10,73.097,
2005-11,69.887,
2005-12,66.546,
2006-01,68.758,
2006-02,66.792,
2006-03,66.161,
2006-04,65.372,
2006-05,63.892,
2006-06,61.999,
2006-07,61.256,
2006-08,60.604,
2006-09,59.886,
2006-10,58.231,
2006-11,57.219,
2006-12,56.190,
2007-01,55.715,
2007-02,54.927,
2007-03,54.065,
2007-04,53.574,
2007-05,52.982,
2007-06,52.834,
2007-07,52.222,
2007-08,51.519,
2007-09,50.900,
2007-10,50.343,
2007-11,49.777,
2007-12,48.830,
2008-01,46.957,
2008-02,45.903,
2008-03,44.831,
2008-04,43.980,
2008-05,43.073,
2008-06,42.333,
2008-07,41.970,
2008-08,41.396,
2008-09,39.902,
2008-10,39.518,
2008-11,38.615,
2008-12,37.515,
2009-01,35.748,
2009-02,35.165,
2009-03,34.205,
2009-04,33.098,
2009-05,32.605,
2009-06,31.555,
2009-07,30.487,
