"",BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.A.A009.VWM.A,BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.A.A009.VWM.A_FLAGS
"",Financial assets as a percentage of total assets / Weighted average / Non-financial listed groups / Germany / Groups with a focus on the production sector / Assets,
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-15 13:13:07,
2005,14.36,
2006,14.86,
2007,14.60,
2008,13.42,
2009,14.07,
2010,13.70,
2011,14.58,
2012,14.42,
2013,14.37,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany. Including groups in agriculture and forestry. End-of-year data.",
