"",BBK01.OUU076,BBK01.OUU076_FLAGS
"",Securities portfolios / Bonds and debt securities / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:30,
1999-01,12.654,
1999-02,12.986,
1999-03,13.255,
1999-04,12.846,
1999-05,12.640,
1999-06,13.134,
1999-07,12.963,
1999-08,12.992,
1999-09,12.998,
1999-10,12.767,
1999-11,11.947,
1999-12,11.836,
2000-01,12.130,
2000-02,12.164,
2000-03,12.089,
2000-04,12.523,
2000-05,13.286,
2000-06,13.517,
2000-07,14.018,
2000-08,13.968,
2000-09,14.841,
2000-10,15.141,
2000-11,14.904,
2000-12,14.804,
2001-01,15.255,
2001-02,15.299,
2001-03,15.052,
2001-04,15.770,
2001-05,15.932,
2001-06,15.741,
2001-07,15.763,
2001-08,15.034,
2001-09,14.877,
2001-10,14.626,
2001-11,14.753,
2001-12,15.084,
2002-01,14.973,
2002-02,15.191,
2002-03,15.364,
2002-04,15.470,
2002-05,15.563,
2002-06,15.313,
2002-07,15.121,
2002-08,14.835,
2002-09,14.674,
2002-10,14.562,
2002-11,14.796,
2002-12,15.109,
2003-01,14.908,
2003-02,14.910,
2003-03,14.926,
2003-04,14.611,
2003-05,14.856,
2003-06,14.680,
2003-07,14.583,
2003-08,14.411,
2003-09,13.251,
2003-10,13.953,
2003-11,13.913,
2003-12,13.790,
2004-01,13.758,
2004-02,14.239,
2004-03,14.617,
2004-04,15.292,
2004-05,15.303,
2004-06,15.131,
2004-07,15.371,
2004-08,15.371,
2004-09,15.640,
2004-10,15.473,
2004-11,16.095,
2004-12,16.440,
2005-01,16.390,
2005-02,16.891,
2005-03,17.714,
2005-04,19.037,
2005-05,20.312,
2005-06,21.447,
2005-07,21.874,
2005-08,21.765,
2005-09,22.099,
2005-10,21.140,
2005-11,20.858,
2005-12,20.409,
2006-01,21.234,
2006-02,19.767,
2006-03,20.180,
2006-04,19.642,
2006-05,19.761,
2006-06,19.350,
2006-07,18.373,
2006-08,18.575,
2006-09,19.289,
2006-10,19.121,
2006-11,19.436,
2006-12,19.278,
2007-01,19.348,
2007-02,18.946,
2007-03,18.931,
2007-04,18.931,
2007-05,18.567,
2007-06,18.014,
2007-07,17.163,
2007-08,16.933,
2007-09,16.872,
2007-10,15.232,
2007-11,15.711,
2007-12,16.571,
2008-01,16.781,
2008-02,16.887,
2008-03,16.931,
2008-04,17.069,
2008-05,17.697,
2008-06,18.055,
2008-07,17.460,
2008-08,16.951,
2008-09,16.564,
2008-10,16.361,
2008-11,16.513,
2008-12,16.642,
2009-01,17.698,
2009-02,18.272,
2009-03,18.613,
2009-04,19.748,
2009-05,21.334,
2009-06,23.098,
2009-07,23.171,
2009-08,23.420,
2009-09,23.529,
2009-10,23.782,
2009-11,23.912,
2009-12,23.883,
2010-01,24.096,
2010-02,24.153,
2010-03,24.633,
2010-04,25.210,
2010-05,25.360,
2010-06,25.061,
2010-07,25.130,
2010-08,25.727,
2010-09,25.149,
2010-10,25.245,
2010-11,25.855,
2010-12,25.307,
2011-01,25.930,
2011-02,26.330,
2011-03,25.602,
2011-04,24.923,
2011-05,26.411,
2011-06,25.751,
2011-07,25.185,
2011-08,25.376,
2011-09,25.324,
2011-10,25.254,
2011-11,24.910,
2011-12,25.151,
2012-01,25.042,
2012-02,25.024,
2012-03,25.340,
2012-04,25.236,
2012-05,25.225,
2012-06,25.080,
2012-07,25.482,
2012-08,25.555,
2012-09,25.585,
2012-10,25.462,
2012-11,25.672,
2012-12,25.891,
2013-01,26.146,
2013-02,26.464,
2013-03,26.711,
2013-04,26.158,
2013-05,26.467,
2013-06,26.743,
2013-07,27.173,
2013-08,27.043,
2013-09,27.236,
2013-10,27.379,
2013-11,27.804,
2013-12,27.869,
2014-01,28.164,
2014-02,28.157,
2014-03,28.198,
2014-04,28.161,
2014-05,28.793,
2014-06,29.187,
2014-07,29.270,
2014-08,29.454,
2014-09,29.576,
2014-10,29.825,
2014-11,30.005,
2014-12,30.372,Provisional value
