"",BBK01.OEAA53G,BBK01.OEAA53G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:41,
2002-01,19.469,
2002-04,19.662,
2002-07,19.894,
2002-10,20.545,
2003-01,19.317,
2003-04,20.147,
2003-07,19.887,
2003-10,20.320,
2004-01,20.113,
2004-04,20.874,
2004-07,20.394,
2004-10,20.356,
2005-01,16.836,
2005-04,17.509,
2005-07,17.305,
2005-10,17.422,
2006-01,23.032,
2006-04,23.008,
2006-07,24.741,
2006-10,24.864,
2007-01,25.327,
2007-04,25.030,
2007-07,26.038,
2007-10,26.259,
2008-01,10.095,
2008-04,22.838,
2008-07,26.151,
2008-10,28.083,
2009-01,28.791,
2009-04,28.249,
2009-07,28.462,
2009-10,25.691,
2010-01,26.170,
2010-04,27.527,
2010-07,26.201,
2010-10,25.950,
2011-01,24.526,
2011-04,24.201,
2011-07,22.257,
2011-10,22.324,
2012-01,23.942,
2012-04,24.134,
2012-07,23.810,
2012-10,22.435,
2013-01,22.029,
2013-04,21.053,
2013-07,18.769,
2013-10,18.962,
2014-01,19.551,
2014-04,21.448,
2014-07,24.509,
