"",BBK01.EU8224,BBK01.EU8224_FLAGS
"",External position of the Bundesbank up to 1998 / Loans to and other claims on non-residents / Loans to the World Bank,
unit,DM (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:16,
1948-12,-,Nothing exists
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,-,Nothing exists
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,-,Nothing exists
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,-,Nothing exists
1949-10,-,Nothing exists
1949-11,-,Nothing exists
1949-12,-,Nothing exists
1950-01,-,Nothing exists
1950-02,-,Nothing exists
1950-03,-,Nothing exists
1950-04,-,Nothing exists
1950-05,-,Nothing exists
1950-06,-,Nothing exists
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,-,Nothing exists
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,-,Nothing exists
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,-,Nothing exists
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,-,Nothing exists
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,-,Nothing exists
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,-,Nothing exists
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,-,Nothing exists
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,-,Nothing exists
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,-,Nothing exists
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,-,Nothing exists
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,-,Nothing exists
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,-,Nothing exists
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,-,Nothing exists
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,-,Nothing exists
1957-07,214.743,
1957-08,214.743,
1957-09,214.743,
1957-10,375.800,
1957-11,375.800,
1957-12,375.800,
1958-01,375.800,
1958-02,375.800,
1958-03,375.800,
1958-04,375.800,
1958-05,375.800,
1958-06,536.856,
1958-07,639.115,
1958-08,639.115,
1958-09,639.115,
1958-10,596.166,
1958-11,596.166,
1958-12,596.166,
1959-01,667.236,
1959-02,667.236,
1959-03,667.236,
1959-04,667.236,
1959-05,667.236,
1959-06,667.236,
1959-07,667.236,
1959-08,667.236,
1959-09,667.236,
1959-10,667.236,
1959-11,667.236,
1959-12,667.236,
1960-01,613.550,
1960-02,613.550,
1960-03,613.550,
1960-04,626.333,
1960-05,644.228,
1960-06,664.679,
1960-07,664.679,
1960-08,677.462,
1960-09,690.244,
1960-10,703.026,
1960-11,715.809,
1960-12,715.809,
1961-01,715.809,
1961-02,715.809,
1961-03,691.267,
1961-04,691.267,
1961-05,691.267,
1961-06,691.267,
1961-07,691.267,
1961-08,691.267,
1961-09,691.267,
1961-10,691.267,
1961-11,691.267,
1961-12,691.267,
1962-01,691.267,
1962-02,691.267,
1962-03,691.267,
1962-04,691.267,
1962-05,691.267,
1962-06,691.267,
1962-07,691.267,
1962-08,691.267,
1962-09,691.267,
1962-10,691.267,
1962-11,691.267,
1962-12,691.267,
1963-01,691.267,
1963-02,691.267,
1963-03,691.267,
1963-04,691.267,
1963-05,691.267,
1963-06,691.267,
1963-07,691.267,
1963-08,691.267,
1963-09,691.267,
1963-10,691.267,
1963-11,691.267,
1963-12,691.267,
1964-01,691.267,
1964-02,691.267,
1964-03,691.267,
1964-04,691.267,
1964-05,691.267,
1964-06,691.267,
1964-07,691.267,
1964-08,691.267,
1964-09,691.267,
1964-10,691.267,
1964-11,691.267,
1964-12,691.267,
1965-01,691.267,
1965-02,691.267,
1965-03,691.267,
1965-04,691.267,
1965-05,691.267,
1965-06,691.267,
1965-07,691.267,
1965-08,702.515,
1965-09,702.515,
1965-10,702.515,
1965-11,743.418,
1965-12,743.418,
1966-01,743.418,
1966-02,743.418,
1966-03,743.418,
1966-04,743.418,
1966-05,743.418,
1966-06,743.418,
1966-07,743.418,
