"",BBK01.WXI018,BBK01.WXI018_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:29,
2009-09,66,
2009-10,8,
2009-11,13,
2009-12,25,
2010-01,23,
2010-02,16,
2010-03,12,
2010-04,23,
2010-05,10,
2010-06,38,
2010-07,30,
2010-08,23,
2010-09,32,
2010-10,29,
2010-11,34,
2010-12,26,
2011-01,28,
2011-02,26,
2011-03,26,
2011-04,20,
2011-05,11,
2011-06,8,
2011-07,11,
2011-08,26,
2011-09,20,
2011-10,51,
2011-11,48,
2011-12,42,
2012-01,47,
2012-02,45,
2012-03,38,
2012-04,38,
2012-05,40,
2012-06,40,
2012-07,39,
2012-08,39,
2012-09,38,
2012-10,37,
2012-11,38,
2012-12,38,
2013-01,35,
2013-02,35,
2013-03,34,
2013-04,34,
2013-05,36,
2013-06,35,
2013-07,34,
2013-08,34,
2013-09,34,
2013-10,34,
2013-11,35,
2013-12,33,
2014-01,32,
2014-02,32,
2014-03,31,
2014-04,31,
2014-05,31,
2014-06,31,
2014-07,30,
2014-08,1,
2014-09,1,
2014-10,2,
2014-11,5,
