"",BBK01.CEB702,BBK01.CEB702_FLAGS
"",Other claims debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:35,
1991-01,46.6,
1991-04,45.0,
1991-07,49.5,
1991-10,54.6,
1992-01,57.5,
1992-04,57.1,
1992-07,58.2,
1992-10,63.5,
1993-01,60.6,
1993-04,61.0,
1993-07,63.0,
1993-10,67.8,
1994-01,67.0,
1994-04,67.5,
1994-07,68.5,
1994-10,76.9,
1995-01,79.0,
1995-04,70.2,
1995-07,74.5,
1995-10,81.7,
1996-01,83.0,
1996-04,83.9,
1996-07,85.4,
1996-10,88.4,
1997-01,92.6,
1997-04,96.4,
1997-07,101.9,
1997-10,103.7,
1998-01,108.6,
1998-04,119.9,
1998-07,127.6,
1998-10,127.2,
1999-01,122.5,
1999-04,134.8,
1999-07,136.2,
1999-10,184.4,
2000-01,166.0,
2000-04,200.5,
2000-07,201.7,
2000-10,199.8,
2001-01,211.4,
2001-04,206.3,
2001-07,197.0,
2001-10,192.7,
2002-01,199.1,
2002-04,198.1,
2002-07,196.7,
2002-10,204.1,
2003-01,197.1,
2003-04,182.1,
2003-07,184.5,
2003-10,196.6,
2004-01,190.5,
2004-04,188.3,
2004-07,189.9,
2004-10,196.6,
2005-01,184.5,
2005-04,192.3,
2005-07,194.6,
2005-10,215.2,
2006-01,211.3,
2006-04,218.4,
2006-07,230.3,
2006-10,244.3,
2007-01,243.2,
2007-04,260.0,
2007-07,273.8,
2007-10,271.4,
2008-01,275.9,
2008-04,288.7,
2008-07,294.6,
2008-10,324.0,
2009-01,374.2,
2009-04,293.7,
2009-07,304.6,
2009-10,292.8,
2010-01,297.7,
2010-04,312.6,
2010-07,298.4,
2010-10,237.3,
2011-01,212.9,
2011-04,223.4,
2011-07,197.9,
2011-10,205.6,
2012-01,204.7,
2012-04,224.0,
2012-07,207.8,
2012-10,206.9,
2013-01,217.9,
2013-04,206.6,
2013-07,207.8,
2013-10,221.4,
2014-01,211.9,
